t,v,vw,o,c,h,l,n,z,s,e
2023-05-01 13:00:00,155,11.4997,11.5,11.5,11.5,11.5,2,77.5,1682946000000,1682946060000
2023-05-01 13:30:00,60053,11.4687,11.47,11.43,11.47,11.43,19,3160.684210526316,1682947800000,1682947860000
2023-05-01 13:31:00,883,11.4355,11.4358,11.435,11.44,11.43,11,80.27272727272727,1682947860000,1682947920000
2023-05-01 13:32:00,2189,11.4433,11.44,11.4497,11.45,11.44,11,199.0,1682947920000,1682947980000
2023-05-01 13:33:00,2456,11.4481,11.45,11.44,11.455,11.44,9,272.8888888888889,1682947980000,1682948040000
2023-05-01 13:34:00,2990,11.4417,11.4495,11.44,11.4495,11.44,10,299.0,1682948040000,1682948100000
2023-05-01 13:35:00,799,11.4354,11.435,11.435,11.44,11.435,5,159.8,1682948100000,1682948160000
2023-05-01 13:36:00,423,11.4395,11.4394,11.44,11.44,11.4394,2,211.5,1682948160000,1682948220000
2023-05-01 13:41:00,6230,11.4242,11.43,11.41,11.43,11.41,36,173.05555555555554,1682948460000,1682948520000
2023-05-01 13:42:00,523,11.4181,11.415,11.4188,11.4188,11.415,3,174.33333333333334,1682948520000,1682948580000
2023-05-01 13:43:00,200,11.41,11.41,11.41,11.41,11.41,2,100.0,1682948580000,1682948640000
2023-05-01 13:44:00,3001,11.4087,11.415,11.405,11.415,11.4,28,107.17857142857143,1682948640000,1682948700000
2023-05-01 13:45:00,8645,11.4112,11.41,11.415,11.42,11.4082,22,392.95454545454544,1682948700000,1682948760000
2023-05-01 13:46:00,410,11.41,11.41,11.41,11.41,11.41,4,102.5,1682948760000,1682948820000
2023-05-01 13:47:00,100,11.4,11.4,11.4,11.4,11.4,1,100.0,1682948820000,1682948880000
2023-05-01 13:50:00,2500,11.41,11.41,11.41,11.41,11.41,14,178.57142857142858,1682949000000,1682949060000
2023-05-01 13:54:00,101,11.415,11.415,11.415,11.415,11.415,2,50.5,1682949240000,1682949300000
2023-05-01 13:56:00,2935,11.4173,11.415,11.415,11.4175,11.415,5,587.0,1682949360000,1682949420000
2023-05-01 13:57:00,8298,11.4024,11.41,11.4,11.41,11.4,44,188.5909090909091,1682949420000,1682949480000
2023-05-01 13:58:00,1550,11.4084,11.41,11.405,11.41,11.405,3,516.6666666666666,1682949480000,1682949540000
2023-05-01 14:00:00,8993,11.4004,11.4,11.4025,11.405,11.4,62,145.0483870967742,1682949600000,1682949660000
2023-05-01 14:01:00,9731,11.4098,11.405,11.41,11.41,11.405,9,1081.2222222222222,1682949660000,1682949720000
2023-05-01 14:02:00,8455,11.4011,11.41,11.4006,11.41,11.39,32,264.21875,1682949720000,1682949780000
2023-05-01 14:03:00,7638,11.3961,11.4,11.38,11.4,11.38,49,155.87755102040816,1682949780000,1682949840000
2023-05-01 14:04:00,201,11.39,11.39,11.39,11.39,11.39,4,50.25,1682949840000,1682949900000
2023-05-01 14:05:00,2700,11.3974,11.39,11.3961,11.4,11.39,12,225.0,1682949900000,1682949960000
2023-05-01 14:07:00,1267,11.4017,11.398,11.4025,11.4025,11.398,5,253.4,1682950020000,1682950080000
2023-05-01 14:08:00,1055,11.405,11.405,11.405,11.405,11.405,3,351.6666666666667,1682950080000,1682950140000
2023-05-01 14:09:00,205,11.401,11.401,11.401,11.401,11.401,2,102.5,1682950140000,1682950200000
2023-05-01 14:11:00,100,11.405,11.405,11.405,11.405,11.405,1,100.0,1682950260000,1682950320000
2023-05-01 14:13:00,106,11.4047,11.405,11.405,11.405,11.405,2,53.0,1682950380000,1682950440000
2023-05-01 14:15:00,2438,11.4082,11.4091,11.4048,11.4091,11.4048,2,1219.0,1682950500000,1682950560000
2023-05-01 14:16:00,5855,11.4102,11.41,11.4113,11.4113,11.405,35,167.28571428571428,1682950560000,1682950620000
