t,v,vw,o,c,h,l,n,otc
2023-07-12 13:30:00,2.157,241.92,239.2,234.0,249.6,234.0,52,True
2023-07-12 13:40:00,0.9615,239.2,239.2,239.2,239.2,239.2,1,True
2023-07-12 14:05:00,0.7212,236.6,236.6,236.6,236.6,236.6,1,True
2023-07-12 14:06:00,0.0097,239.2,239.2,239.2,239.2,239.2,1,True
2023-07-12 14:09:00,0.0096,239.2,239.2,239.2,239.2,239.2,1,True
2023-07-12 14:10:00,0.0289,236.6,236.6,236.6,236.6,236.6,1,True
2023-07-12 14:35:00,0.0096,236.6,236.6,236.6,236.6,236.6,1,True
2023-07-12 14:36:00,4.3452,234.0,234.0,234.0,234.0,234.0,1,True
2023-07-12 14:46:00,0.0481,235.04,235.04,235.04,235.04,235.04,1,True
2023-07-12 14:48:00,0.4808,235.04,235.04,235.04,235.04,235.04,1,True
2023-07-12 14:56:00,0.9615,237.84,237.84,237.84,237.84,237.84,1,True
2023-07-12 15:16:00,0.0579,235.04,234.52,235.56,235.56,234.52,2,True
2023-07-12 15:17:00,0.0868,235.56,235.56,235.56,235.56,235.56,3,True
2023-07-12 15:18:00,0.0579,235.56,235.56,235.56,235.56,235.56,2,True
2023-07-12 15:35:00,0.0096,235.56,235.56,235.56,235.56,235.56,1,True
2023-07-12 15:36:00,0.0096,235.56,235.56,235.56,235.56,235.56,1,True
2023-07-12 15:37:00,0.0283,231.92,231.92,231.92,231.92,231.92,1,True
2023-07-12 15:38:00,0.0096,235.56,235.56,235.56,235.56,235.56,1,True
2023-07-12 15:39:00,0.0096,235.56,235.56,235.56,235.56,235.56,1,True
2023-07-12 15:40:00,0.0385,235.68,235.56,235.56,236.08,235.56,4,True
2023-07-12 15:44:00,0.9713,237.12,237.12,237.12,237.12,237.12,2,True
2023-07-12 15:45:00,0.0097,237.12,237.12,237.12,237.12,237.12,1,True
2023-07-12 15:48:00,0.0096,234.52,234.52,234.52,234.52,234.52,1,True
2023-07-12 15:51:00,0.0096,234.52,234.52,234.52,234.52,234.52,1,True
