t,v,vw,o,c,h,l,n,otc
2023-05-09 13:51:00,4.9504,405.2,405.6,390.0,405.6,390.0,2,True
2023-05-09 14:14:00,0.9744,402.08,374.4,402.48,402.48,374.4,2,True
2023-05-09 14:15:00,0.6095,405.6,405.6,405.6,405.6,405.6,1,True
2023-05-09 14:18:00,0.0962,390.0,390.0,390.0,390.0,390.0,1,True
2023-05-09 14:29:00,0.0326,376.28,374.4,380.64,380.64,374.4,2,True
2023-05-09 14:56:00,0.9467,395.2,395.2,395.2,395.2,395.2,1,True
2023-05-09 15:53:00,0.0096,378.16,378.16,378.16,378.16,378.16,1,True
2023-05-09 16:07:00,0.0257,374.52,374.52,374.52,374.52,374.52,1,True
2023-05-09 16:16:00,0.0096,384.8,384.8,384.8,384.8,384.8,1,True
2023-05-09 16:30:00,0.0129,374.4,374.4,374.4,374.4,374.4,1,True
2023-05-09 16:45:00,0.4889,384.68,384.68,384.68,384.68,384.68,1,True
2023-05-09 16:47:00,7.2115,365.56,374.4,364.0,374.4,364.0,3,True
2023-05-09 17:36:00,0.266,361.08,382.72,358.8,382.72,358.8,2,True
2023-05-09 17:55:00,0.0096,340.6,340.6,340.6,340.6,340.6,1,True
2023-05-09 18:02:00,1.9231,364.0,364.0,364.0,364.0,364.0,2,True
2023-05-09 18:24:00,0.0192,335.92,339.04,332.8,339.04,332.8,2,True
2023-05-09 19:23:00,1.0577,358.28,357.76,364.0,364.0,357.76,2,True
2023-05-09 19:27:00,0.9519,348.4,348.4,348.4,348.4,348.4,1,True
2023-05-09 19:28:00,1.4423,348.4,348.4,348.4,348.4,348.4,1,True
2023-05-09 19:29:00,0.2457,348.4,348.4,348.4,348.4,348.4,1,True
2023-05-09 19:31:00,1.8788,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-09 19:34:00,0.9615,378.56,378.56,378.56,378.56,378.56,1,True
2023-05-09 19:38:00,0.3387,369.2,369.2,369.2,369.2,369.2,2,True
2023-05-09 19:39:00,0.027,379.6,379.6,379.6,379.6,379.6,1,True
2023-05-09 19:58:00,0.0612,374.4,374.4,374.4,374.4,374.4,1,True
2023-05-10 13:30:00,0.3013,369.2,369.2,369.2,369.2,369.2,2,True
2023-05-10 13:49:00,0.1914,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 13:55:00,0.0577,379.08,379.08,379.08,379.08,379.08,1,True
2023-05-10 14:23:00,0.0486,375.04,376.48,369.2,376.48,369.2,2,True
2023-05-10 14:27:00,0.2459,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 14:30:00,0.0962,383.76,383.76,383.76,383.76,383.76,1,True
2023-05-10 14:42:00,0.226,372.12,372.12,372.12,372.12,372.12,1,True
2023-05-10 14:50:00,0.1302,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 15:00:00,0.0097,369.2,369.2,369.2,369.2,369.2,1,True
2023-05-10 15:14:00,0.9615,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 15:20:00,19.2308,369.2,369.2,369.2,369.2,369.2,1,True
2023-05-10 15:21:00,9.6154,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 15:42:00,0.0144,372.84,372.84,372.84,372.84,372.84,1,True
2023-05-10 16:00:00,0.4808,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 16:09:00,7.2115,369.2,369.2,369.2,369.2,369.2,1,True
2023-05-10 16:28:00,0.3152,372.84,372.84,372.84,372.84,372.84,2,True
2023-05-10 16:32:00,0.2956,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 16:37:00,2.4038,369.2,369.2,369.2,369.2,369.2,1,True
2023-05-10 16:55:00,0.9615,376.48,376.48,376.48,376.48,376.48,1,True
2023-05-10 16:57:00,0.0104,372.72,372.72,372.72,372.72,372.72,1,True
2023-05-10 17:49:00,0.0599,372.84,372.84,372.84,372.84,372.84,1,True
2023-05-10 18:54:00,0.1079,372.32,372.32,372.32,372.32,372.32,1,True
2023-05-10 19:19:00,0.9519,376.48,376.48,376.48,376.48,376.48,3,True
2023-05-10 19:45:00,3.0769,376.48,376.48,376.48,376.48,376.48,2,True
2023-05-10 19:46:00,2.8846,383.76,384.8,382.72,384.8,382.72,2,True
2023-05-10 19:47:00,4.8343,396.88,379.6,414.96,414.96,379.6,4,True
2023-05-11 13:30:00,0.0175,342.16,342.16,342.16,342.16,342.16,2,True
2023-05-11 14:23:00,2.4038,375.96,390.0,374.4,390.0,374.4,2,True
2023-05-11 14:41:00,0.0096,392.48,392.48,392.48,392.48,392.48,1,True
2023-05-11 14:47:00,0.2356,394.16,394.16,394.16,394.16,394.16,1,True
2023-05-11 15:38:00,0.2404,411.72,411.72,411.72,411.72,411.72,1,True
2023-05-11 15:50:00,0.2308,416.0,416.0,416.0,416.0,416.0,1,True
2023-05-11 16:38:00,0.0096,400.4,400.4,400.4,400.4,400.4,1,True
2023-05-11 18:02:00,0.1923,410.8,410.8,410.8,410.8,410.8,1,True
2023-05-11 18:12:00,0.9518,403.0,403.0,403.0,403.0,403.0,1,True
2023-05-11 18:24:00,0.7692,393.84,393.12,393.92,393.92,393.12,2,True
2023-05-11 18:36:00,0.1442,396.56,396.52,396.52,396.52,396.52,1,True
2023-05-11 19:32:00,0.0962,396.24,396.24,396.24,396.24,396.24,1,True
2023-05-12 13:31:00,0.2523,390.0,390.0,390.0,390.0,390.0,1,True
2023-05-12 13:36:00,0.247,390.0,390.0,390.0,390.0,390.0,1,True
2023-05-12 13:52:00,0.9615,374.4,374.4,374.4,374.4,374.4,1,True
2023-05-12 14:04:00,0.6971,375.24,375.2,375.2,375.2,375.2,1,True
2023-05-12 14:11:00,0.1923,384.8,384.8,384.8,384.8,384.8,1,True
2023-05-12 14:12:00,0.0096,395.2,395.2,395.2,395.2,395.2,1,True
2023-05-12 14:18:00,0.9615,384.8,384.8,384.8,384.8,384.8,1,True
2023-05-12 14:19:00,0.0962,405.6,405.6,405.6,405.6,405.6,1,True
2023-05-12 15:25:00,0.0096,387.28,387.28,387.28,387.28,387.28,1,True
2023-05-12 15:39:00,0.0962,405.6,405.6,405.6,405.6,405.6,1,True
2023-05-12 15:41:00,0.011,370.24,370.24,370.24,370.24,370.24,1,True
2023-05-12 15:50:00,0.0096,383.76,383.76,383.76,383.76,383.76,1,True
2023-05-12 16:04:00,2.4038,374.4,374.4,374.4,374.4,374.4,1,True
2023-05-12 16:32:00,0.3526,369.72,369.76,369.76,369.76,369.76,1,True
2023-05-12 16:58:00,3.5577,365.04,365.04,365.04,365.04,365.04,1,True
2023-05-12 16:59:00,0.4698,383.76,383.76,383.76,383.76,383.76,1,True
2023-05-12 17:01:00,0.2885,373.88,373.88,373.88,373.88,373.88,1,True
2023-05-12 17:43:00,0.9615,379.6,379.6,379.6,379.6,379.6,1,True
2023-05-12 17:47:00,0.0173,383.76,383.76,383.76,383.76,383.76,2,True
2023-05-12 18:37:00,0.9615,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-12 18:40:00,0.0719,327.92,327.92,327.92,327.92,327.92,1,True
2023-05-12 18:46:00,0.6904,348.92,348.92,348.92,348.92,348.92,1,True
2023-05-12 19:08:00,0.0962,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-12 19:28:00,0.36,332.8,332.8,332.8,332.8,332.8,1,True
2023-05-12 19:39:00,8.6682,363.8,360.36,364.0,364.0,360.36,3,True
2023-05-12 19:46:00,1.4423,348.92,348.92,348.92,348.92,348.92,1,True
