t,v,vw,o,c,h,l,n,otc
2023-12-04 14:30:00,11.5769,8.931,10.14,8.32,10.14,8.32,4,True
2023-12-04 14:36:00,3.8462,9.49,9.49,9.49,9.49,9.49,1,True
2023-12-04 14:37:00,7.6923,10.14,10.14,10.14,10.14,10.14,1,True
2023-12-04 14:39:00,19.2308,10.4,10.4,10.4,10.4,10.4,1,True
2023-12-04 14:49:00,13.4615,10.4,10.4,10.4,10.4,10.4,1,True
2023-12-04 15:02:00,8.0769,10.0906,9.75,10.4,10.4,9.75,2,True
2023-12-04 15:14:00,9.8462,10.4,10.4,10.4,10.4,10.4,1,True
2023-12-04 15:18:00,19.2308,9.75,9.75,9.75,9.75,9.75,1,True
2023-12-04 15:22:00,10.5,10.2518,10.14,10.14,10.14,10.14,3,True
2023-12-04 15:24:00,3.8462,10.4,10.4,10.4,10.4,10.4,1,True
2023-12-04 15:27:00,11.5385,9.945,9.945,9.945,9.945,9.945,1,True
2023-12-04 15:33:00,3.8462,9.425,9.425,9.425,9.425,9.425,1,True
2023-12-04 15:57:00,23.0769,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-04 15:58:00,3.8462,10.4,10.4,10.4,10.4,10.4,1,True
2023-12-04 16:33:00,3.8462,9.425,9.425,9.425,9.425,9.425,1,True
2023-12-04 16:39:00,3.8462,9.49,9.49,9.49,9.49,9.49,1,True
2023-12-04 16:52:00,3.8462,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-04 17:21:00,222.8846,9.1,9.1,9.1,9.1,9.1,2,True
2023-12-04 18:04:00,3.8462,8.775,8.775,8.775,8.775,8.775,1,True
2023-12-04 18:35:00,11.5385,9.36,9.36,9.36,9.36,9.36,1,True
2023-12-04 19:18:00,3.8462,8.632,8.632,8.632,8.632,8.632,1,True
2023-12-04 19:38:00,3.8462,8.58,8.58,8.58,8.58,8.58,1,True
2023-12-04 19:43:00,7.6923,9.1,8.84,9.36,9.36,8.84,2,True
2023-12-04 19:58:00,132.8077,9.1,9.1,9.1,9.1,9.1,2,True
2023-12-04 20:00:00,31.0769,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-04 20:37:00,222.8846,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-04 20:38:00,96.1538,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-04 20:42:00,3.8462,8.58,8.58,8.58,8.58,8.58,1,True
2023-12-04 20:44:00,370.8462,9.1,9.1,9.1,9.1,9.1,2,True
2023-12-04 20:53:00,38.4615,8.3512,8.45,8.3278,8.45,8.3278,2,True
2023-12-04 20:55:00,192.3077,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-05 14:30:00,11.5385,8.8426,9.1,8.3278,9.1,8.3278,3,True
2023-12-05 14:41:00,59.1154,9.1,9.1,9.1,9.1,9.1,3,True
2023-12-05 14:45:00,34.6154,8.9466,8.9456,8.9456,8.9456,8.9456,1,True
2023-12-05 15:10:00,38.4615,8.8296,8.8297,8.8297,8.8297,8.8297,1,True
2023-12-05 15:11:00,55.7692,8.3278,8.3278,8.3278,8.3278,8.3278,1,True
2023-12-05 15:37:00,3.8462,8.4812,8.4815,8.4815,8.4815,8.4815,1,True
2023-12-05 15:42:00,6.7308,8.6554,8.71,8.71,8.71,8.71,2,True
