t,v,vw,o,c,h,l,n,otc
2023-12-11 14:30:00,4.3462,6.9992,7.02,7.02,7.02,7.02,3,True
2023-12-11 14:45:00,266.7692,6.7522,6.76,6.734,6.76,6.734,3,True
2023-12-11 14:46:00,28.6154,7.2774,7.2774,7.2774,7.2774,7.2774,1,True
2023-12-11 14:47:00,25.5385,6.5,6.5,6.5,6.5,6.5,2,True
2023-12-11 14:48:00,165.1923,6.565,6.7002,6.5,6.7002,6.5,5,True
2023-12-11 14:49:00,223.0769,6.7288,6.63,7.41,7.41,6.63,3,True
2023-12-11 14:52:00,3.8462,6.955,6.955,6.955,6.955,6.955,1,True
2023-12-11 15:19:00,3.8462,6.76,6.76,6.76,6.76,6.76,1,True
2023-12-11 15:26:00,96.1538,7.2488,7.2475,7.2475,7.2475,7.2475,1,True
2023-12-11 15:27:00,96.1538,7.41,7.41,7.41,7.41,7.41,1,True
2023-12-11 15:32:00,6.5769,7.54,7.54,7.54,7.54,7.54,1,True
2023-12-11 15:41:00,115.3846,7.02,7.02,7.02,7.02,7.02,1,True
2023-12-11 15:56:00,3.8462,7.1006,7.1006,7.1006,7.1006,7.1006,1,True
2023-12-11 15:57:00,3.8462,7.293,7.293,7.293,7.293,7.293,1,True
2023-12-11 16:01:00,38.4615,6.812,6.812,6.812,6.812,6.812,1,True
2023-12-11 16:08:00,3.8462,6.955,6.955,6.955,6.955,6.955,1,True
2023-12-11 16:09:00,10.9231,7.527,7.527,7.527,7.527,7.527,1,True
2023-12-11 16:13:00,140.4615,7.7688,7.527,7.8,7.8,7.527,4,True
2023-12-11 16:42:00,3.8462,7.28,7.28,7.28,7.28,7.28,1,True
2023-12-11 16:45:00,3.8846,7.6648,7.6687,7.6687,7.6687,7.6687,2,True
2023-12-11 17:37:00,3.8462,7.28,7.28,7.28,7.28,7.28,1,True
2023-12-11 17:42:00,96.1538,8.3174,8.3174,8.3174,8.3174,8.3174,2,True
2023-12-11 17:53:00,19.2308,8.3174,8.3174,8.3174,8.3174,8.3174,1,True
2023-12-11 18:13:00,7.6923,8.515,8.5158,8.5158,8.5158,8.5158,1,True
2023-12-11 18:23:00,38.4615,7.1526,7.1526,7.1526,7.1526,7.1526,1,True
2023-12-11 18:31:00,36.5385,7.8338,8.1237,7.8,8.1237,7.8,2,True
2023-12-11 18:34:00,365.3846,7.1552,7.15,7.1578,7.1578,7.15,3,True
2023-12-11 18:44:00,3.8462,8.073,8.073,8.073,8.073,8.073,1,True
2023-12-11 18:50:00,38.4615,7.306,7.306,7.306,7.306,7.306,1,True
2023-12-11 19:06:00,3.8462,7.098,7.098,7.098,7.098,7.098,1,True
2023-12-11 19:22:00,815.5,8.671,8.84,7.28,9.1,7.28,8,True
2023-12-11 19:23:00,6.7308,8.6346,8.58,8.58,8.58,8.58,2,True
2023-12-11 19:46:00,96.1538,7.54,7.54,7.54,7.54,7.54,1,True
2023-12-11 20:39:00,365.3846,7.1552,7.1553,7.1553,7.1553,7.1553,1,True
2023-12-11 20:48:00,38.4615,7.15,7.15,7.15,7.15,7.15,1,True
2023-12-11 20:53:00,3.8462,7.15,7.15,7.15,7.15,7.15,1,True
2023-12-11 20:55:00,3.8462,7.15,7.15,7.15,7.15,7.15,1,True
2023-12-11 20:57:00,15.3846,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-12 15:15:00,3.8462,8.099,8.099,8.099,8.099,8.099,1,True
2023-12-12 15:46:00,3.8462,9.1,9.1,9.1,9.1,9.1,1,True
2023-12-12 16:09:00,80.7692,9.0532,8.099,9.1,9.1,8.099,3,True
2023-12-12 16:35:00,3.8462,8.099,8.099,8.099,8.099,8.099,1,True
2023-12-12 17:36:00,3.8462,7.098,7.098,7.098,7.098,7.098,1,True
2023-12-12 17:54:00,7.6923,7.397,7.098,7.6986,7.6986,7.098,2,True
2023-12-12 18:24:00,11.5385,8.58,8.58,8.58,8.58,8.58,1,True
2023-12-12 18:47:00,76.4615,8.32,8.32,8.32,8.32,8.32,2,True
2023-12-12 18:48:00,54.0385,8.32,8.32,8.32,8.32,8.32,1,True
2023-12-12 18:52:00,3.8462,8.385,8.385,8.385,8.385,8.385,1,True
2023-12-12 19:08:00,100.0,7.8,7.8,7.8,7.8,7.8,3,True
2023-12-12 19:18:00,3.8462,7.735,7.735,7.735,7.735,7.735,1,True
2023-12-12 19:23:00,3.8462,7.8,7.8,7.8,7.8,7.8,1,True
2023-12-12 20:37:00,3.8462,7.8,7.8,7.8,7.8,7.8,1,True
2023-12-12 20:57:00,3.8462,8.19,8.19,8.19,8.19,8.19,1,True
2023-12-13 14:30:00,35.5,8.1328,7.8,9.1,9.1,7.2865,3,True
2023-12-13 14:37:00,3.8462,7.8,7.8,7.8,7.8,7.8,1,True
2023-12-13 14:41:00,3.8462,7.735,7.735,7.735,7.735,7.735,1,True
2023-12-13 14:42:00,5.7692,8.4942,8.19,8.19,8.19,8.19,2,True
2023-12-13 15:36:00,3.8462,7.8,7.8,7.8,7.8,7.8,1,True
2023-12-13 15:48:00,3.8462,7.54,7.54,7.54,7.54,7.54,1,True
2023-12-13 15:49:00,3.8462,8.19,8.19,8.19,8.19,8.19,1,True
2023-12-13 15:55:00,3.8462,8.19,8.19,8.19,8.19,8.19,1,True
2023-12-13 16:08:00,3.8462,8.19,8.19,8.19,8.19,8.19,1,True
2023-12-13 16:23:00,3.8462,7.8,7.8,7.8,7.8,7.8,1,True
2023-12-13 16:25:00,3.8462,7.54,7.54,7.54,7.54,7.54,1,True
2023-12-13 17:02:00,526.9231,7.2904,7.54,8.32,8.32,7.28,6,True
2023-12-13 17:03:00,61.3462,8.0938,8.06,8.32,8.32,8.06,3,True
2023-12-13 17:07:00,3.8462,7.8,7.8,7.8,7.8,7.8,1,True
2023-12-13 17:10:00,147.1538,7.8,7.8,7.8,7.8,7.8,2,True
2023-12-13 17:17:00,3.8462,8.32,8.32,8.32,8.32,8.32,1,True
2023-12-13 17:31:00,2000.0,7.163,7.15,7.28,7.28,7.15,3,True
2023-12-13 17:43:00,3.8462,7.54,7.54,7.54,7.54,7.54,1,True
