t,v,vw,o,c,h,l,n,otc
2023-11-01 13:36:00,7.6923,21.84,21.84,21.84,21.84,21.84,1,True
2023-11-01 13:45:00,35.0,19.5,19.5,19.5,19.5,19.5,1,True
2023-11-01 13:54:00,4.3846,21.45,21.45,21.45,21.45,21.45,1,True
2023-11-01 13:58:00,76.9231,21.84,21.84,21.84,21.84,21.84,2,True
2023-11-01 14:04:00,3.8462,21.84,21.84,21.84,21.84,21.84,1,True
2023-11-01 14:18:00,115.3846,21.84,21.84,21.84,21.84,21.84,3,True
2023-11-01 14:20:00,38.4615,21.84,21.84,21.84,21.84,21.84,1,True
2023-11-01 14:24:00,3.8462,21.84,21.84,21.84,21.84,21.84,1,True
2023-11-01 14:28:00,45.9615,22.1,22.1,22.1,22.1,22.1,2,True
2023-11-01 14:45:00,21.2692,21.58,21.58,21.58,21.58,21.58,1,True
2023-11-01 15:00:00,14.6154,21.58,21.58,21.58,21.58,21.58,1,True
2023-11-01 15:08:00,6.2308,21.58,21.58,21.58,21.58,21.58,1,True
2023-11-01 15:39:00,3.8462,21.32,21.32,21.32,21.32,21.32,1,True
2023-11-01 16:07:00,3.8462,21.32,21.32,21.32,21.32,21.32,1,True
2023-11-01 16:35:00,153.8462,21.06,21.06,21.06,21.06,21.06,1,True
2023-11-01 17:54:00,4.2308,21.84,21.84,21.84,21.84,21.84,1,True
2023-11-01 19:23:00,7.6923,20.7714,20.5049,21.0389,21.0389,20.5049,2,True
2023-11-01 19:29:00,5.1154,20.1474,20.4698,20.4698,20.4698,20.4698,3,True
2023-11-01 19:48:00,7.6923,20.5062,19.175,21.84,21.84,19.175,2,True
2023-11-02 13:30:00,3.8846,20.2774,20.28,20.28,20.28,20.28,2,True
2023-11-02 13:36:00,5.1154,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-02 13:47:00,3.8462,20.54,20.54,20.54,20.54,20.54,1,True
2023-11-02 14:04:00,3.8462,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-02 14:16:00,3.8462,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-02 14:40:00,3.8462,20.41,20.41,20.41,20.41,20.41,1,True
2023-11-02 15:18:00,6.3462,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-02 15:40:00,3.8462,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-02 17:09:00,38.4615,20.67,20.67,20.67,20.67,20.67,1,True
2023-11-02 18:18:00,3.8462,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-02 18:51:00,3.8462,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-02 18:56:00,3.8462,20.8,20.8,20.8,20.8,20.8,1,True
2023-11-02 19:55:00,3.8462,20.28,20.28,20.28,20.28,20.28,1,True
2023-11-03 13:30:00,5.7692,19.1984,19.1776,19.1776,19.1776,19.1776,2,True
2023-11-03 13:39:00,3.8462,19.89,19.89,19.89,19.89,19.89,1,True
2023-11-03 14:08:00,34.8077,19.1776,19.1776,19.1776,19.1776,19.1776,1,True
2023-11-03 14:11:00,36.7692,19.175,19.175,19.175,19.175,19.175,1,True
2023-11-03 14:23:00,3.8462,19.2426,19.242,19.242,19.242,19.242,1,True
2023-11-03 14:48:00,3.8462,18.7226,18.7226,18.7226,18.7226,18.7226,1,True
2023-11-03 15:16:00,9.0769,19.5,19.5,19.5,19.5,19.5,3,True
2023-11-03 15:48:00,3.8462,18.7252,18.7239,18.7239,18.7239,18.7239,1,True
2023-11-03 16:10:00,3.8462,18.7252,18.7252,18.7252,18.7252,18.7252,1,True
2023-11-03 16:15:00,3.8462,18.7252,18.7239,18.7239,18.7239,18.7239,1,True
2023-11-03 17:01:00,6.6154,19.1776,19.1776,19.1776,19.1776,19.1776,1,True
2023-11-03 17:33:00,33.6538,17.498,17.498,17.498,17.498,17.498,2,True
2023-11-03 17:39:00,3.8462,18.72,18.72,18.72,18.72,18.72,1,True
2023-11-03 17:50:00,48.3846,19.24,19.24,19.24,19.24,19.24,2,True
2023-11-03 18:08:00,9.3077,18.98,18.9787,18.9787,18.9787,18.9787,1,True
2023-11-03 18:12:00,15.3846,18.7044,18.98,18.2468,18.98,18.2468,2,True
2023-11-03 18:48:00,3.8462,17.5318,17.5318,17.5318,17.5318,17.5318,1,True
2023-11-03 18:57:00,3.8462,17.8932,17.8939,17.8939,17.8939,17.8939,1,True
2023-11-03 19:17:00,3.8462,18.2,18.2013,18.2013,18.2013,18.2013,1,True
2023-11-03 19:18:00,31.9231,18.2,18.2,18.2,18.2,18.2,3,True
2023-11-03 19:22:00,48.0769,18.161,18.005,18.2,18.2,18.005,3,True
2023-11-03 19:40:00,15.3846,18.2,18.2,18.2,18.2,18.2,1,True
2023-11-03 19:59:00,58.4615,18.0752,18.2,17.68,18.2,17.68,3,True
2023-11-06 14:30:00,18.0,17.4694,17.4226,17.4226,17.55,17.4226,5,True
2023-11-06 14:41:00,80.8077,18.07,18.2,18.005,18.2,18.005,5,True
2023-11-06 14:42:00,38.4615,17.7476,17.42,18.2,18.2,17.42,2,True
2023-11-06 14:47:00,57.6923,17.81,18.2,17.42,18.2,17.42,2,True
2023-11-06 14:58:00,5.0,17.6202,17.68,17.68,17.68,17.68,2,True
2023-11-06 15:08:00,3.8462,17.68,17.68,17.68,17.68,17.68,1,True
2023-11-06 15:12:00,3.8462,17.68,17.68,17.68,17.68,17.68,1,True
2023-11-06 15:47:00,3.8462,17.68,17.68,17.68,17.68,17.68,1,True
2023-11-06 16:20:00,3.8462,17.68,17.68,17.68,17.68,17.68,1,True
2023-11-06 16:32:00,5.0,17.68,17.68,17.68,17.68,17.68,2,True
2023-11-06 17:04:00,21.0385,17.68,17.68,17.68,17.68,17.68,1,True
