t,v,vw,o,c,h,l,n,otc
2023-11-27 14:30:00,207.8462,7.7974,7.8,7.7974,7.8,7.7974,7,True
2023-11-27 14:32:00,85.7692,7.6232,7.5407,7.8,7.8,7.5407,2,True
2023-11-27 14:45:00,76.9231,7.7948,7.67,7.8,7.8,7.67,3,True
2023-11-27 14:56:00,4.0,7.67,7.67,7.67,7.67,7.67,2,True
2023-11-27 15:00:00,420.3077,7.54,7.67,7.54,7.67,7.54,2,True
2023-11-27 15:05:00,126.9231,6.7626,6.7626,6.7626,6.7626,6.7626,1,True
2023-11-27 15:06:00,170.0769,6.7626,6.7626,6.7626,6.7626,6.7626,1,True
2023-11-27 15:09:00,3.8462,6.76,6.76,6.76,6.76,6.76,1,True
2023-11-27 15:11:00,3.8462,7.2774,7.2787,7.2787,7.2787,7.2787,1,True
2023-11-27 15:19:00,3.8462,7.2774,7.2787,7.2787,7.2787,7.2787,1,True
2023-11-27 15:41:00,196.2692,6.6924,6.76,6.5,6.76,6.5,4,True
2023-11-27 15:56:00,19.2308,7.7974,7.7974,7.7974,7.7974,7.7974,1,True
2023-11-27 16:03:00,3.8462,6.76,6.76,6.76,6.76,6.76,1,True
2023-11-27 16:09:00,16.7692,7.5088,7.1162,7.7324,7.7324,7.1162,3,True
2023-11-27 16:11:00,7.6923,7.4256,7.4243,7.4243,7.4243,7.4243,1,True
2023-11-27 16:17:00,7.6923,6.6222,6.7465,6.5,6.7465,6.5,2,True
2023-11-27 16:52:00,6.7308,6.5884,6.656,6.656,6.656,6.656,2,True
2023-11-27 17:12:00,153.8462,6.76,6.76,6.76,6.76,6.76,1,True
2023-11-27 17:15:00,334.6154,6.5,6.5,6.5,6.5,6.5,1,True
2023-11-27 17:27:00,3.8462,6.8926,6.8923,6.8923,6.8923,6.8923,1,True
2023-11-27 17:29:00,3.8462,6.006,6.006,6.006,6.006,6.006,1,True
2023-11-27 17:31:00,78.4615,6.0294,6.6339,5.9878,6.6339,5.9878,3,True
2023-11-27 17:32:00,57.6923,5.9878,5.9878,5.9878,5.9878,5.9878,1,True
2023-11-27 17:37:00,153.8462,6.76,6.76,6.76,6.76,6.76,1,True
2023-11-27 17:41:00,376.9231,6.7366,6.63,6.89,6.89,6.6235,6,True
2023-11-27 17:43:00,5.7692,6.6196,6.6183,6.6183,6.6183,6.6183,2,True
