t,v,vw,o,c,h,l,n,otc
2023-06-12 13:30:00,1.9391,242.2,242.32,223.6,242.32,223.6,3,True
2023-06-12 13:37:00,0.0962,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 13:38:00,0.0288,223.6,223.6,223.6,223.6,223.6,1,True
2023-06-12 14:03:00,4.8077,234.0,234.0,234.0,234.0,234.0,1,True
2023-06-12 14:04:00,3.8462,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 14:05:00,0.8654,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 14:16:00,0.0223,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-12 14:19:00,0.0639,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-12 14:40:00,0.1923,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-12 14:44:00,0.1283,228.8,228.8,228.8,228.8,228.8,1,True
2023-06-12 14:54:00,0.0129,244.4,244.4,244.4,244.4,244.4,1,True
2023-06-12 15:01:00,36.3954,224.24,228.8,223.6,228.8,223.6,3,True
2023-06-12 15:02:00,0.2404,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 15:03:00,0.0096,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 15:09:00,4.8077,234.0,234.0,234.0,234.0,234.0,1,True
2023-06-12 15:15:00,4.8077,223.6,223.6,223.6,223.6,223.6,1,True
2023-06-12 15:20:00,0.0288,231.4,231.4,231.4,231.4,231.4,1,True
2023-06-12 15:36:00,0.2052,223.6,223.6,223.6,223.6,223.6,1,True
2023-06-12 16:12:00,4.7692,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 16:13:00,0.3365,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 16:46:00,0.0096,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 16:47:00,0.5407,270.4,270.4,270.4,270.4,270.4,1,True
2023-06-12 16:48:00,0.9385,270.4,270.4,270.4,270.4,270.4,1,True
2023-06-12 16:49:00,0.2058,270.4,270.4,270.4,270.4,270.4,1,True
2023-06-12 16:51:00,1.3462,259.28,254.8,270.4,270.4,254.8,2,True
2023-06-12 16:54:00,1.1923,261.44,241.28,241.28,266.24,241.28,4,True
2023-06-12 17:07:00,0.9615,270.4,270.4,270.4,270.4,270.4,1,True
2023-06-12 18:26:00,0.9615,255.0,255.0,255.0,255.0,255.0,1,True
2023-06-12 18:29:00,0.0096,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 18:57:00,0.0129,248.56,248.56,248.56,248.56,248.56,1,True
2023-06-12 19:02:00,0.1215,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-12 19:04:00,0.0288,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-12 19:24:00,0.1794,244.4,244.4,244.4,244.4,244.4,1,True
2023-06-12 19:25:00,0.0962,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-12 19:44:00,7.0096,239.4,239.2,234.52,241.08,234.52,7,True
2023-06-12 19:55:00,2.4038,234.0,234.0,234.0,234.0,234.0,1,True
2023-06-12 19:56:00,1.6538,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-12 19:58:00,23.9702,257.92,255.96,223.6,269.36,223.6,7,True
2023-06-12 19:59:00,3.7981,265.52,269.36,270.4,270.4,261.04,3,True
2023-06-13 13:30:00,1.9327,270.2,270.4,223.6,270.4,223.6,4,True
2023-06-13 13:32:00,4.8077,223.6,223.6,223.6,223.6,223.6,1,True
2023-06-13 13:36:00,9.9602,225.8,226.72,223.6,229.84,223.6,5,True
2023-06-13 13:43:00,6.0096,246.08,239.2,254.8,254.8,239.2,3,True
2023-06-13 13:59:00,1.1538,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-13 14:01:00,9.6154,244.4,249.6,239.2,249.6,239.2,6,True
2023-06-13 14:02:00,2.1635,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-13 14:03:00,0.4955,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-13 14:07:00,0.0129,288.6,288.6,288.6,288.6,288.6,1,True
2023-06-13 14:34:00,0.3221,296.4,296.4,296.4,296.4,296.4,1,True
2023-06-13 14:36:00,3.6058,301.6,301.6,301.6,301.6,301.6,1,True
2023-06-13 14:37:00,3.935,301.8,301.6,306.28,306.28,301.6,3,True
2023-06-13 14:56:00,3.3654,308.24,306.28,310.96,310.96,306.28,3,True
2023-06-13 15:00:00,0.0962,310.96,310.96,310.96,310.96,310.96,1,True
2023-06-13 15:01:00,0.4327,309.08,309.08,309.08,309.08,309.08,1,True
2023-06-13 15:13:00,3.2645,310.84,310.96,310.96,310.96,306.16,6,True
2023-06-13 15:14:00,2.8846,311.48,310.96,311.48,312.0,310.96,3,True
2023-06-13 15:20:00,2.4038,310.04,310.96,301.6,310.96,301.6,2,True
2023-06-13 15:28:00,2.0018,301.6,301.6,301.6,301.6,301.6,1,True
2023-06-13 15:29:00,1.9712,306.92,309.4,306.8,309.4,306.8,2,True
2023-06-13 15:45:00,2.8846,287.36,291.2,283.4,291.2,283.4,2,True
2023-06-13 15:56:00,0.9615,291.2,291.2,291.2,291.2,291.2,1,True
2023-06-13 16:03:00,0.0128,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-13 16:04:00,0.1922,291.2,291.2,291.2,291.2,291.2,2,True
2023-06-13 16:34:00,0.0192,283.4,283.4,283.4,283.4,283.4,1,True
2023-06-13 16:35:00,0.0115,283.4,283.4,283.4,283.4,283.4,1,True
2023-06-13 16:55:00,0.0129,278.72,278.72,278.72,278.72,278.72,1,True
2023-06-13 17:03:00,0.0096,283.4,283.4,283.4,283.4,283.4,1,True
2023-06-13 17:09:00,1.9231,291.2,291.2,291.2,291.2,291.2,1,True
2023-06-13 17:31:00,0.0096,277.68,277.68,277.68,277.68,277.68,1,True
2023-06-13 17:44:00,0.0129,283.4,283.4,283.4,283.4,283.4,1,True
2023-06-13 17:54:00,0.1283,281.84,282.88,280.8,282.88,280.8,2,True
2023-06-13 17:57:00,1.2864,291.2,291.2,291.2,291.2,291.2,2,True
2023-06-13 18:00:00,8.8097,291.2,291.2,291.2,291.2,291.2,1,True
2023-06-13 18:05:00,3.3301,279.12,280.8,267.8,280.8,267.8,3,True
2023-06-13 18:13:00,0.0257,267.68,267.68,267.68,267.68,267.68,1,True
2023-06-13 18:26:00,0.3846,260.0,260.0,260.0,260.0,260.0,1,True
2023-06-13 18:38:00,0.0096,267.68,267.68,267.68,267.68,267.68,1,True
2023-06-13 18:57:00,0.9615,271.76,267.8,275.6,275.6,267.8,2,True
2023-06-13 19:11:00,1.0257,260.0,260.0,260.0,260.0,260.0,1,True
2023-06-13 19:44:00,18.4251,286.64,286.6,286.6,286.6,286.6,1,True
2023-06-13 19:54:00,0.2404,295.36,295.36,295.36,295.36,295.36,1,True
2023-06-13 19:56:00,0.9615,280.8,280.8,280.8,280.8,280.8,1,True
2023-06-14 13:32:00,0.0962,295.36,295.36,295.36,295.36,295.36,1,True
2023-06-14 13:43:00,0.0288,294.32,294.32,294.32,294.32,294.32,1,True
2023-06-14 13:53:00,0.9615,293.28,293.28,293.28,293.28,293.28,1,True
2023-06-14 13:57:00,8.6538,292.64,294.32,291.0,294.32,291.0,2,True
2023-06-14 13:59:00,0.5288,293.8,278.2,295.36,295.36,278.2,2,True
2023-06-14 14:00:00,0.5309,278.2,278.2,278.2,278.2,278.2,1,True
2023-06-14 14:11:00,9.5577,281.44,280.8,287.04,287.04,280.8,3,True
2023-06-14 14:12:00,4.0096,223.6,223.6,223.6,223.6,223.6,4,True
2023-06-14 14:13:00,5.5711,223.08,223.6,222.56,224.64,222.56,4,True
2023-06-14 14:19:00,0.9615,238.16,238.16,238.16,238.16,238.16,1,True
2023-06-14 14:32:00,1.3393,253.88,240.76,258.96,258.96,240.76,2,True
2023-06-14 15:02:00,0.0129,241.28,241.28,241.28,241.28,241.28,1,True
2023-06-14 15:07:00,0.0513,223.6,223.6,223.6,223.6,223.6,1,True
2023-06-14 15:26:00,0.0212,230.68,230.68,230.68,230.68,230.68,1,True
2023-06-14 15:55:00,0.2058,239.0,228.8,239.72,239.72,228.8,2,True
2023-06-14 15:57:00,0.9615,244.4,244.4,244.4,244.4,244.4,1,True
2023-06-14 16:09:00,0.0096,246.48,246.48,246.48,246.48,246.48,1,True
2023-06-14 16:19:00,0.0513,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-14 16:39:00,1.1442,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-14 16:40:00,0.2981,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-14 17:04:00,0.9615,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-14 17:15:00,0.0449,247.0,247.0,247.0,247.0,247.0,1,True
2023-06-14 17:28:00,0.2692,249.08,249.08,249.08,249.08,249.08,1,True
2023-06-14 17:57:00,0.1437,246.8,247.0,246.48,247.0,246.48,2,True
2023-06-14 18:02:00,0.0673,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-14 18:52:00,2.8173,244.4,244.4,244.4,244.4,244.4,1,True
2023-06-14 19:04:00,0.2233,260.0,260.0,260.0,260.0,260.0,1,True
2023-06-14 19:17:00,0.0129,237.0,237.0,237.0,237.0,237.0,1,True
2023-06-14 19:39:00,5.2846,236.2,237.12,226.72,237.12,226.72,2,True
2023-06-14 19:48:00,0.4808,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-14 19:50:00,30.5769,239.52,244.68,223.6,244.68,223.6,5,True
2023-06-14 19:51:00,0.2981,236.08,236.08,236.08,236.08,236.08,1,True
2023-06-14 19:55:00,0.9615,249.6,249.6,249.6,249.6,249.6,1,True
2023-06-14 19:56:00,9.6154,212.28,222.56,208.0,222.56,208.0,3,True
2023-06-14 19:58:00,0.1923,228.8,228.8,228.8,228.8,228.8,1,True
2023-06-15 13:30:00,0.0577,220.8,228.8,218.4,228.8,218.4,12,True
2023-06-15 13:31:00,0.0291,237.12,232.96,239.2,239.2,232.96,3,True
2023-06-15 13:34:00,4.8077,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-15 13:35:00,0.0096,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-15 13:36:00,0.0673,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-15 13:50:00,0.0194,236.08,232.96,239.2,239.2,232.96,2,True
2023-06-15 13:51:00,0.0292,235.04,232.96,232.96,239.2,232.96,4,True
2023-06-15 13:52:00,0.0291,232.96,232.96,232.96,232.96,232.96,3,True
2023-06-15 13:53:00,0.0194,236.08,232.96,239.2,239.2,232.96,2,True
2023-06-15 13:54:00,0.0097,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-15 13:55:00,0.0097,239.2,239.2,239.2,239.2,239.2,1,True
2023-06-15 13:59:00,0.0097,234.0,234.0,234.0,234.0,234.0,1,True
2023-06-15 14:00:00,0.0097,234.0,234.0,234.0,234.0,234.0,1,True
2023-06-15 14:10:00,0.0096,236.6,236.6,236.6,236.6,236.6,1,True
2023-06-15 14:11:00,0.0096,236.6,236.6,236.6,236.6,236.6,1,True
2023-06-15 14:12:00,0.0096,236.48,236.48,236.48,236.48,236.48,1,True
