t,v,vw,o,c,h,l,n,otc
2023-09-22 13:30:00,7.7308,30.68,30.68,30.68,30.68,30.68,3,True
2023-09-22 14:16:00,3.8462,29.9,29.9,29.9,29.9,29.9,1,True
2023-09-22 14:22:00,20.3846,28.6,28.6,28.6,28.6,28.6,1,True
2023-09-22 15:08:00,73.0769,30.667,30.94,29.64,30.94,29.64,10,True
2023-09-22 15:09:00,38.0769,30.94,30.94,30.94,30.94,30.94,6,True
2023-09-22 15:10:00,65.7692,30.94,30.94,30.94,30.94,30.94,1,True
2023-09-22 15:33:00,23.0769,30.03,30.03,30.03,30.03,30.03,1,True
2023-09-22 15:35:00,3.8462,30.03,30.03,30.03,30.03,30.03,1,True
2023-09-22 15:59:00,3.8462,29.484,29.484,29.484,29.484,29.484,1,True
2023-09-22 17:02:00,3.8462,30.03,30.03,30.03,30.03,30.03,1,True
2023-09-22 17:34:00,3.8462,29.211,29.211,29.211,29.211,29.211,1,True
2023-09-22 17:57:00,3.8462,29.12,29.12,29.12,29.12,29.12,1,True
2023-09-22 18:04:00,3.8462,29.38,29.38,29.38,29.38,29.38,1,True
2023-09-22 18:21:00,15.3846,30.628,30.628,30.628,30.628,30.628,1,True
2023-09-22 19:22:00,3.8462,30.42,30.42,30.42,30.42,30.42,1,True
2023-09-25 13:30:00,10.2692,29.9,29.9,29.9,29.9,29.9,3,True
2023-09-25 13:33:00,3.8462,30.29,30.29,30.29,30.29,30.29,1,True
2023-09-25 13:37:00,3.8462,30.29,30.29,30.29,30.29,30.29,1,True
2023-09-25 13:50:00,3.8462,29.9,29.9,29.9,29.9,29.9,1,True
2023-09-25 14:03:00,3.8462,30.29,30.29,30.29,30.29,30.29,1,True
2023-09-25 15:11:00,3.8462,29.9,29.9,29.9,29.9,29.9,1,True
2023-09-25 16:20:00,3.8462,29.38,29.38,29.38,29.38,29.38,1,True
2023-09-25 17:07:00,3.8462,29.38,29.38,29.38,29.38,29.38,1,True
2023-09-25 17:16:00,19.0769,28.912,28.912,28.912,28.912,28.912,1,True
2023-09-25 17:21:00,3.8846,28.8652,28.86,28.86,28.86,28.86,2,True
2023-09-25 17:22:00,38.4615,28.6,28.6,28.6,28.6,28.6,1,True
2023-09-25 17:41:00,3.8462,28.808,28.808,28.808,28.808,28.808,1,True
2023-09-25 18:25:00,3.8462,28.86,28.86,28.86,28.86,28.86,1,True
2023-09-25 18:39:00,3.8462,28.99,28.99,28.99,28.99,28.99,1,True
2023-09-25 19:11:00,13.3077,28.7092,28.86,28.6,28.86,28.6,3,True
2023-09-25 19:16:00,23.4615,28.6,28.6,28.6,28.6,28.6,1,True
2023-09-25 19:27:00,6.9231,28.47,28.47,28.47,28.47,28.47,2,True
2023-09-25 19:36:00,27.8462,28.197,28.34,27.82,28.405,27.82,4,True
2023-09-25 19:59:00,7.6923,28.21,28.21,28.21,28.21,28.21,1,True
2023-09-26 13:30:00,11.5769,28.08,27.82,28.6,28.6,27.82,4,True
2023-09-26 13:32:00,42.3077,28.743,29.12,28.6,29.12,28.6,5,True
2023-09-26 13:33:00,3.8462,29.12,29.12,29.12,29.12,29.12,1,True
2023-09-26 13:34:00,3.8462,28.47,28.47,28.47,28.47,28.47,1,True
2023-09-26 13:35:00,3.8462,28.47,28.47,28.47,28.47,28.47,1,True
2023-09-26 14:12:00,43.1923,27.9578,28.08,27.82,28.08,27.82,3,True
2023-09-26 14:13:00,3.8462,27.82,27.82,27.82,27.82,27.82,1,True
2023-09-26 14:17:00,11.5385,27.82,27.82,27.82,27.82,27.82,2,True
2023-09-26 14:22:00,7.6923,27.378,27.456,27.3,27.456,27.3,2,True
2023-09-26 14:35:00,3.8462,27.43,27.43,27.43,27.43,27.43,1,True
2023-09-26 14:38:00,3.8462,27.404,27.404,27.404,27.404,27.404,1,True
2023-09-26 16:01:00,15.3846,27.82,27.82,27.82,27.82,27.82,2,True
2023-09-26 17:17:00,140.3846,27.8148,27.8148,27.8148,27.8148,27.8148,1,True
2023-09-26 17:21:00,6.9231,27.7966,27.82,27.82,27.82,27.82,2,True
2023-09-26 17:25:00,3.8462,27.56,27.56,27.56,27.56,27.56,1,True
2023-09-26 18:04:00,16.2308,27.82,27.82,27.82,27.82,27.82,2,True
2023-09-26 18:21:00,3.8462,27.82,27.82,27.82,27.82,27.82,1,True
2023-09-26 18:24:00,3.8846,29.107,29.12,29.12,29.12,29.12,2,True
2023-09-26 18:59:00,50.0,28.912,28.912,28.912,28.912,28.912,1,True
2023-09-26 19:00:00,38.4615,29.12,29.12,29.12,29.12,29.12,1,True
2023-09-26 19:23:00,5.9615,29.12,29.12,29.12,29.12,29.12,2,True
2023-09-26 19:30:00,3.8462,28.08,28.08,28.08,28.08,28.08,1,True
2023-09-26 19:46:00,3.8462,28.34,28.34,28.34,28.34,28.34,1,True
2023-09-27 13:30:00,5.4615,27.3,27.3,27.3,27.3,27.3,2,True
2023-09-27 13:52:00,15.3846,28.6,28.6,28.6,28.6,28.6,1,True
2023-09-27 13:56:00,3.8462,27.95,27.95,27.95,27.95,27.95,1,True
2023-09-27 14:17:00,3.8462,27.625,27.625,27.625,27.625,27.625,1,True
2023-09-27 14:28:00,3.8462,27.95,27.95,27.95,27.95,27.95,1,True
2023-09-27 15:40:00,3.8462,27.95,27.95,27.95,27.95,27.95,1,True
2023-09-27 16:25:00,38.4615,27.3,27.3,27.3,27.3,27.3,1,True
2023-09-27 18:17:00,3.8462,27.69,27.69,27.69,27.69,27.69,1,True
2023-09-27 18:19:00,3.8846,27.69,27.69,27.69,27.69,27.69,2,True
2023-09-27 18:58:00,37.1154,27.3,27.3,27.3,27.3,27.3,4,True
2023-09-27 19:21:00,7.6923,26.91,27.3,26.52,27.3,26.52,2,True
2023-09-27 19:33:00,7.6923,26.91,27.3,26.52,27.3,26.52,2,True
2023-09-27 19:58:00,3.8462,26.52,26.52,26.52,26.52,26.52,1,True
2023-09-28 13:30:00,35.4615,26.8346,26.78,26.78,26.78,26.78,11,True
2023-09-28 13:36:00,3.8462,26.91,26.91,26.91,26.91,26.91,1,True
2023-09-28 14:01:00,7.6923,27.3,27.3,27.3,27.3,27.3,2,True
2023-09-28 14:10:00,19.2308,27.248,27.248,27.248,27.248,27.248,1,True
