t,v,vw,o,c,h,l,n,otc
2023-11-17 14:30:00,3.8462,12.87,12.87,12.87,12.87,12.87,1,True
2023-11-17 14:33:00,7.6923,13.325,13.6487,13.0,13.6487,13.0,2,True
2023-11-17 14:41:00,151.8846,13.0,13.0,13.0,13.0,13.0,1,True
2023-11-17 14:44:00,25.0,13.0182,13.0,13.0,13.0,13.0,4,True
2023-11-17 14:45:00,15.3846,13.0,13.0,13.0,13.0,13.0,1,True
2023-11-17 14:51:00,123.0385,12.8726,12.935,12.87,12.935,12.87,2,True
2023-11-17 14:55:00,196.1538,13.0,13.0,13.0,13.0,13.0,4,True
2023-11-17 15:32:00,3.8462,13.3978,13.3965,13.3965,13.3965,13.3965,1,True
2023-11-17 15:59:00,3.8462,12.506,12.506,12.506,12.506,12.506,1,True
2023-11-17 16:13:00,134.6154,14.014,14.027,14.027,14.027,14.027,2,True
2023-11-17 17:03:00,7.6923,12.818,12.8955,12.74,12.8955,12.74,2,True
2023-11-17 17:35:00,3.8462,13.5174,13.5174,13.5174,13.5174,13.5174,1,True
2023-11-17 17:53:00,3.8846,12.74,12.74,12.74,12.74,12.74,2,True
2023-11-17 17:54:00,3.8462,13.13,13.1287,13.1287,13.1287,13.1287,1,True
2023-11-17 17:56:00,22.3077,12.9558,12.74,13.0,13.0,12.74,2,True
2023-11-17 17:57:00,3.8462,13.2444,13.2453,13.2453,13.2453,13.2453,1,True
2023-11-17 17:58:00,3.8462,12.74,12.74,12.74,12.74,12.74,1,True
2023-11-17 18:29:00,7.6923,13.1014,13.1022,13.1022,13.1022,13.1022,1,True
2023-11-17 18:50:00,19.2308,13.0,13.0,13.0,13.0,13.0,1,True
2023-11-17 19:00:00,107.6154,12.74,12.74,12.74,12.74,12.74,1,True
2023-11-17 19:05:00,5.3846,12.506,12.506,12.506,12.506,12.506,1,True
2023-11-17 19:32:00,7.6923,12.9402,12.8817,13.0,13.0,12.8817,2,True
2023-11-17 19:40:00,38.4615,12.9948,12.9944,12.9944,12.9944,12.9944,1,True
2023-11-17 20:46:00,38.4615,12.753,12.753,12.753,12.753,12.753,1,True
2023-11-17 20:51:00,192.3077,12.428,12.35,12.506,12.506,12.35,2,True
2023-11-17 20:59:00,26.9231,13.7774,13.7774,13.7774,13.7774,13.7774,1,True
2023-11-20 14:33:00,38.4615,12.649,12.35,13.754,13.754,12.35,2,True
2023-11-20 14:46:00,294.4231,11.739,12.6217,11.726,12.6217,11.726,4,True
2023-11-20 15:08:00,3.8462,13.39,13.39,13.39,13.39,13.39,1,True
2023-11-20 15:28:00,3.8462,12.61,12.61,12.61,12.61,12.61,1,True
2023-11-20 15:43:00,3.8462,12.35,12.35,12.35,12.35,12.35,1,True
2023-11-20 15:59:00,73.0769,12.09,12.09,12.09,12.09,12.09,1,True
2023-11-20 16:00:00,35.6538,12.48,12.48,12.48,12.48,12.48,1,True
2023-11-20 16:04:00,11.5385,12.48,12.48,12.48,12.48,12.48,1,True
2023-11-20 16:09:00,15.3846,12.48,12.48,12.48,12.48,12.48,1,True
2023-11-20 16:12:00,19.2308,13.0,13.0,13.0,13.0,13.0,1,True
2023-11-20 16:28:00,11.5385,12.4358,12.35,12.48,12.48,12.35,3,True
2023-11-20 16:36:00,78.8462,12.22,12.22,12.22,12.22,12.22,3,True
2023-11-20 17:20:00,12.5,12.22,12.22,12.22,12.22,12.22,1,True
2023-11-20 17:21:00,3.8462,12.09,12.09,12.09,12.09,12.09,1,True
2023-11-20 17:30:00,192.3077,12.155,12.09,12.22,12.22,12.09,2,True
2023-11-20 17:31:00,20.1923,12.22,12.22,12.22,12.22,12.22,2,True
2023-11-20 17:32:00,660.9231,13.1794,13.39,12.74,13.39,12.74,3,True
2023-11-20 17:34:00,519.2308,13.325,13.39,13.39,13.39,13.2275,5,True
2023-11-20 17:35:00,307.6923,13.5044,13.52,13.754,13.754,13.325,4,True
2023-11-20 17:36:00,38.4615,13.754,13.754,13.754,13.754,13.754,1,True
2023-11-20 17:45:00,3.8462,12.74,12.74,12.74,12.74,12.74,1,True
2023-11-20 17:57:00,44.2308,13.4394,12.6087,13.5174,13.5174,12.6087,2,True
2023-11-20 18:39:00,76.9231,13.0,13.0,13.0,13.0,13.0,1,True
2023-11-20 19:22:00,3.8462,12.22,12.22,12.22,12.22,12.22,1,True
2023-11-20 19:23:00,3.8462,13.0,13.0,13.0,13.0,13.0,1,True
2023-11-20 19:29:00,307.6923,11.96,11.96,11.96,11.96,11.96,1,True
2023-11-20 19:38:00,38.4615,13.494,13.494,13.494,13.494,13.494,1,True
2023-11-20 20:16:00,15.3846,13.494,13.494,13.494,13.494,13.494,1,True
2023-11-20 20:18:00,3.8462,11.7,11.7,11.7,11.7,11.7,1,True
2023-11-20 20:19:00,5.2308,12.103,12.103,12.103,12.103,12.103,1,True
2023-11-20 20:24:00,3.8462,11.7,11.7,11.7,11.7,11.7,1,True
2023-11-20 20:28:00,3.8462,12.103,12.103,12.103,12.103,12.103,1,True
2023-11-20 20:36:00,3.8462,12.103,12.103,12.103,12.103,12.103,1,True
2023-11-20 20:56:00,9.6154,12.792,12.09,13.26,13.26,12.09,2,True
2023-11-21 14:30:00,8.2692,11.6324,10.4,12.74,12.74,10.4,5,True
2023-11-21 14:39:00,7.6923,12.974,12.974,12.974,12.974,12.974,1,True
2023-11-21 14:45:00,12.5769,12.74,12.74,12.74,12.74,12.74,2,True
2023-11-21 14:59:00,269.2308,12.74,12.7387,12.74,12.74,12.7387,4,True
2023-11-21 15:45:00,3.8462,11.7,11.7,11.7,11.7,11.7,1,True
2023-11-21 16:19:00,38.4615,11.05,11.05,11.05,11.05,11.05,1,True
2023-11-21 16:38:00,3.8462,11.7,11.7,11.7,11.7,11.7,1,True
2023-11-21 16:48:00,26.9231,12.74,12.74,12.74,12.74,12.74,3,True
2023-11-21 17:09:00,4.6154,12.74,12.74,12.74,12.74,12.74,1,True
2023-11-21 17:26:00,38.4615,11.258,11.96,11.18,11.96,11.18,2,True
2023-11-21 17:45:00,3.8462,11.7,11.7,11.7,11.7,11.7,1,True
2023-11-21 18:40:00,3.8462,11.18,11.18,11.18,11.18,11.18,1,True
2023-11-21 18:56:00,76.9231,11.648,11.648,11.648,11.648,11.648,1,True
2023-11-21 19:09:00,3.8462,12.74,12.74,12.74,12.74,12.74,1,True
2023-11-21 19:52:00,53.8462,12.272,12.272,12.272,12.272,12.272,1,True
2023-11-21 20:19:00,11.5385,12.74,12.74,12.74,12.74,12.74,1,True
2023-11-21 20:24:00,153.0769,11.96,11.96,11.96,11.96,11.96,2,True
2023-11-21 20:25:00,43.0769,11.18,11.18,11.18,11.18,11.18,1,True
2023-11-21 20:31:00,8.1154,11.7,11.7,11.7,11.7,11.7,3,True
2023-11-21 20:35:00,11.5385,11.44,11.44,11.44,11.44,11.44,1,True
2023-11-21 20:43:00,23.0769,11.44,11.44,11.44,11.44,11.44,1,True
2023-11-21 20:47:00,186.8462,10.426,10.426,10.426,10.426,10.426,2,True
2023-11-22 14:36:00,42.7692,11.7,11.7,11.7,11.7,11.7,1,True
2023-11-22 15:00:00,51.9231,11.661,11.7,11.7,11.7,11.18,4,True
2023-11-22 15:04:00,9.6154,11.7,11.7,11.7,11.7,11.7,1,True
2023-11-22 15:11:00,520.4231,11.765,11.7,12.22,12.22,11.492,9,True
2023-11-22 15:12:00,207.3846,11.6896,11.7,11.7,12.22,10.92,8,True
2023-11-22 15:32:00,11.5385,11.57,11.7,11.31,11.7,11.31,2,True
2023-11-22 15:41:00,3.8462,10.4,10.4,10.4,10.4,10.4,1,True
2023-11-22 15:43:00,6.9231,11.31,11.31,11.31,11.31,11.31,1,True
2023-11-22 15:46:00,267.1538,10.4026,10.4,10.4,10.66,10.4,8,True
2023-11-22 15:47:00,115.3846,10.4,10.4,10.4,10.4,10.4,1,True
2023-11-22 16:27:00,3.8462,10.14,10.14,10.14,10.14,10.14,1,True
2023-11-22 16:47:00,9.4231,11.18,11.18,11.18,11.18,11.18,1,True
2023-11-22 17:19:00,9.6154,11.2008,11.18,11.18,11.18,11.18,2,True
2023-11-22 17:28:00,30.2692,11.2138,11.31,11.31,11.31,11.31,3,True
2023-11-22 17:29:00,56.7692,10.855,10.4,11.31,11.31,10.4,2,True
2023-11-22 17:42:00,19.4231,11.31,11.31,11.31,11.31,11.31,1,True
2023-11-22 17:44:00,129.8846,10.4,10.4,10.4,10.4,10.4,8,True
2023-11-22 17:51:00,34.6154,10.14,10.14,10.14,10.14,10.14,2,True
2023-11-22 18:06:00,104.2308,10.4,10.4,10.4,10.4,10.4,2,True
2023-11-22 18:32:00,3.8462,8.502,8.502,8.502,8.502,8.502,1,True
2023-11-22 18:39:00,68.9231,8.528,8.528,8.528,8.528,8.528,2,True
2023-11-22 18:40:00,38.4615,9.88,9.88,9.88,9.88,9.88,1,True
2023-11-22 18:44:00,199.7692,9.88,9.88,9.88,9.88,9.88,2,True
2023-11-22 18:47:00,3.8462,10.53,10.53,10.53,10.53,10.53,1,True
2023-11-22 19:22:00,21.5,10.4,10.4,10.4,10.4,10.4,3,True
2023-11-22 19:38:00,9.6154,10.14,10.14,10.14,10.14,10.14,1,True
2023-11-22 19:45:00,11.5385,10.3142,10.14,10.4,10.4,10.14,2,True
2023-11-22 19:56:00,38.4615,9.88,9.88,9.88,9.88,9.88,1,True
2023-11-22 19:57:00,162.3077,9.88,9.88,9.88,9.88,9.88,1,True
2023-11-22 20:06:00,20.1538,9.4328,9.386,9.386,9.386,9.386,2,True
2023-11-22 20:38:00,3.8846,9.4276,9.412,9.412,9.412,9.412,2,True
2023-11-22 20:46:00,3.8462,10.4,10.4,10.4,10.4,10.4,1,True
2023-11-22 20:52:00,161.5385,9.4432,9.555,9.386,9.555,9.386,3,True
