t,v,vw,o,c,h,l,n,otc
2023-05-01 13:30:00,1.3232,295.48,254.8,291.2,310.96,254.8,10,True
2023-05-01 13:32:00,0.0096,254.8,254.8,254.8,254.8,254.8,1,True
2023-05-01 13:47:00,1.0865,279.12,281.32,262.08,281.32,262.08,2,True
2023-05-01 13:48:00,0.4558,262.08,262.08,262.08,262.08,262.08,1,True
2023-05-01 13:54:00,0.1283,266.76,266.8,266.8,266.8,266.8,1,True
2023-05-01 14:15:00,0.2404,301.08,301.08,301.08,301.08,301.08,1,True
2023-05-01 14:16:00,0.2154,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-01 14:17:00,0.8125,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-01 14:18:00,2.0577,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-01 14:19:00,11.5529,291.2,291.2,291.2,291.2,291.2,3,True
2023-05-01 14:31:00,0.0096,273.12,273.12,273.12,273.12,273.12,1,True
2023-05-01 14:44:00,2.4038,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-01 14:45:00,3.9808,306.08,302.84,310.96,310.96,302.84,2,True
2023-05-01 14:52:00,0.9587,332.68,332.8,332.8,332.8,332.8,2,True
2023-05-01 14:54:00,0.1923,346.84,346.84,346.84,346.84,346.84,1,True
2023-05-01 15:09:00,2.0673,312.4,312.0,317.2,317.2,312.0,2,True
2023-05-01 15:12:00,0.1923,339.04,339.04,339.04,339.04,339.04,1,True
2023-05-01 15:21:00,0.0962,352.96,352.96,352.96,352.96,352.96,1,True
2023-05-01 15:36:00,0.9615,312.0,312.0,312.0,312.0,312.0,1,True
2023-05-01 16:01:00,0.7786,302.44,302.12,303.16,303.16,301.6,115,True
2023-05-01 16:02:00,0.0588,302.44,301.6,303.16,303.16,301.6,7,True
2023-05-01 16:05:00,0.7424,302.64,301.6,301.6,303.16,301.6,140,True
2023-05-01 16:06:00,0.0836,301.6,301.6,301.6,301.6,301.6,5,True
2023-05-01 16:26:00,6.7167,301.6,301.6,301.6,301.6,301.6,2,True
2023-05-01 16:37:00,0.0096,306.8,306.8,306.8,306.8,306.8,1,True
2023-05-01 16:44:00,0.9856,301.6,301.6,301.6,301.6,301.6,1,True
2023-05-01 16:48:00,0.0132,301.6,301.6,301.6,301.6,301.6,1,True
2023-05-01 17:18:00,0.1442,312.0,312.0,312.0,312.0,312.0,1,True
2023-05-01 17:25:00,0.086,301.6,301.6,301.6,301.6,301.6,1,True
2023-05-01 17:49:00,0.7692,312.0,312.0,312.0,312.0,312.0,1,True
2023-05-01 17:58:00,2.4038,305.64,306.68,301.6,306.68,301.6,2,True
2023-05-01 18:51:00,0.0981,312.0,312.0,312.0,312.0,312.0,1,True
2023-05-01 19:30:00,1.6692,311.6,312.0,310.96,312.0,310.96,2,True
2023-05-01 19:37:00,0.0096,337.48,337.48,337.48,337.48,337.48,1,True
2023-05-01 19:39:00,0.9615,337.36,337.36,337.36,337.36,337.36,1,True
2023-05-01 19:40:00,1.9231,323.04,321.36,324.6,324.6,321.36,2,True
2023-05-01 19:47:00,5.1923,311.16,327.48,301.6,327.48,301.6,8,True
2023-05-02 13:30:00,4.0869,301.6,301.6,301.6,301.6,301.6,7,True
2023-05-02 13:36:00,0.0769,303.16,304.6,301.6,304.6,301.6,2,True
2023-05-02 13:38:00,4.8297,343.08,312.0,343.2,343.2,312.0,3,True
2023-05-02 13:39:00,4.8077,343.2,343.2,343.2,343.2,343.2,2,True
2023-05-02 13:40:00,2.1876,343.2,343.2,343.2,343.2,343.2,1,True
2023-05-02 13:41:00,0.3077,343.2,343.2,343.2,343.2,343.2,1,True
2023-05-02 13:42:00,8.6538,353.72,352.56,357.12,358.8,352.56,5,True
2023-05-02 13:48:00,0.9615,384.8,384.8,384.8,384.8,384.8,1,True
2023-05-02 13:50:00,4.2355,347.68,353.6,343.2,353.6,343.2,3,True
2023-05-02 13:51:00,0.1442,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-02 13:59:00,0.9615,384.8,384.8,384.8,384.8,384.8,1,True
2023-05-02 14:00:00,0.9615,384.4,384.4,384.4,384.4,384.4,1,True
2023-05-02 14:01:00,0.9615,384.4,384.4,384.4,384.4,384.4,1,True
2023-05-02 14:04:00,0.1923,379.28,379.28,379.28,379.28,379.28,1,True
2023-05-02 14:05:00,2.8846,366.48,379.28,353.6,379.28,353.6,2,True
2023-05-02 14:08:00,0.9615,353.6,353.6,353.6,353.6,353.6,1,True
2023-05-02 14:10:00,2.8846,353.6,353.6,353.6,353.6,353.6,3,True
2023-05-02 14:14:00,1.1538,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-02 14:17:00,1.9231,364.92,367.64,364.0,367.64,364.0,3,True
2023-05-02 14:22:00,1.1538,375.64,377.0,374.4,377.0,364.0,5,True
2023-05-02 14:23:00,0.2404,370.76,364.0,377.0,377.0,364.0,5,True
2023-05-02 14:26:00,9.7115,374.4,374.4,374.4,374.4,374.4,1,True
2023-05-02 14:37:00,0.2667,374.2,374.4,374.4,374.4,374.4,3,True
2023-05-02 14:39:00,2.9327,336.64,374.4,312.0,374.4,312.0,5,True
2023-05-02 14:40:00,9.6154,312.0,312.0,312.0,312.0,312.0,4,True
2023-05-02 14:41:00,0.0962,338.0,338.0,338.0,338.0,338.0,1,True
2023-05-02 14:45:00,0.3641,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-02 14:46:00,0.0481,338.0,338.0,338.0,338.0,338.0,1,True
2023-05-02 14:47:00,4.8077,362.96,364.0,358.8,364.0,358.8,3,True
2023-05-02 14:49:00,0.9615,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-02 15:04:00,2.8846,364.0,364.0,364.0,364.0,364.0,1,True
2023-05-02 15:09:00,1.4423,379.6,379.6,379.6,379.6,379.6,1,True
2023-05-02 15:11:00,2.8856,374.4,374.4,374.4,374.4,374.4,2,True
2023-05-02 15:12:00,1.9231,374.4,374.4,374.4,374.4,374.4,2,True
2023-05-02 15:15:00,3.3654,361.0,364.0,353.6,364.0,353.6,2,True
2023-05-02 15:17:00,0.9615,353.6,353.6,353.6,353.6,353.6,1,True
