t,v,vw,o,c,h,l,n,otc
2023-10-16 13:30:00,7.7308,15.6026,15.6026,15.6026,15.6026,15.6026,3,True
2023-10-16 13:47:00,38.4615,18.655,18.655,18.655,18.655,18.655,1,True
2023-10-16 14:02:00,7.6923,19.37,19.37,19.37,19.37,19.37,1,True
2023-10-16 14:03:00,7.6923,18.5926,18.59,18.5926,18.5926,18.59,2,True
2023-10-16 14:12:00,7.1154,18.98,18.98,18.98,18.98,18.98,1,True
2023-10-16 14:18:00,3.8462,18.33,18.33,18.33,18.33,18.33,1,True
2023-10-16 14:21:00,3.8462,18.33,18.33,18.33,18.33,18.33,1,True
2023-10-16 14:28:00,30.7692,19.305,18.85,19.37,19.37,18.85,3,True
2023-10-16 14:32:00,230.7692,17.7892,18.33,17.68,18.33,17.68,2,True
2023-10-16 14:33:00,76.9231,17.9088,18.2,17.615,18.2,17.615,2,True
2023-10-16 14:35:00,69.2308,18.1038,17.615,18.2,18.2,17.615,3,True
2023-10-16 14:37:00,3.8462,17.68,17.68,17.68,17.68,17.68,1,True
2023-10-16 14:55:00,3.8462,16.705,16.705,16.705,16.705,16.705,1,True
2023-10-16 15:09:00,3.8462,16.38,16.38,16.38,16.38,16.38,1,True
2023-10-16 16:07:00,3.8462,18.33,18.33,18.33,18.33,18.33,1,True
2023-10-16 16:16:00,3.8462,19.24,19.24,19.24,19.24,19.24,1,True
2023-10-16 16:29:00,3.8462,17.68,17.68,17.68,17.68,17.68,1,True
2023-10-16 16:45:00,3.8462,18.395,18.395,18.395,18.395,18.395,1,True
2023-10-16 16:51:00,53.8462,17.42,17.42,17.42,17.42,17.42,1,True
2023-10-16 17:02:00,5.7692,18.005,18.005,18.005,18.005,18.005,1,True
2023-10-16 17:05:00,5.0385,17.42,17.42,17.42,17.42,17.42,1,True
2023-10-16 17:16:00,3.8462,17.42,17.42,17.42,17.42,17.42,1,True
2023-10-16 17:23:00,93.3846,16.9,16.9,16.9,16.9,16.9,1,True
2023-10-16 17:25:00,3.8462,17.0404,17.0391,17.0391,17.0391,17.0391,1,True
2023-10-16 17:33:00,76.9231,17.9088,18.1974,17.6183,18.1974,17.6183,2,True
2023-10-17 13:30:00,23.0769,17.8542,16.7414,18.2,18.2,16.7414,7,True
2023-10-17 13:31:00,202.4615,18.0856,18.2,18.2,18.2,17.94,6,True
2023-10-17 13:32:00,3.8462,18.2,18.2,18.2,18.2,18.2,1,True
2023-10-17 13:49:00,100.0,18.2,18.2,18.2,18.2,18.2,4,True
2023-10-17 13:50:00,38.4615,17.94,17.94,17.94,17.94,17.94,1,True
2023-10-17 14:09:00,38.4615,17.9946,17.329,18.07,18.07,17.329,2,True
2023-10-17 14:20:00,6.9231,17.4538,17.4525,17.4525,17.4525,17.4525,1,True
2023-10-17 14:22:00,3.8462,16.835,16.835,16.835,16.835,16.835,1,True
2023-10-17 14:40:00,4.2308,16.653,16.575,16.575,16.575,16.575,2,True
2023-10-17 14:41:00,157.6923,17.7996,17.94,17.94,17.94,17.0365,7,True
2023-10-17 14:42:00,80.0769,17.9088,17.29,17.94,17.94,17.29,2,True
2023-10-17 14:43:00,80.3846,17.9088,17.94,17.94,17.94,17.29,4,True
2023-10-17 14:44:00,311.5385,17.8594,17.94,17.6157,17.94,17.6157,8,True
2023-10-17 14:45:00,192.3077,17.81,17.94,17.94,17.94,17.6157,5,True
2023-10-17 14:52:00,38.4615,17.8594,17.9777,17.8074,17.9777,17.8074,2,True
2023-10-17 14:53:00,88.4615,18.0596,18.0037,18.0674,18.0674,18.0037,3,True
2023-10-17 14:54:00,8.4615,19.3674,19.3674,19.3674,19.3674,19.3674,1,True
2023-10-17 14:57:00,19.2308,19.3674,19.3674,19.3674,19.3674,19.3674,1,True
2023-10-17 14:58:00,11.5385,19.3674,19.3674,19.3674,19.3674,19.3674,1,True
2023-10-17 15:01:00,97.3846,19.6014,19.3674,19.5,19.5,19.3674,5,True
2023-10-17 15:02:00,5.7692,24.6974,24.6974,24.6974,24.6974,24.6974,1,True
2023-10-17 15:05:00,38.4615,24.6974,24.6974,24.6974,24.6974,24.6974,1,True
2023-10-17 15:06:00,19.2308,20.8,20.8,20.8,20.8,20.8,1,True
2023-10-17 15:08:00,9.6154,24.7,24.7,24.7,24.7,24.7,1,True
2023-10-17 15:13:00,49.6154,24.3698,24.18,24.7,24.7,24.18,3,True
2023-10-17 15:40:00,146.1538,22.1,22.1,22.1,22.1,22.1,3,True
2023-10-17 15:41:00,4.4231,23.426,23.66,23.66,23.66,23.66,2,True
2023-10-17 15:51:00,38.4615,23.5456,22.503,23.66,23.66,22.503,2,True
2023-10-17 16:03:00,38.4615,23.0828,23.0815,23.0815,23.0815,23.0815,1,True
2023-10-17 16:07:00,3.8462,22.8852,22.8865,22.8865,22.8865,22.8865,1,True
2023-10-17 16:36:00,76.9231,22.5134,21.6242,23.4,23.4,21.6242,2,True
2023-10-17 16:50:00,3.8462,23.14,23.14,23.14,23.14,23.14,1,True
2023-10-17 16:58:00,216.0385,23.4338,23.4347,23.4347,23.4347,23.4347,1,True
2023-10-17 17:02:00,19.2308,23.53,23.53,23.53,23.53,23.53,1,True
2023-10-17 17:12:00,19.2308,23.0568,23.0568,23.0568,23.0568,23.0568,1,True
2023-10-17 17:42:00,3.8462,22.5836,22.5836,22.5836,22.5836,22.5836,1,True
2023-10-17 17:56:00,69.2308,23.4,23.4,23.4,23.4,23.4,2,True
2023-10-17 17:57:00,3.8462,22.36,22.36,22.36,22.36,22.36,1,True
2023-10-17 18:04:00,53.8462,22.5576,22.4926,23.4,23.4,22.4926,2,True
2023-10-17 18:05:00,7.6923,23.4,23.4,23.4,23.4,23.4,1,True
2023-10-17 18:06:00,3.8462,22.7526,22.7526,22.7526,22.7526,22.7526,1,True
2023-10-17 18:07:00,7.6923,23.4,23.4,23.4,23.4,23.4,1,True
2023-10-17 18:09:00,38.4615,22.4926,22.4926,22.4926,22.4926,22.4926,1,True
2023-10-17 19:17:00,7.6923,23.01,22.62,23.4,23.4,22.62,2,True
2023-10-17 19:47:00,8.0769,23.4,23.4,23.4,23.4,23.4,1,True
2023-10-17 19:58:00,11.5385,23.4,23.4,23.4,23.4,23.4,1,True
2023-10-17 20:00:00,50.3846,22.815,22.815,22.815,22.815,22.815,1,True
2023-10-18 13:30:00,221.8462,23.6444,23.66,23.712,23.79,22.1,12,True
2023-10-18 13:31:00,62.3077,23.2726,23.3675,22.1,23.3675,22.1,2,True
2023-10-18 13:34:00,38.4615,22.9398,23.66,22.1,23.66,22.1,4,True
2023-10-18 13:42:00,21.3462,22.1,22.1,22.1,22.1,22.1,1,True
2023-10-18 13:48:00,76.9231,23.855,23.79,23.92,23.92,23.79,2,True
2023-10-18 13:49:00,48.4615,23.79,23.79,23.79,23.79,23.79,2,True
2023-10-18 13:57:00,4.0,23.426,23.4,23.4,23.4,23.4,5,True
2023-10-18 14:02:00,50.4615,24.401,24.375,24.7,24.7,24.375,3,True
2023-10-18 14:06:00,123.0769,24.7,24.7,24.7,24.7,24.7,3,True
2023-10-18 14:08:00,38.4615,24.7,24.7,24.7,24.7,24.7,1,True
2023-10-18 14:09:00,76.9231,25.7244,25.428,25.74,25.74,25.428,4,True
2023-10-18 14:10:00,177.3846,26.0,26.0,26.0,26.0,26.0,5,True
2023-10-18 14:11:00,15.3846,26.208,26.0,26.416,26.416,26.0,3,True
2023-10-18 14:12:00,13.4615,27.1518,26.52,27.3,27.56,26.52,3,True
2023-10-18 14:13:00,16.1538,27.2636,27.17,27.17,27.56,27.17,4,True
2023-10-18 14:14:00,11.5385,27.82,27.56,28.34,28.34,27.56,3,True
2023-10-18 14:15:00,104.2308,28.5792,28.6,28.34,28.6,28.34,6,True
