t,v,vw,o,c,h,l,n,otc
2023-05-25 13:30:00,0.1899,290.36,301.6,263.12,301.6,263.12,3,True
2023-05-25 13:45:00,0.0096,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-25 14:42:00,0.2885,306.8,301.48,301.6,312.0,301.48,3,True
2023-05-25 14:44:00,0.1442,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-25 15:05:00,9.6154,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-25 15:18:00,0.3124,305.12,305.12,305.12,305.12,305.12,1,True
2023-05-25 16:10:00,0.4808,292.76,292.76,292.76,292.76,292.76,1,True
2023-05-25 16:21:00,0.4808,306.8,306.8,306.8,306.8,306.8,1,True
2023-05-25 17:11:00,0.8005,301.6,301.6,301.6,301.6,301.6,1,True
2023-05-25 17:19:00,0.0889,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-25 17:23:00,23.9303,270.4,270.4,270.4,270.4,270.4,1,True
2023-05-25 17:27:00,0.0096,286.0,286.0,286.0,286.0,286.0,1,True
2023-05-25 18:10:00,0.1923,286.0,286.0,286.0,286.0,286.0,1,True
2023-05-25 18:23:00,0.0398,271.96,271.96,271.96,271.96,271.96,1,True
2023-05-25 18:52:00,8.5601,270.4,270.4,270.4,270.4,270.4,2,True
2023-05-25 19:32:00,0.0337,280.68,286.0,273.52,286.0,273.52,2,True
2023-05-25 19:54:00,1.8542,290.48,277.16,291.2,291.2,277.16,3,True
2023-05-26 13:34:00,1.3462,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-26 14:08:00,1.4948,267.28,277.68,264.16,277.68,264.16,2,True
2023-05-26 14:12:00,0.2692,282.04,284.44,277.68,284.44,277.68,2,True
2023-05-26 14:13:00,0.0962,291.2,291.2,291.2,291.2,291.2,1,True
2023-05-26 14:19:00,7.6785,262.4,277.68,260.0,277.68,260.0,5,True
2023-05-26 14:21:00,0.9615,270.4,270.4,270.4,270.4,270.4,1,True
2023-05-26 14:27:00,0.7692,249.6,249.6,249.6,249.6,249.6,1,True
2023-05-26 14:30:00,3.3654,250.64,250.64,250.64,250.64,250.64,2,True
2023-05-26 14:36:00,5.2019,260.0,260.0,260.0,260.0,260.0,1,True
2023-05-26 14:41:00,0.064,267.8,267.8,267.8,267.8,267.8,1,True
2023-05-26 14:42:00,0.109,249.6,249.6,249.6,249.6,249.6,1,True
2023-05-26 14:48:00,1.0653,269.48,269.36,270.4,270.4,269.36,2,True
2023-05-26 14:49:00,1.9155,269.36,269.36,269.36,269.36,269.36,1,True
2023-05-26 14:52:00,0.0096,270.4,270.4,270.4,270.4,270.4,1,True
2023-05-26 15:01:00,0.1154,264.48,264.48,264.48,264.48,264.48,1,True
2023-05-26 15:04:00,0.7115,270.4,270.4,270.4,270.4,270.4,1,True
2023-05-26 15:07:00,4.7538,270.4,270.4,270.4,270.4,270.4,2,True
2023-05-26 15:09:00,0.8652,280.8,280.8,280.8,280.8,280.8,2,True
2023-05-26 15:20:00,1.5387,280.8,280.8,280.8,280.8,280.8,1,True
2023-05-26 15:33:00,0.0191,283.08,276.64,276.64,276.64,276.64,2,True
2023-05-26 16:02:00,0.7692,271.44,271.44,271.44,271.44,271.44,1,True
2023-05-26 16:10:00,0.0962,280.8,280.8,280.8,280.8,280.8,1,True
2023-05-26 16:13:00,9.6154,280.08,279.76,280.8,280.8,278.72,4,True
2023-05-26 16:14:00,3.8462,280.8,280.8,280.8,280.8,280.8,1,True
2023-05-26 16:15:00,0.6395,264.16,264.16,264.16,264.16,264.16,1,True
2023-05-26 16:16:00,0.0391,260.2,260.2,260.2,260.2,260.2,1,True
2023-05-26 16:34:00,0.0257,280.8,280.8,280.8,280.8,280.8,1,True
2023-05-26 16:40:00,12.4519,260.4,261.04,250.64,261.04,250.64,4,True
2023-05-26 17:09:00,0.9615,286.0,286.0,286.0,286.0,286.0,1,True
2023-05-26 17:31:00,0.0513,260.0,260.0,260.0,260.0,260.0,1,True
2023-05-26 17:43:00,2.4038,288.08,288.08,288.08,288.08,288.08,1,True
2023-05-26 17:49:00,0.1,260.0,260.0,260.0,260.0,260.0,1,True
2023-05-26 17:50:00,10.5886,260.0,260.0,260.0,260.0,260.0,4,True
2023-05-26 17:54:00,29.8077,258.24,260.0,260.0,260.0,260.0,2,True
2023-05-26 18:09:00,0.1443,260.12,260.2,260.0,260.2,260.0,2,True
2023-05-26 18:28:00,0.0129,271.44,271.44,271.44,271.44,271.44,1,True
2023-05-26 19:14:00,1.7788,260.0,260.0,260.0,260.0,260.0,1,True
2023-05-26 19:21:00,0.9615,278.72,278.72,278.72,278.72,278.72,1,True
2023-05-26 19:33:00,2.1154,278.72,278.72,278.72,278.72,278.72,1,True
2023-05-26 19:35:00,0.1283,260.0,260.0,260.0,260.0,260.0,1,True
2023-05-26 19:44:00,0.9615,278.84,278.72,279.76,279.76,278.72,2,True
2023-05-30 13:30:00,0.4402,260.84,261.04,260.0,261.04,260.0,4,True
2023-05-30 13:40:00,0.0385,260.0,260.0,260.0,260.0,260.0,1,True
2023-05-30 13:43:00,4.8558,260.0,260.0,260.0,260.0,260.0,1,True
2023-05-30 14:00:00,4.7596,269.36,269.36,269.36,269.36,269.36,1,True
2023-05-30 14:21:00,1.6346,279.76,279.76,279.76,279.76,279.76,1,True
2023-05-30 14:28:00,0.2339,269.36,269.36,269.36,269.36,269.36,1,True
2023-05-30 14:32:00,0.0972,269.36,269.36,269.36,269.36,269.36,1,True
2023-05-30 14:33:00,0.0096,269.36,269.36,269.36,269.36,269.36,1,True
2023-05-30 14:39:00,0.0452,271.96,271.96,271.96,271.96,271.96,1,True
2023-05-30 14:45:00,0.0096,269.36,269.36,269.36,269.36,269.36,1,True
2023-05-30 14:48:00,0.0129,279.76,279.76,279.76,279.76,279.76,1,True
2023-05-30 15:13:00,0.0962,269.36,269.36,269.36,269.36,269.36,1,True
2023-05-30 15:14:00,0.1288,269.36,269.36,269.36,269.36,269.36,1,True
