t,v,vw,o,c,h,l,n,otc
2023-06-20 13:30:00,0.02,270.4,270.4,270.4,270.4,270.4,3,True
2023-06-20 13:37:00,1.25,280.8,280.8,280.8,280.8,280.8,1,True
2023-06-20 13:38:00,0.0962,280.8,280.8,280.8,280.8,280.8,1,True
2023-06-20 14:12:00,0.0129,268.32,268.32,268.32,268.32,268.32,1,True
2023-06-20 14:21:00,0.25,255.84,255.84,255.84,255.84,255.84,1,True
2023-06-20 14:23:00,0.0096,280.8,280.8,280.8,280.8,280.8,1,True
2023-06-20 14:43:00,0.4808,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-20 14:53:00,0.0962,280.8,280.8,280.8,280.8,280.8,1,True
2023-06-20 14:58:00,0.0202,275.6,275.6,275.6,275.6,275.6,3,True
2023-06-20 14:59:00,0.3137,270.4,270.4,270.4,270.4,270.4,1,True
2023-06-20 15:05:00,1.2052,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-20 15:15:00,0.0097,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-20 15:16:00,0.0097,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-20 15:18:00,0.0097,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-20 15:34:00,0.2116,270.6,275.6,270.4,275.6,270.4,2,True
2023-06-20 16:48:00,1.9503,260.0,260.0,260.0,260.0,260.0,2,True
2023-06-20 17:13:00,0.7596,270.4,270.4,270.4,270.4,270.4,1,True
2023-06-20 17:43:00,0.2981,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-20 18:21:00,0.0962,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-20 18:42:00,0.0641,254.8,254.8,254.8,254.8,254.8,1,True
2023-06-20 18:46:00,0.4808,280.8,280.8,280.8,280.8,280.8,2,True
2023-06-20 19:00:00,0.0712,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-20 19:12:00,0.9615,275.6,275.6,275.6,275.6,275.6,1,True
2023-06-20 19:17:00,0.1192,273.0,270.4,275.6,275.6,270.4,2,True
2023-06-20 19:55:00,0.1798,272.48,272.48,272.48,272.48,272.48,1,True
2023-06-20 19:58:00,2.8848,272.48,270.4,274.56,274.56,270.4,4,True
2023-06-20 19:59:00,1.9807,278.72,278.72,278.72,278.72,278.72,1,True
2023-06-21 13:30:00,0.0096,255.84,255.84,255.84,255.84,255.84,1,True
2023-06-21 14:14:00,0.4518,301.6,301.6,301.6,301.6,301.6,1,True
2023-06-21 14:15:00,0.5097,312.0,312.0,312.0,312.0,312.0,2,True
2023-06-21 14:16:00,0.0096,286.0,286.0,286.0,286.0,286.0,1,True
2023-06-21 14:38:00,3.8462,287.36,286.0,288.6,288.6,286.0,2,True
2023-06-21 14:39:00,0.1923,286.0,286.0,286.0,286.0,286.0,1,True
2023-06-21 14:42:00,1.1654,283.6,281.44,278.0,286.0,278.0,3,True
2023-06-21 14:51:00,2.8846,283.72,281.44,286.0,286.0,281.44,2,True
2023-06-21 15:02:00,3.3654,296.2,312.0,289.64,312.0,289.64,4,True
