t,v,vw,o,c,h,l,n,otc
2023-08-29 13:29:00,38.4615,83.2,83.2,83.2,83.2,83.2,1,True
2023-08-29 13:30:00,110.8846,83.2,83.2,83.2,83.2,83.2,23,True
2023-08-29 13:32:00,3.8462,83.2,83.2,83.2,83.2,83.2,1,True
2023-08-29 13:37:00,3.8462,83.525,83.525,83.525,83.525,83.525,1,True
2023-08-29 13:39:00,3.8462,84.5,84.5,84.5,84.5,84.5,1,True
2023-08-29 13:40:00,11.5385,83.2,83.2,83.2,83.2,83.2,2,True
2023-08-29 13:41:00,3.8462,83.2,83.2,83.2,83.2,83.2,1,True
2023-08-29 13:45:00,38.4615,84.5,84.5,84.5,84.5,84.5,1,True
2023-08-29 13:49:00,5.1923,83.7304,83.46,83.46,83.46,83.46,2,True
2023-08-29 13:50:00,9.6154,83.98,83.98,83.98,83.98,83.98,1,True
2023-08-29 13:52:00,4.7308,84.1828,84.11,84.11,84.11,84.11,2,True
2023-08-29 13:59:00,3.8462,84.37,84.37,84.37,84.37,84.37,1,True
2023-08-29 14:00:00,11.5385,84.5858,84.5,84.76,84.76,84.5,3,True
2023-08-29 14:01:00,16.6538,85.1994,85.176,85.28,85.28,85.176,2,True
2023-08-29 14:03:00,12.8462,85.8,85.8,85.8,85.8,85.8,2,True
2023-08-29 14:04:00,40.3846,86.4552,85.8,86.58,86.58,85.8,4,True
2023-08-29 14:05:00,57.6923,86.58,86.58,86.58,86.58,86.58,1,True
2023-08-29 14:11:00,3.8462,85.54,85.54,85.54,85.54,85.54,1,True
2023-08-29 14:12:00,7.3846,85.2098,84.76,84.76,84.76,84.76,5,True
2023-08-29 14:17:00,7.6923,84.89,84.76,85.02,85.02,84.76,2,True
2023-08-29 14:20:00,3.8462,85.02,85.02,85.02,85.02,85.02,1,True
2023-08-29 14:24:00,9.6154,84.916,84.916,84.916,84.916,84.916,1,True
2023-08-29 14:25:00,48.0769,84.864,84.76,84.76,85.28,84.76,3,True
2023-08-29 14:26:00,12.5,85.02,85.02,85.02,85.02,85.02,1,True
2023-08-29 14:28:00,17.6154,85.3294,84.76,85.8,85.8,84.76,3,True
2023-08-29 14:33:00,4.6923,86.424,86.424,86.424,86.424,86.424,1,True
2023-08-29 14:35:00,47.8462,87.0168,86.58,87.1,87.1,86.58,6,True
2023-08-29 14:37:00,7.6923,87.36,87.36,87.36,87.36,87.36,1,True
2023-08-29 14:39:00,21.1538,88.023,87.88,87.36,89.7,87.36,5,True
2023-08-29 14:41:00,3.8462,88.14,88.14,88.14,88.14,88.14,1,True
2023-08-29 14:43:00,3.8462,87.36,87.36,87.36,87.36,87.36,1,True
2023-08-29 14:45:00,55.7692,90.3318,90.48,91.0,91.0,88.14,11,True
2023-08-29 14:46:00,46.2308,92.4976,91.78,93.86,93.86,91.0,5,True
2023-08-29 14:47:00,21.1538,93.86,93.86,93.86,93.86,93.86,2,True
2023-08-29 14:48:00,38.6923,96.2,96.2,96.2,96.2,96.2,4,True
2023-08-29 14:49:00,69.1154,97.2842,97.76,97.24,97.76,95.94,6,True
2023-08-29 14:50:00,250.0,96.9878,96.2,97.24,97.422,96.2,7,True
2023-08-29 14:51:00,23.1154,95.94,95.94,95.94,95.94,95.94,3,True
2023-08-29 14:52:00,63.5385,98.8988,97.24,100.412,100.88,97.188,13,True
2023-08-29 14:53:00,96.4231,102.2216,100.62,102.96,103.48,100.62,19,True
2023-08-29 14:54:00,47.5,104.5746,103.701,106.86,106.86,102.96,12,True
2023-08-29 14:55:00,18.0,107.4736,106.86,107.64,107.64,106.86,3,True
2023-08-29 14:56:00,13.3846,106.6728,106.6,106.6,106.6,106.6,2,True
2023-08-29 14:57:00,30.6154,106.9432,107.64,106.86,107.64,106.6,4,True
2023-08-29 14:58:00,23.1154,106.99,106.86,107.64,107.64,106.86,3,True
2023-08-29 14:59:00,8.4615,107.991,108.03,108.03,108.03,108.03,3,True
2023-08-29 15:02:00,25.0,107.0706,107.25,106.86,107.25,106.86,4,True
2023-08-29 15:03:00,82.6923,107.5308,107.64,108.42,108.42,106.86,9,True
2023-08-29 15:04:00,7.6923,108.42,108.42,108.42,108.42,108.42,1,True
2023-08-29 15:05:00,88.4615,108.2822,106.86,108.42,108.42,106.86,5,True
2023-08-29 15:06:00,17.3077,106.5714,105.56,107.38,107.38,105.56,2,True
2023-08-29 15:07:00,12.2692,106.5844,106.756,106.756,106.756,106.756,3,True
2023-08-29 15:09:00,19.2308,104.26,104.26,104.26,104.26,104.26,1,True
2023-08-29 15:10:00,11.5385,105.56,107.38,104.78,107.38,104.78,3,True
2023-08-29 15:13:00,13.4615,104.78,104.78,104.78,104.78,104.78,1,True
2023-08-29 15:14:00,15.3846,104.585,104.52,104.676,104.78,104.52,5,True
2023-08-29 15:15:00,66.8077,106.6286,105.43,106.86,106.86,105.43,6,True
2023-08-29 15:18:00,3.8462,104.26,104.26,104.26,104.26,104.26,1,True
2023-08-29 15:21:00,15.3846,104.9594,104.78,104.78,104.78,104.78,4,True
2023-08-29 15:22:00,3.8462,105.82,105.82,105.82,105.82,105.82,1,True
