t,v,vw,o,c,h,l,n,z,s,e
2023-05-01 08:01:00,100,0.63,0.63,0.63,0.63,0.63,1,100.0,1682928060000,1682928120000
2023-05-01 11:39:00,150,0.6218,0.622,0.622,0.622,0.622,2,75.0,1682941140000,1682941200000
2023-05-01 12:00:00,20868,0.6219,0.6299,0.62,0.63,0.62,14,1490.5714285714287,1682942400000,1682942460000
2023-05-01 12:07:00,100,0.63,0.63,0.63,0.63,0.63,1,100.0,1682942820000,1682942880000
2023-05-01 12:17:00,200,0.63,0.63,0.63,0.63,0.63,1,200.0,1682943420000,1682943480000
2023-05-01 12:27:00,235,0.6213,0.62,0.62,0.62,0.62,2,117.5,1682944020000,1682944080000
2023-05-01 12:37:00,500,0.625,0.625,0.625,0.625,0.625,1,500.0,1682944620000,1682944680000
2023-05-01 12:38:00,1214,0.62,0.62,0.62,0.62,0.62,1,1214.0,1682944680000,1682944740000
2023-05-01 12:40:00,500,0.63,0.63,0.63,0.63,0.63,1,500.0,1682944800000,1682944860000
2023-05-01 12:43:00,100,0.63,0.63,0.63,0.63,0.63,1,100.0,1682944980000,1682945040000
2023-05-01 13:05:00,279,0.6205,0.62,0.62,0.62,0.62,2,139.5,1682946300000,1682946360000
2023-05-01 13:10:00,100,0.62,0.62,0.62,0.62,0.62,1,100.0,1682946600000,1682946660000
2023-05-01 13:21:00,600,0.6192,0.63,0.6142,0.63,0.6142,5,120.0,1682947260000,1682947320000
2023-05-01 13:30:00,20059,0.63,0.63,0.6299,0.63,0.6299,26,771.5,1682947800000,1682947860000
2023-05-01 13:31:00,2247,0.6299,0.6299,0.6299,0.6299,0.6299,3,749.0,1682947860000,1682947920000
2023-05-01 13:32:00,100,0.63,0.63,0.63,0.63,0.63,1,100.0,1682947920000,1682947980000
2023-05-01 13:33:00,101,0.6299,0.6299,0.6299,0.6299,0.6299,2,50.5,1682947980000,1682948040000
2023-05-01 13:38:00,132,0.625,0.625,0.625,0.625,0.625,2,66.0,1682948280000,1682948340000
2023-05-01 13:45:00,2340,0.6249,0.625,0.625,0.625,0.625,5,468.0,1682948700000,1682948760000
2023-05-01 13:52:00,5590,0.6225,0.622601,0.6201,0.622601,0.6201,11,508.1818181818182,1682949120000,1682949180000
2023-05-01 13:54:00,859,0.6228,0.622001,0.6239,0.6239,0.622001,3,286.3333333333333,1682949240000,1682949300000
2023-05-01 13:56:00,100,0.622,0.622,0.622,0.622,0.622,1,100.0,1682949360000,1682949420000
2023-05-01 13:58:00,1975,0.6214,0.6229,0.62,0.6229,0.62,11,179.54545454545453,1682949480000,1682949540000
2023-05-01 13:59:00,2000,0.6231,0.6215,0.625,0.625,0.6215,4,500.0,1682949540000,1682949600000
