t,v,vw,o,c,h,l,n,otc
2023-10-24 18:59:00,1000,0.1595,0.16,0.16,0.16,0.16,2,True
2023-10-24 19:06:00,1962,0.16,0.16,0.16,0.16,0.16,1,True
2023-10-25 16:35:00,500,0.16,0.16,0.16,0.16,0.16,1,True
2023-10-25 16:46:00,1350,0.102,0.1021,0.1021,0.1021,0.1021,2,True
2023-10-25 17:13:00,3000,0.1022,0.1022,0.1022,0.1022,0.1022,1,True
2023-10-25 17:30:00,1000,0.1598,0.1598,0.1598,0.1598,0.1598,1,True
2023-10-25 17:58:00,700,0.16,0.1598,0.16,0.16,0.1598,3,True
2023-10-25 19:45:00,2500,0.111,0.111,0.111,0.111,0.111,2,True
2023-10-26 13:37:00,1574,0.1022,0.1022,0.1022,0.1022,0.1022,1,True
2023-10-26 17:11:00,1000,0.16,0.16,0.16,0.16,0.16,1,True
2023-10-30 17:43:00,1000,0.116,0.116,0.116,0.116,0.116,1,True
2023-10-30 18:19:00,2462,0.103,0.103,0.103,0.103,0.103,2,True
2023-10-31 15:24:00,588,0.1077,0.11,0.1051,0.11,0.1051,2,True
2023-10-31 15:29:00,6020,0.104,0.104,0.104,0.104,0.104,1,True
2023-10-31 15:34:00,500,0.149,0.149,0.149,0.149,0.149,1,True
2023-10-31 19:57:00,235,0.149,0.149,0.149,0.149,0.149,1,True
