t,v,vw,o,c,h,l,n,otc
2023-12-04 15:17:00,12000,0.1192,0.119,0.12,0.12,0.119,3,True
2023-12-04 15:52:00,1000,0.11,0.11,0.11,0.11,0.11,1,True
2023-12-04 15:57:00,1000,0.12,0.12,0.12,0.12,0.12,1,True
2023-12-04 17:10:00,9900,0.12,0.12,0.12,0.12,0.12,1,True
2023-12-04 17:16:00,7850,0.11,0.11,0.11,0.11,0.11,1,True
2023-12-04 17:51:00,1000,0.11,0.11,0.11,0.11,0.11,1,True
2023-12-04 18:01:00,1100,0.11,0.11,0.11,0.11,0.11,2,True
2023-12-04 18:12:00,12000,0.11,0.11,0.11,0.11,0.11,1,True
2023-12-04 18:34:00,6900,0.11,0.11,0.11,0.11,0.11,1,True
2023-12-04 20:17:00,10000,0.12,0.12,0.12,0.12,0.12,1,True
2023-12-05 15:05:00,800,0.14,0.14,0.14,0.14,0.14,1,True
2023-12-05 18:54:00,9000,0.12,0.12,0.12,0.12,0.12,2,True
2023-12-05 19:59:00,1000,0.11,0.11,0.11,0.11,0.11,1,True
