t,v,vw,o,c,h,l,n,otc
2023-11-17 18:49:00,1200,0.11,0.11,0.11,0.11,0.11,1,True
2023-11-17 18:58:00,3995,0.11,0.11,0.11,0.11,0.11,1,True
2023-11-17 19:17:00,5000,0.11,0.11,0.11,0.11,0.11,3,True
2023-11-17 19:29:00,1950,0.11,0.11,0.11,0.11,0.11,1,True
2023-11-17 20:49:00,400,0.085,0.085,0.085,0.085,0.085,1,True
2023-11-20 15:39:00,2000,0.0871,0.087,0.087,0.087,0.087,2,True
2023-11-20 15:54:00,600,0.1448,0.1448,0.1448,0.1448,0.1448,1,True
2023-11-20 16:43:00,1000,0.145,0.145,0.145,0.145,0.145,2,True
2023-11-20 17:45:00,5000,0.11,0.11,0.11,0.11,0.11,1,True
2023-11-20 18:06:00,3000,0.1,0.1,0.1,0.1,0.1,1,True
2023-11-20 18:22:00,5000,0.105,0.105,0.105,0.105,0.105,1,True
2023-11-20 18:28:00,1000,0.1,0.1,0.1,0.1,0.1,1,True
2023-11-20 18:48:00,5000,0.11,0.11,0.11,0.11,0.11,1,True
2023-11-20 19:58:00,5000,0.1002,0.1002,0.1,0.1002,0.1,2,True
2023-11-21 16:21:00,1000,0.1495,0.1495,0.1495,0.1495,0.1495,1,True
2023-11-21 16:30:00,520,0.149,0.149,0.149,0.149,0.149,1,True
2023-11-21 16:33:00,1000,0.149,0.149,0.149,0.149,0.149,1,True
2023-11-21 17:59:00,1000,0.149,0.149,0.149,0.149,0.149,1,True
2023-11-21 19:28:00,1000,0.1495,0.1495,0.1495,0.1495,0.1495,1,True
2023-11-22 15:27:00,344,0.1495,0.1495,0.1495,0.1495,0.1495,1,True
2023-11-24 15:21:00,1000,0.1,0.1,0.1,0.1,0.1,1,True
2023-11-24 16:15:00,100,0.148,0.148,0.148,0.148,0.148,1,True
2023-11-24 17:59:00,10000,0.1,0.1,0.1,0.1,0.1,2,True
