t,v,vw,o,c,h,l,n,otc
2023-11-01 18:11:00,250,0.1064,0.1064,0.1064,0.1064,0.1064,1,True
2023-11-02 19:33:00,500,0.11,0.11,0.11,0.11,0.11,1,True
2023-11-02 19:37:00,8096,0.11,0.11,0.11,0.11,0.11,3,True
2023-11-02 19:38:00,1755,0.11,0.11,0.11,0.11,0.11,1,True
2023-11-03 15:32:00,500,0.149,0.149,0.149,0.149,0.149,1,True
2023-11-08 14:47:00,13689,0.138,0.138,0.138,0.138,0.138,3,True
2023-11-08 14:49:00,10000,0.1381,0.1382,0.138,0.1382,0.138,3,True
2023-11-08 14:57:00,9976,0.138,0.138,0.138,0.138,0.138,1,True
2023-11-08 16:51:00,500,0.083,0.083,0.083,0.083,0.083,1,True
2023-11-08 16:52:00,500,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-08 18:42:00,1000,0.1498,0.1498,0.1498,0.1498,0.1498,1,True
