t,v,vw,o,c,h,l,n,otc
2023-06-26 13:45:00,3000,0.085,0.085,0.085,0.085,0.085,1,True
2023-06-26 13:49:00,250,0.085,0.085,0.085,0.085,0.085,1,True
2023-06-26 14:28:00,450,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-26 15:35:00,24950,0.0545,0.055,0.0541,0.055,0.0541,4,True
2023-06-26 15:59:00,3500,0.055,0.055,0.055,0.055,0.055,1,True
2023-06-27 14:38:00,7200,0.0558,0.06,0.0551,0.06,0.0551,2,True
2023-06-27 14:39:00,12805,0.0502,0.0502,0.0502,0.0502,0.0502,2,True
2023-06-27 15:41:00,200,0.0975,0.1,0.1,0.1,0.1,2,True
2023-06-27 18:35:00,900,0.0774,0.0795,0.07,0.0795,0.07,3,True
2023-06-27 18:38:00,1000,0.0521,0.0521,0.0521,0.0521,0.0521,1,True
2023-06-27 19:05:00,1000,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-28 14:12:00,2250,0.0522,0.0522,0.0522,0.0522,0.0522,1,True
2023-06-28 15:18:00,200,0.09,0.09,0.09,0.09,0.09,1,True
2023-06-28 15:29:00,10000,0.06,0.06,0.06,0.06,0.06,1,True
2023-06-28 15:30:00,200,0.09,0.09,0.09,0.09,0.09,1,True
2023-06-28 17:37:00,3400,0.09,0.09,0.09,0.09,0.09,1,True
2023-06-28 18:59:00,5000,0.0922,0.1,0.09,0.1,0.09,2,True
2023-06-29 15:31:00,10000,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-29 15:39:00,4000,0.0591,0.0591,0.0591,0.0591,0.0591,1,True
2023-06-29 17:04:00,16425,0.0593,0.06,0.0591,0.06,0.0591,4,True
2023-06-29 17:05:00,9500,0.055,0.055,0.055,0.055,0.055,1,True
2023-06-29 17:22:00,16275,0.0401,0.04,0.0401,0.0401,0.04,3,True
2023-06-29 17:23:00,8999,0.0401,0.0401,0.0401,0.0401,0.0401,1,True
2023-06-29 17:46:00,500,0.064,0.064,0.064,0.064,0.064,1,True
2023-06-30 15:15:00,4450,0.0231,0.0231,0.0231,0.0231,0.0231,2,True
2023-06-30 15:19:00,1500,0.0591,0.0591,0.0591,0.0591,0.0591,1,True
2023-06-30 18:55:00,19500,0.075,0.075,0.075,0.075,0.075,2,True
2023-06-30 19:10:00,3550,0.065,0.065,0.065,0.065,0.065,1,True
2023-06-30 19:12:00,200,0.08,0.08,0.08,0.08,0.08,1,True
2023-06-30 19:16:00,5450,0.065,0.065,0.065,0.065,0.065,2,True
2023-06-30 19:17:00,5459,0.0853,0.065,0.0899,0.0899,0.065,2,True
2023-06-30 19:52:00,5000,0.08,0.08,0.08,0.08,0.08,1,True
2023-06-30 19:54:00,11050,0.08,0.08,0.08,0.08,0.08,2,True
