t,v,vw,o,c,h,l,n,otc
2023-06-20 16:41:00,4000,0.08,0.08,0.08,0.08,0.08,1,True
2023-06-20 16:42:00,3000,0.085,0.085,0.085,0.085,0.085,1,True
2023-06-20 16:46:00,3000,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-20 16:48:00,4000,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-20 18:34:00,300,0.04,0.04,0.04,0.04,0.04,1,True
2023-06-20 19:05:00,10000,0.075,0.075,0.075,0.075,0.075,1,True
2023-06-20 19:12:00,300,0.04,0.04,0.04,0.04,0.04,1,True
2023-06-21 13:30:00,7500,0.096,0.085,0.1,0.1,0.085,2,True
2023-06-21 13:36:00,620,0.095,0.095,0.095,0.095,0.095,1,True
2023-06-21 13:37:00,17380,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-21 13:41:00,200,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-21 14:15:00,600,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-21 17:02:00,1000,0.1,0.1,0.1,0.1,0.1,1,True
2023-06-22 16:29:00,215,0.053,0.053,0.053,0.053,0.053,1,True
2023-06-22 16:33:00,660,0.042,0.042,0.042,0.042,0.042,1,True
2023-06-22 17:01:00,2000,0.1,0.1,0.1,0.1,0.1,2,True
2023-06-23 18:32:00,144,0.042,0.042,0.042,0.042,0.042,1,True
2023-06-23 19:01:00,150,0.1,0.1,0.1,0.1,0.1,1,True
