t,v,vw,o,c,h,l,n,otc
2023-08-14 13:33:00,5000,0.135,0.135,0.135,0.135,0.135,1,True
2023-08-14 13:52:00,1500,0.14,0.14,0.14,0.14,0.14,1,True
2023-08-14 13:53:00,8000,0.135,0.135,0.135,0.135,0.135,2,True
2023-08-14 14:50:00,200,0.14,0.14,0.14,0.14,0.14,2,True
2023-08-14 15:13:00,4000,0.14,0.14,0.14,0.14,0.14,1,True
2023-08-14 15:24:00,1950,0.135,0.135,0.135,0.135,0.135,1,True
2023-08-14 17:28:00,4000,0.135,0.135,0.135,0.135,0.135,1,True
2023-08-14 17:49:00,267,0.13,0.13,0.13,0.13,0.13,1,True
2023-08-14 17:52:00,5000,0.13,0.13,0.13,0.13,0.13,1,True
2023-08-14 18:31:00,1000,0.0882,0.0882,0.0882,0.0882,0.0882,1,True
2023-08-14 19:15:00,12050,0.112,0.112,0.112,0.112,0.112,2,True
2023-08-15 13:32:00,5000,0.115,0.115,0.115,0.115,0.115,1,True
2023-08-15 13:36:00,3665,0.115,0.115,0.115,0.115,0.115,1,True
2023-08-15 15:37:00,3000,0.1152,0.12,0.115,0.12,0.115,2,True
2023-08-15 15:38:00,10000,0.1495,0.1495,0.1495,0.1495,0.1495,2,True
2023-08-15 15:39:00,1391,0.1495,0.1495,0.1495,0.1495,0.1495,1,True
2023-08-15 15:52:00,1000,0.1495,0.1495,0.1495,0.1495,0.1495,1,True
2023-08-15 17:03:00,1000,0.1155,0.115,0.115,0.115,0.115,2,True
2023-08-15 19:05:00,2000,0.1495,0.1495,0.1495,0.1495,0.1495,2,True
2023-08-16 16:55:00,2000,0.149,0.149,0.149,0.149,0.149,2,True
2023-08-17 13:55:00,2000,0.149,0.149,0.149,0.149,0.149,2,True
2023-08-18 16:17:00,2000,0.12,0.12,0.12,0.12,0.12,2,True
2023-08-18 17:01:00,4213,0.12,0.12,0.12,0.12,0.12,1,True
