t,v,vw,o,c,h,l,n,otc
2023-08-21 13:30:00,13380,0.12,0.12,0.12,0.12,0.12,1,True
2023-08-21 13:36:00,5000,0.125,0.125,0.125,0.125,0.125,1,True
2023-08-21 13:37:00,5000,0.125,0.125,0.125,0.125,0.125,1,True
2023-08-21 14:52:00,500,0.1489,0.1489,0.1489,0.1489,0.1489,1,True
2023-08-21 14:57:00,5000,0.1489,0.1489,0.1489,0.1489,0.1489,1,True
2023-08-21 16:45:00,1200,0.125,0.125,0.125,0.125,0.125,1,True
2023-08-22 16:23:00,6000,0.0951,0.0951,0.0951,0.0951,0.0951,2,True
2023-08-23 13:36:00,16467,0.0773,0.095,0.05,0.095,0.05,2,True
2023-08-23 13:48:00,1000,0.1444,0.1444,0.1444,0.1444,0.1444,2,True
2023-08-23 15:42:00,11000,0.11,0.11,0.11,0.11,0.11,3,True
2023-08-23 16:29:00,2198,0.0901,0.0901,0.0901,0.0901,0.0901,2,True
2023-08-23 16:38:00,1000,0.1444,0.1444,0.1444,0.1444,0.1444,1,True
2023-08-23 18:36:00,3500,0.12,0.12,0.12,0.12,0.12,1,True
2023-08-23 19:13:00,500,0.14,0.14,0.14,0.14,0.14,1,True
2023-08-23 19:32:00,14950,0.14,0.14,0.14,0.14,0.14,2,True
2023-08-23 19:46:00,43000,0.1646,0.1444,0.17,0.17,0.1444,7,True
2023-08-24 13:30:00,308,0.195,0.195,0.195,0.195,0.195,1,True
2023-08-24 16:28:00,500,0.1396,0.1396,0.1396,0.1396,0.1396,1,True
2023-08-24 16:33:00,20000,0.1396,0.1394,0.1396,0.1396,0.1394,2,True
2023-08-24 16:48:00,600,0.1396,0.1396,0.1396,0.1396,0.1396,1,True
2023-08-24 16:57:00,1000,0.1396,0.1396,0.1396,0.1396,0.1396,1,True
2023-08-24 18:20:00,2000,0.12,0.12,0.12,0.12,0.12,2,True
2023-08-24 18:22:00,20000,0.12,0.12,0.12,0.12,0.12,1,True
2023-08-24 18:41:00,400,0.1183,0.1183,0.1183,0.1183,0.1183,1,True
2023-08-24 19:24:00,790,0.1181,0.1181,0.1181,0.1181,0.1181,1,True
2023-08-24 19:54:00,7950,0.1178,0.1178,0.1178,0.1178,0.1178,1,True
2023-08-24 19:59:00,5000,0.1152,0.1152,0.1152,0.1152,0.1152,2,True
2023-08-25 15:42:00,500,0.175,0.175,0.175,0.175,0.175,1,True
2023-08-25 17:45:00,2000,0.1101,0.1101,0.1101,0.1101,0.1101,1,True
