t,v,vw,o,c,h,l,n,otc
2023-10-16 19:43:00,5000,0.125,0.125,0.125,0.125,0.125,1,True
2023-10-18 13:35:00,490,0.0701,0.07,0.0702,0.0702,0.07,2,True
2023-10-18 13:37:00,500,0.07,0.07,0.07,0.07,0.07,2,True
2023-10-18 13:40:00,455,0.0702,0.0702,0.0702,0.0702,0.0702,1,True
2023-10-18 13:43:00,194,0.0702,0.0702,0.0702,0.0702,0.0702,1,True
2023-10-18 13:44:00,787,0.125,0.125,0.125,0.125,0.125,1,True
2023-10-18 13:45:00,806,0.0721,0.0721,0.0721,0.0721,0.0721,1,True
2023-10-18 16:34:00,1000,0.11,0.11,0.11,0.11,0.11,1,True
2023-10-18 19:44:00,2000,0.11,0.11,0.11,0.11,0.11,1,True
2023-10-18 19:45:00,2000,0.11,0.11,0.11,0.11,0.11,2,True
2023-10-19 14:10:00,10000,0.11,0.11,0.11,0.11,0.11,2,True
2023-10-19 14:23:00,110,0.125,0.125,0.125,0.125,0.125,1,True
2023-10-23 16:37:00,2269,0.125,0.125,0.125,0.125,0.125,3,True
2023-10-23 17:15:00,5000,0.125,0.125,0.125,0.125,0.125,1,True
2023-10-23 17:20:00,590,0.1252,0.1252,0.1252,0.1252,0.1252,1,True
2023-10-23 17:34:00,3800,0.125,0.125,0.125,0.125,0.125,1,True
