t,v,vw,o,c,h,l,n,otc
2023-05-22 13:38:00,6700,0.0586,0.0489,0.0589,0.0589,0.0489,3,True
2023-05-22 13:39:00,2142,0.0492,0.0489,0.053,0.053,0.0489,2,True
2023-05-22 13:47:00,125,0.0579,0.0579,0.0579,0.0579,0.0579,1,True
2023-05-22 13:48:00,9949,0.0528,0.0489,0.0579,0.0579,0.0489,3,True
2023-05-22 13:50:00,600,0.0489,0.0489,0.0489,0.0489,0.0489,1,True
2023-05-22 14:33:00,3300,0.046,0.046,0.046,0.046,0.046,1,True
2023-05-22 16:07:00,1000,0.046,0.046,0.046,0.046,0.046,1,True
2023-05-22 16:48:00,200,0.046,0.046,0.046,0.046,0.046,1,True
2023-05-22 16:58:00,5000,0.046,0.046,0.046,0.046,0.046,1,True
2023-05-22 17:01:00,11490,0.046,0.046,0.046,0.046,0.046,1,True
2023-05-22 17:07:00,32000,0.059,0.058,0.0599,0.0599,0.058,3,True
2023-05-22 17:08:00,1159,0.0599,0.0599,0.0599,0.0599,0.0599,1,True
2023-05-22 17:16:00,10350,0.06,0.06,0.06,0.06,0.06,1,True
2023-05-22 17:21:00,34022,0.0792,0.0754,0.0808,0.0808,0.0754,5,True
2023-05-22 17:23:00,46600,0.0999,0.0999,0.0999,0.1,0.0999,5,True
2023-05-22 17:26:00,4400,0.1,0.1,0.1,0.1,0.1,1,True
2023-05-22 17:28:00,13250,0.1,0.1,0.1,0.1,0.1,4,True
2023-05-22 17:54:00,416,0.11,0.11,0.11,0.11,0.11,1,True
2023-05-22 17:55:00,5000,0.11,0.11,0.11,0.11,0.11,1,True
2023-05-22 18:13:00,38600,0.0616,0.07,0.06,0.07,0.06,5,True
2023-05-22 18:15:00,4000,0.06,0.06,0.06,0.06,0.06,1,True
2023-05-22 18:18:00,20000,0.06,0.06,0.06,0.06,0.06,1,True
2023-05-22 18:19:00,700,0.06,0.06,0.06,0.06,0.06,1,True
2023-05-22 18:34:00,300,0.06,0.06,0.06,0.06,0.06,1,True
2023-05-22 18:45:00,9200,0.06,0.06,0.06,0.06,0.06,1,True
2023-05-22 18:46:00,41212,0.06,0.06,0.06,0.06,0.06,2,True
2023-05-22 18:49:00,3100,0.0594,0.0594,0.0594,0.0594,0.0594,1,True
2023-05-22 18:51:00,17300,0.1101,0.11,0.11,0.119,0.11,3,True
2023-05-22 18:52:00,30700,0.1149,0.11,0.11,0.12,0.11,5,True
2023-05-22 19:47:00,4000,0.0611,0.0611,0.0611,0.0611,0.0611,1,True
2023-05-23 14:30:00,6350,0.0611,0.0611,0.0611,0.0611,0.0611,1,True
2023-05-23 15:03:00,14800,0.0611,0.0611,0.0611,0.0611,0.0611,2,True
2023-05-23 15:29:00,4700,0.0611,0.0611,0.0611,0.0611,0.0611,1,True
2023-05-23 17:02:00,1200,0.08,0.08,0.08,0.08,0.08,1,True
2023-05-23 18:13:00,1426,0.095,0.095,0.095,0.095,0.095,1,True
2023-05-23 18:47:00,41574,0.105,0.105,0.105,0.105,0.105,1,True
2023-05-23 18:48:00,41000,0.1,0.1,0.1,0.1,0.1,1,True
2023-05-23 18:51:00,661,0.08,0.08,0.08,0.08,0.08,2,True
2023-05-23 19:34:00,574,0.1,0.1,0.1,0.1,0.1,1,True
2023-05-23 19:59:00,1000,0.08,0.08,0.08,0.08,0.08,1,True
