t,v,vw,o,c,h,l,n,otc
2023-12-12 16:44:00,1000,0.14,0.14,0.14,0.14,0.14,1,True
2023-12-12 16:52:00,4300,0.14,0.14,0.14,0.14,0.14,1,True
2023-12-12 17:41:00,200,0.14,0.14,0.14,0.14,0.14,1,True
2023-12-12 19:56:00,5000,0.03,0.03,0.03,0.03,0.03,1,True
2023-12-12 20:02:00,300,0.14,0.14,0.14,0.14,0.14,1,True
2023-12-12 20:14:00,6555,0.0309,0.0305,0.05,0.05,0.0302,3,True
2023-12-12 20:28:00,250,0.14,0.14,0.14,0.14,0.14,1,True
2023-12-12 20:46:00,100,0.11,0.11,0.11,0.11,0.11,1,True
2023-12-12 20:58:00,240,0.14,0.14,0.14,0.14,0.14,1,True
2023-12-13 14:50:00,1842,0.1,0.1,0.1,0.1,0.1,1,True
2023-12-13 15:24:00,2000,0.15,0.15,0.15,0.15,0.15,1,True
2023-12-13 15:25:00,2560,0.1,0.1,0.1,0.1,0.1,1,True
2023-12-13 15:27:00,2000,0.15,0.15,0.15,0.15,0.15,1,True
2023-12-13 15:36:00,2000,0.15,0.15,0.15,0.15,0.15,1,True
2023-12-14 16:43:00,500,0.0401,0.0401,0.0401,0.0401,0.0401,1,True
2023-12-14 18:20:00,110,0.145,0.145,0.145,0.145,0.145,1,True
2023-12-14 18:47:00,3000,0.145,0.145,0.145,0.145,0.145,1,True
2023-12-14 20:18:00,100,0.145,0.145,0.145,0.145,0.145,1,True
2023-12-14 20:55:00,2076,0.145,0.145,0.145,0.145,0.145,1,True
2023-12-15 20:05:00,4000,0.15,0.15,0.15,0.15,0.15,1,True
2023-12-18 14:35:00,8859,0.15,0.15,0.15,0.15,0.15,2,True
2023-12-18 14:47:00,1000,0.15,0.15,0.15,0.15,0.15,1,True
2023-12-18 16:49:00,10000,0.15,0.15,0.15,0.15,0.15,2,True
2023-12-18 16:53:00,200,0.175,0.175,0.175,0.175,0.175,1,True
2023-12-18 17:43:00,2250,0.0521,0.0521,0.0521,0.0521,0.0521,1,True
2023-12-18 20:48:00,500,0.195,0.195,0.195,0.195,0.195,1,True
