t,v,vw,o,c,h,l,n,otc
2023-09-15 13:38:00,1850,0.0965,0.0965,0.0965,0.0965,0.0965,1,True
2023-09-18 13:30:00,5000,0.1,0.1,0.1,0.1,0.1,1,True
2023-09-18 19:43:00,7000,0.13,0.13,0.13,0.13,0.13,2,True
2023-09-18 19:46:00,2500,0.13,0.13,0.13,0.13,0.13,1,True
2023-09-19 15:05:00,10000,0.1,0.1,0.1,0.1,0.1,2,True
2023-09-19 15:06:00,4680,0.1,0.1,0.1,0.1,0.1,1,True
2023-09-19 15:07:00,2900,0.1,0.1,0.1,0.1,0.1,1,True
2023-09-19 15:28:00,1250,0.1,0.1,0.1,0.1,0.1,2,True
2023-09-19 15:44:00,13140,0.0991,0.1,0.0952,0.1,0.0952,3,True
2023-09-19 18:40:00,2000,0.13,0.13,0.13,0.13,0.13,1,True
2023-09-19 19:48:00,1292,0.13,0.13,0.13,0.13,0.13,1,True
2023-09-20 15:12:00,5800,0.1299,0.1299,0.1299,0.1299,0.1299,1,True
2023-09-21 15:33:00,4000,0.125,0.125,0.125,0.125,0.125,1,True
2023-09-21 15:37:00,350,0.125,0.125,0.125,0.125,0.125,1,True
