t,v,vw,o,c,h,l,n,otc
2023-10-02 13:46:00,500,0.08,0.08,0.08,0.08,0.08,1,True
2023-10-02 14:24:00,1000,0.1,0.1,0.1,0.1,0.1,1,True
2023-10-03 13:30:00,1100,0.0696,0.065,0.065,0.075,0.065,4,True
2023-10-03 16:59:00,1000,0.1,0.1,0.1,0.1,0.1,1,True
2023-10-04 14:56:00,20000,0.1,0.0999,0.1,0.1,0.0999,3,True
2023-10-04 15:01:00,10000,0.1,0.1,0.1,0.1,0.1,1,True
2023-10-04 19:28:00,1000,0.1,0.1,0.1,0.1,0.1,1,True
2023-10-04 19:32:00,290,0.1,0.1,0.1,0.1,0.1,2,True
2023-10-05 18:09:00,2200,0.1,0.1,0.1,0.1,0.1,1,True
2023-10-06 18:47:00,7910,0.1,0.1,0.1,0.1,0.1,2,True
