t,v,vw,o,c,h,l,n,otc
2023-11-09 15:27:00,2765,0.153,0.153,0.153,0.153,0.153,1,True
2023-11-09 20:58:00,150,0.125,0.125,0.125,0.125,0.125,1,True
2023-11-10 16:06:00,100,0.153,0.153,0.153,0.153,0.153,1,True
2023-11-10 16:12:00,2074,0.1001,0.1,0.1002,0.1002,0.1,2,True
2023-11-10 18:08:00,3889,0.1018,0.102,0.102,0.102,0.102,2,True
2023-11-14 14:37:00,700,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-14 19:00:00,4000,0.0864,0.1,0.0845,0.1,0.0845,2,True
2023-11-14 19:32:00,100,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-15 17:00:00,666,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-15 17:47:00,1000,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-15 18:47:00,102,0.15,0.15,0.15,0.15,0.15,3,True
2023-11-15 20:24:00,300,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-16 14:40:00,600,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-16 15:04:00,380,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-16 16:30:00,1200,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-16 16:43:00,105,0.111,0.111,0.111,0.111,0.111,1,True
2023-11-16 18:38:00,200,0.15,0.15,0.15,0.15,0.15,1,True
2023-11-16 20:43:00,3000,0.15,0.15,0.15,0.15,0.15,1,True
