t,v,vw,o,c,h,l,n,z,s,e
2023-08-29 11:43:00,250,3.06,3.06,3.06,3.06,3.06,2,125.0,1693309380000,1693309440000
2023-08-29 12:03:00,400,3.06,3.06,3.06,3.06,3.06,3,133.33333333333334,1693310580000,1693310640000
2023-08-29 12:12:00,200,3.0782,3.08,3.08,3.08,3.08,2,100.0,1693311120000,1693311180000
2023-08-29 12:21:00,200,3.06,3.06,3.06,3.06,3.06,2,100.0,1693311660000,1693311720000
2023-08-29 13:09:00,100,3.06,3.06,3.06,3.06,3.06,1,100.0,1693314540000,1693314600000
2023-08-29 13:25:00,100,3.06,3.06,3.06,3.06,3.06,1,100.0,1693315500000,1693315560000
2023-08-29 13:30:00,20171,3.0106,3.0,3.01,3.032,3.0,35,576.3142857142857,1693315800000,1693315860000
2023-08-29 13:31:00,1500,3.01,3.01,3.01,3.01,3.01,8,187.5,1693315860000,1693315920000
2023-08-29 13:32:00,8066,2.9991,3.0,2.99,3.0,2.99,25,322.64,1693315920000,1693315980000
2023-08-29 13:33:00,200,2.9821,2.9842,2.98,2.9842,2.98,2,100.0,1693315980000,1693316040000
2023-08-29 13:34:00,1454,2.99,2.99,2.99,2.99,2.99,14,103.85714285714286,1693316040000,1693316100000
2023-08-29 13:35:00,3418,3.0057,3.0,2.99,3.025,2.99,54,63.2962962962963,1693316100000,1693316160000
2023-08-29 13:36:00,2300,2.9809,2.99,2.98,2.99,2.98,6,383.3333333333333,1693316160000,1693316220000
2023-08-29 13:37:00,1806,3.0094,2.99,3.02,3.02,2.99,11,164.1818181818182,1693316220000,1693316280000
2023-08-29 13:38:00,1765,3.0038,3.01,3.0,3.01,3.0,28,63.035714285714285,1693316280000,1693316340000
2023-08-29 13:40:00,4425,3.021,3.02,3.02,3.0227,3.02,17,260.29411764705884,1693316400000,1693316460000
2023-08-29 13:41:00,8066,3.0201,3.02,3.02,3.03,3.02,23,350.69565217391306,1693316460000,1693316520000
2023-08-29 13:42:00,1191,3.042,3.03,3.0497,3.0497,3.03,10,119.1,1693316520000,1693316580000
2023-08-29 13:43:00,7475,3.0548,3.05,3.065,3.065,3.045,44,169.88636363636363,1693316580000,1693316640000
2023-08-29 13:44:00,6405,3.0556,3.06,3.05,3.06,3.05,41,156.21951219512195,1693316640000,1693316700000
2023-08-29 13:45:00,2784,3.0512,3.055,3.055,3.055,3.05,18,154.66666666666666,1693316700000,1693316760000
2023-08-29 13:46:00,2456,3.0527,3.05,3.05,3.06,3.05,24,102.33333333333333,1693316760000,1693316820000
2023-08-29 13:47:00,2643,3.0516,3.055,3.05,3.055,3.05,26,101.65384615384616,1693316820000,1693316880000
2023-08-29 13:48:00,813,3.0489,3.05,3.05,3.05,3.05,23,35.34782608695652,1693316880000,1693316940000
2023-08-29 13:49:00,1715,3.0501,3.05,3.05,3.05,3.05,23,74.56521739130434,1693316940000,1693317000000
2023-08-29 13:50:00,3046,3.0502,3.05,3.05,3.05,3.05,10,304.6,1693317000000,1693317060000
2023-08-29 13:51:00,14889,3.0758,3.06,3.075,3.08,3.06,91,163.6153846153846,1693317060000,1693317120000
2023-08-29 13:52:00,21384,3.0929,3.075,3.095,3.1,3.075,95,225.09473684210528,1693317120000,1693317180000
2023-08-29 13:53:00,3313,3.1,3.0988,3.11,3.11,3.095,27,122.70370370370371,1693317180000,1693317240000
2023-08-29 13:54:00,6492,3.1098,3.11,3.115,3.12,3.1,58,111.93103448275862,1693317240000,1693317300000
2023-08-29 13:55:00,1838,3.1194,3.115,3.12,3.12,3.115,23,79.91304347826087,1693317300000,1693317360000
2023-08-29 13:56:00,10578,3.1097,3.11,3.09,3.1199,3.09,48,220.375,1693317360000,1693317420000
