t,v,vw,o,c,h,l,n,z,s,e
2023-07-05 12:00:00,627,51.8494,51.81,51.9,51.9,51.81,10,62.7,1688558400000,1688558460000
2023-07-05 12:02:00,506,51.9583,51.96,51.96,51.96,51.96,7,72.28571428571429,1688558520000,1688558580000
2023-07-05 12:27:00,100,51.41,51.41,51.41,51.41,51.41,1,100.0,1688560020000,1688560080000
2023-07-05 12:30:00,342,51.4644,51.42,51.42,51.42,51.42,11,31.09090909090909,1688560200000,1688560260000
2023-07-05 13:30:00,47356,51.5063,51.51,51.52,51.64,51.402,341,138.87390029325513,1688563800000,1688563860000
2023-07-05 13:31:00,8641,51.5178,51.5,51.57,51.57,51.45,116,74.49137931034483,1688563860000,1688563920000
2023-07-05 13:32:00,1360,51.6052,51.59,51.64,51.64,51.59,39,34.87179487179487,1688563920000,1688563980000
2023-07-05 13:33:00,4270,51.6686,51.65,51.69,51.7489,51.63,91,46.92307692307692,1688563980000,1688564040000
2023-07-05 13:34:00,1520,51.6413,51.69,51.625,51.695,51.62,35,43.42857142857143,1688564040000,1688564100000
2023-07-05 13:35:00,10123,51.5892,51.6,51.56,51.6213,51.53,166,60.98192771084337,1688564100000,1688564160000
2023-07-05 13:36:00,5560,51.5523,51.58,51.5301,51.58,51.5301,93,59.784946236559136,1688564160000,1688564220000
2023-07-05 13:37:00,2928,51.449,51.47,51.4329,51.47,51.4329,57,51.36842105263158,1688564220000,1688564280000
2023-07-05 13:38:00,3867,51.5504,51.52,51.6151,51.6151,51.5,65,59.49230769230769,1688564280000,1688564340000
2023-07-05 13:39:00,3466,51.6065,51.65,51.59,51.652,51.585,37,93.67567567567568,1688564340000,1688564400000
2023-07-05 13:40:00,5596,51.4692,51.55,51.4423,51.56,51.39,125,44.768,1688564400000,1688564460000
2023-07-05 13:41:00,6432,51.3253,51.38,51.34,51.38,51.2915,92,69.91304347826087,1688564460000,1688564520000
2023-07-05 13:42:00,5546,51.3668,51.333,51.43,51.43,51.28,88,63.02272727272727,1688564520000,1688564580000
2023-07-05 13:43:00,3731,51.4448,51.47,51.4399,51.475,51.39,52,71.75,1688564580000,1688564640000
