t,v,vw,o,c,h,l,n,z,s,e
2024-04-17 08:06:00,220.0,2.48,2.48,2.48,2.48,2.48,2,110.0,1713341160000,1713341220000
2024-04-17 08:32:00,200.0,2.49,2.49,2.49,2.49,2.49,2,100.0,1713342720000,1713342780000
2024-04-17 08:51:00,100.0,2.49,2.49,2.49,2.49,2.49,1,100.0,1713343860000,1713343920000
2024-04-17 09:00:00,12994.0,2.49,2.49,2.49,2.49,2.49,10,1299.4,1713344400000,1713344460000
2024-04-17 09:50:00,100.0,2.49,2.49,2.49,2.49,2.49,1,100.0,1713347400000,1713347460000
2024-04-17 10:13:00,7000.0,2.49,2.49,2.49,2.49,2.49,2,3500.0,1713348780000,1713348840000
2024-04-17 10:52:00,27599.0,2.49,2.49,2.49,2.49,2.49,3,9199.666666666666,1713351120000,1713351180000
2024-04-17 11:25:00,200.0,2.49,2.49,2.49,2.49,2.49,2,100.0,1713353100000,1713353160000
2024-04-17 12:00:00,4082.0,2.4903,2.49,2.4903,2.4903,2.49,7,583.1428571428571,1713355200000,1713355260000
2024-04-17 12:03:00,8000.0,2.49,2.49,2.49,2.49,2.49,5,1600.0,1713355380000,1713355440000
2024-04-17 12:23:00,2529.0,2.49,2.49,2.49,2.49,2.49,1,2529.0,1713356580000,1713356640000
2024-04-17 12:24:00,1471.0,2.49,2.49,2.49,2.49,2.49,1,1471.0,1713356640000,1713356700000
2024-04-17 12:39:00,3329.0,2.49,2.49,2.49,2.49,2.49,9,369.8888888888889,1713357540000,1713357600000
2024-04-17 13:09:00,413.0,2.49,2.49,2.49,2.49,2.49,2,206.5,1713359340000,1713359400000
2024-04-17 13:13:00,555.0,2.49,2.49,2.49,2.49,2.49,6,92.5,1713359580000,1713359640000
2024-04-17 13:30:00,73490.0,2.4932,2.49,2.4998,2.5,2.49,55,1336.1818181818182,1713360600000,1713360660000
2024-04-17 13:31:00,393525.0,2.4894,2.495,2.485,2.5,2.48,209,1882.8947368421052,1713360660000,1713360720000
2024-04-17 13:32:00,198805.0,2.4904,2.485,2.5,2.5,2.485,113,1759.3362831858408,1713360720000,1713360780000
2024-04-17 13:33:00,139745.0,2.4933,2.4903,2.495,2.4958,2.49,100,1397.45,1713360780000,1713360840000
2024-04-17 13:35:00,20191.0,2.494,2.491,2.5,2.5,2.49,38,531.3421052631579,1713360900000,1713360960000
2024-04-17 13:36:00,11866.0,2.4954,2.4901,2.4901,2.5,2.49,50,237.32,1713360960000,1713361020000
2024-04-17 13:37:00,3215.0,2.494,2.4901,2.495,2.5,2.4901,19,169.21052631578948,1713361020000,1713361080000
2024-04-17 13:38:00,309835.0,2.4887,2.495,2.48,2.495,2.48,166,1866.4759036144578,1713361080000,1713361140000
2024-04-17 13:39:00,163050.0,2.4889,2.48,2.485,2.49,2.48,99,1646.969696969697,1713361140000,1713361200000
2024-04-17 13:40:00,11697.0,2.489,2.485,2.49,2.49,2.485,15,779.8,1713361200000,1713361260000
2024-04-17 13:41:00,15452.0,2.4894,2.485,2.485,2.49,2.485,11,1404.7272727272727,1713361260000,1713361320000
2024-04-17 13:42:00,167388.0,2.4914,2.485,2.495,2.5,2.485,86,1946.3720930232557,1713361320000,1713361380000
2024-04-17 13:43:00,41395.0,2.4941,2.49,2.495,2.5,2.49,34,1217.5,1713361380000,1713361440000
