t,v,vw,o,c,h,l,n,z,s,e
2024-01-04 09:00:00,150,15.4,15.4,15.4,15.4,15.4,1,150.0,1704358800000,1704358860000
2024-01-04 09:36:00,500,15.42,15.42,15.42,15.42,15.42,1,500.0,1704360960000,1704361020000
2024-01-04 10:50:00,789,15.444,15.42,15.42,15.42,15.42,7,112.71428571428571,1704365400000,1704365460000
2024-01-04 11:08:00,100,15.45,15.45,15.45,15.45,15.45,1,100.0,1704366480000,1704366540000
2024-01-04 11:41:00,500,15.414,15.45,15.39,15.45,15.39,6,83.33333333333333,1704368460000,1704368520000
2024-01-04 11:48:00,739,15.4187,15.4,15.4,15.47,15.4,7,105.57142857142857,1704368880000,1704368940000
2024-01-04 11:54:00,303,15.4,15.4,15.4,15.4,15.4,2,151.5,1704369240000,1704369300000
2024-01-04 13:14:00,2956,15.3,15.3,15.3,15.3,15.3,3,985.3333333333334,1704374040000,1704374100000
2024-01-04 13:15:00,2044,15.25,15.25,15.25,15.25,15.25,1,2044.0,1704374100000,1704374160000
2024-01-04 13:18:00,200,15.31,15.31,15.31,15.31,15.31,1,200.0,1704374280000,1704374340000
2024-01-04 13:20:00,7604,15.2435,15.25,15.2302,15.25,15.2302,6,1267.3333333333333,1704374400000,1704374460000
2024-01-04 13:25:00,100,15.3,15.3,15.3,15.3,15.3,1,100.0,1704374700000,1704374760000
2024-01-04 13:31:00,105,15.2505,15.25,15.25,15.25,15.25,2,52.5,1704375060000,1704375120000
2024-01-04 13:32:00,400,15.25,15.25,15.25,15.25,15.25,4,100.0,1704375120000,1704375180000
2024-01-04 13:37:00,1200,15.23,15.23,15.23,15.23,15.23,1,1200.0,1704375420000,1704375480000
2024-01-04 13:43:00,1001,15.2227,15.22,15.23,15.23,15.22,6,166.83333333333334,1704375780000,1704375840000
2024-01-04 13:44:00,3350,15.2091,15.23,15.2014,15.24,15.2014,6,558.3333333333334,1704375840000,1704375900000
2024-01-04 13:50:00,1640,15.25,15.25,15.25,15.25,15.25,3,546.6666666666666,1704376200000,1704376260000
2024-01-04 13:51:00,900,15.26,15.26,15.26,15.26,15.26,1,900.0,1704376260000,1704376320000
2024-01-04 13:53:00,1000,15.26,15.26,15.26,15.26,15.26,2,500.0,1704376380000,1704376440000
2024-01-04 13:55:00,400,15.3293,15.3293,15.3293,15.3293,15.3293,1,400.0,1704376500000,1704376560000
2024-01-04 13:57:00,1002,15.2538,15.26,15.25,15.26,15.25,9,111.33333333333333,1704376620000,1704376680000
2024-01-04 14:00:00,296,15.23,15.23,15.23,15.23,15.23,2,148.0,1704376800000,1704376860000
2024-01-04 14:04:00,361,15.22,15.22,15.22,15.22,15.22,2,180.5,1704377040000,1704377100000
2024-01-04 14:05:00,202,15.21,15.21,15.21,15.21,15.21,2,101.0,1704377100000,1704377160000
2024-01-04 14:11:00,1199,15.2029,15.2,15.22,15.22,15.2,4,299.75,1704377460000,1704377520000
2024-01-04 14:16:00,700,15.23,15.23,15.23,15.23,15.23,1,700.0,1704377760000,1704377820000
