t,v,vw,o,c,h,l,n,z,s,e
2023-12-27 12:23:00,240,1.62,1.62,1.62,1.62,1.62,4,60.0,1703679780000,1703679840000
2023-12-27 12:25:00,154,1.62,1.62,1.62,1.62,1.62,2,77.0,1703679900000,1703679960000
2023-12-27 12:26:00,100,1.62,1.62,1.62,1.62,1.62,1,100.0,1703679960000,1703680020000
2023-12-27 13:00:00,1129,1.6298,1.63,1.63,1.63,1.63,7,161.28571428571428,1703682000000,1703682060000
2023-12-27 13:13:00,1000,1.63,1.63,1.63,1.63,1.63,2,500.0,1703682780000,1703682840000
2023-12-27 13:17:00,575,1.6283,1.62,1.63,1.63,1.62,2,287.5,1703683020000,1703683080000
2023-12-27 13:36:00,1000,1.64,1.64,1.64,1.64,1.64,2,500.0,1703684160000,1703684220000
2023-12-27 13:47:00,209,1.64,1.64,1.64,1.64,1.64,3,69.66666666666667,1703684820000,1703684880000
2023-12-27 13:55:00,4726,1.65,1.65,1.65,1.65,1.65,4,1181.5,1703685300000,1703685360000
2023-12-27 14:11:00,10000,1.64,1.64,1.64,1.64,1.64,2,5000.0,1703686260000,1703686320000
2023-12-27 14:18:00,800,1.64,1.64,1.64,1.64,1.64,1,800.0,1703686680000,1703686740000
2023-12-27 14:23:00,2000,1.6498,1.6498,1.6498,1.6498,1.6498,1,2000.0,1703686980000,1703687040000
2023-12-27 14:25:00,39699,1.6115,1.63,1.61,1.64,1.58,103,385.4271844660194,1703687100000,1703687160000
2023-12-27 14:26:00,6650,1.6139,1.62,1.62,1.62,1.61,22,302.27272727272725,1703687160000,1703687220000
2023-12-27 14:27:00,8918,1.6299,1.63,1.63,1.63,1.63,41,217.5121951219512,1703687220000,1703687280000
2023-12-27 14:29:00,1000,1.63,1.63,1.63,1.63,1.63,4,250.0,1703687340000,1703687400000
2023-12-27 14:30:00,67099,1.629,1.63,1.62,1.63,1.62,58,1156.8793103448277,1703687400000,1703687460000
2023-12-27 14:31:00,1130,1.6204,1.625,1.62,1.625,1.62,4,282.5,1703687460000,1703687520000
2023-12-27 14:32:00,4590,1.6188,1.625,1.615,1.625,1.615,51,90.0,1703687520000,1703687580000
2023-12-27 14:33:00,967,1.6122,1.615,1.61,1.615,1.61,7,138.14285714285714,1703687580000,1703687640000
2023-12-27 14:34:00,1456,1.6176,1.62,1.61,1.62,1.61,8,182.0,1703687640000,1703687700000
2023-12-27 14:35:00,15872,1.6089,1.61,1.605,1.61,1.605,43,369.1162790697674,1703687700000,1703687760000
2023-12-27 14:36:00,4462,1.6001,1.6,1.6,1.6,1.6,24,185.91666666666666,1703687760000,1703687820000
2023-12-27 14:37:00,2004,1.6009,1.6,1.6094,1.6094,1.6,19,105.47368421052632,1703687820000,1703687880000
2023-12-27 14:38:00,27045,1.6071,1.6,1.615,1.615,1.6,110,245.86363636363637,1703687880000,1703687940000
2023-12-27 14:40:00,411,1.6145,1.6135,1.615,1.615,1.6135,5,82.2,1703688000000,1703688060000
2023-12-27 14:41:00,277,1.6156,1.615,1.615,1.615,1.615,5,55.4,1703688060000,1703688120000
2023-12-27 14:42:00,26327,1.6196,1.62,1.62,1.625,1.615,74,355.77027027027026,1703688120000,1703688180000
2023-12-27 14:43:00,1938,1.6203,1.62,1.625,1.625,1.62,8,242.25,1703688180000,1703688240000
2023-12-27 14:44:00,542,1.6261,1.625,1.6279,1.6279,1.625,3,180.66666666666666,1703688240000,1703688300000
2023-12-27 14:45:00,1675,1.6212,1.625,1.62,1.625,1.62,9,186.11111111111111,1703688300000,1703688360000
2023-12-27 14:46:00,3862,1.6219,1.625,1.6294,1.6294,1.62,21,183.9047619047619,1703688360000,1703688420000
2023-12-27 14:47:00,2282,1.6246,1.625,1.62,1.625,1.62,16,142.625,1703688420000,1703688480000
2023-12-27 14:48:00,266,1.6272,1.63,1.63,1.63,1.63,6,44.333333333333336,1703688480000,1703688540000
2023-12-27 14:49:00,14094,1.6167,1.6215,1.6176,1.6215,1.6126,17,829.0588235294117,1703688540000,1703688600000
2023-12-27 14:50:00,1503,1.6183,1.62,1.615,1.62,1.615,6,250.5,1703688600000,1703688660000
2023-12-27 14:51:00,1056,1.6193,1.615,1.62,1.62,1.615,6,176.0,1703688660000,1703688720000
2023-12-27 14:52:00,1104,1.6191,1.62,1.62,1.62,1.615,5,220.8,1703688720000,1703688780000
2023-12-27 14:53:00,5249,1.6149,1.615,1.615,1.615,1.6142,13,403.7692307692308,1703688780000,1703688840000
2023-12-27 14:54:00,2927,1.61,1.61,1.61,1.61,1.61,7,418.14285714285717,1703688840000,1703688900000
2023-12-27 14:55:00,6695,1.6101,1.615,1.61,1.615,1.61,3,2231.6666666666665,1703688900000,1703688960000
2023-12-27 14:56:00,988,1.61,1.61,1.61,1.61,1.61,7,141.14285714285714,1703688960000,1703689020000
2023-12-27 14:57:00,12889,1.61,1.61,1.61,1.61,1.61,11,1171.7272727272727,1703689020000,1703689080000
2023-12-27 14:58:00,5948,1.61,1.61,1.61,1.6102,1.61,10,594.8,1703689080000,1703689140000
2023-12-27 14:59:00,2161,1.6146,1.615,1.615,1.615,1.61,16,135.0625,1703689140000,1703689200000
2023-12-27 15:00:00,222,1.615,1.615,1.615,1.615,1.615,2,111.0,1703689200000,1703689260000
2023-12-27 15:01:00,91032,1.6039,1.615,1.6,1.62,1.6,127,716.7874015748032,1703689260000,1703689320000
2023-12-27 15:02:00,617,1.601,1.605,1.6,1.605,1.6,6,102.83333333333333,1703689320000,1703689380000
2023-12-27 15:03:00,300,1.6065,1.6078,1.6078,1.6078,1.6078,2,150.0,1703689380000,1703689440000
2023-12-27 15:04:00,758,1.6082,1.6094,1.605,1.6094,1.605,6,126.33333333333333,1703689440000,1703689500000
2023-12-27 15:05:00,1139,1.6011,1.61,1.6,1.61,1.6,10,113.9,1703689500000,1703689560000
2023-12-27 15:06:00,203,1.6,1.6,1.6,1.6,1.6,3,67.66666666666667,1703689560000,1703689620000
2023-12-27 15:08:00,1163,1.6065,1.605,1.6094,1.6094,1.6,15,77.53333333333333,1703689680000,1703689740000
2023-12-27 15:09:00,21349,1.6114,1.6094,1.615,1.615,1.605,84,254.1547619047619,1703689740000,1703689800000
2023-12-27 15:10:00,1100,1.615,1.615,1.615,1.615,1.615,2,550.0,1703689800000,1703689860000
2023-12-27 15:11:00,20068,1.6205,1.62,1.625,1.625,1.615,52,385.9230769230769,1703689860000,1703689920000
2023-12-27 15:12:00,11097,1.6243,1.625,1.625,1.625,1.62,24,462.375,1703689920000,1703689980000
2023-12-27 15:13:00,3853,1.6281,1.625,1.63,1.63,1.6201,8,481.625,1703689980000,1703690040000
2023-12-27 15:14:00,386,1.6241,1.62,1.63,1.63,1.62,7,55.142857142857146,1703690040000,1703690100000
2023-12-27 15:15:00,3410,1.6209,1.6294,1.62,1.6294,1.62,11,310.0,1703690100000,1703690160000
2023-12-27 15:16:00,324,1.62,1.62,1.62,1.62,1.62,4,81.0,1703690160000,1703690220000
2023-12-27 15:17:00,2200,1.6219,1.62,1.62,1.6282,1.62,6,366.6666666666667,1703690220000,1703690280000
2023-12-27 15:18:00,7815,1.6199,1.62,1.615,1.62,1.615,23,339.7826086956522,1703690280000,1703690340000
2023-12-27 15:21:00,6185,1.6111,1.61,1.6115,1.615,1.61,11,562.2727272727273,1703690460000,1703690520000
2023-12-27 15:22:00,3810,1.6143,1.61,1.618,1.62,1.61,9,423.3333333333333,1703690520000,1703690580000
2023-12-27 15:23:00,29919,1.6193,1.615,1.625,1.625,1.615,64,467.484375,1703690580000,1703690640000
2023-12-27 15:24:00,501,1.625,1.625,1.625,1.625,1.625,5,100.2,1703690640000,1703690700000
2023-12-27 15:25:00,5136,1.6211,1.62,1.625,1.625,1.62,21,244.57142857142858,1703690700000,1703690760000
2023-12-27 15:26:00,4500,1.6277,1.6278,1.625,1.6278,1.625,2,2250.0,1703690760000,1703690820000
2023-12-27 15:28:00,655,1.6224,1.625,1.625,1.625,1.6201,5,131.0,1703690880000,1703690940000
2023-12-27 15:29:00,100,1.625,1.625,1.625,1.625,1.625,1,100.0,1703690940000,1703691000000
2023-12-27 15:31:00,3744,1.6208,1.624,1.62,1.624,1.62,4,936.0,1703691060000,1703691120000
2023-12-27 15:32:00,1929,1.625,1.625,1.625,1.625,1.625,15,128.6,1703691120000,1703691180000
2023-12-27 15:33:00,100,1.62,1.62,1.62,1.62,1.62,1,100.0,1703691180000,1703691240000
2023-12-27 15:35:00,26096,1.6209,1.62,1.615,1.63,1.615,51,511.6862745098039,1703691300000,1703691360000
2023-12-27 15:36:00,11381,1.6196,1.62,1.615,1.62,1.615,8,1422.625,1703691360000,1703691420000
2023-12-27 15:37:00,10712,1.6199,1.62,1.62,1.62,1.615,37,289.5135135135135,1703691420000,1703691480000
2023-12-27 15:40:00,809,1.6185,1.6185,1.6185,1.6185,1.6185,9,89.88888888888889,1703691600000,1703691660000
2023-12-27 15:42:00,6844,1.6118,1.61,1.61,1.6175,1.61,24,285.1666666666667,1703691720000,1703691780000
2023-12-27 15:43:00,109,1.6106,1.61,1.61,1.61,1.61,6,18.166666666666668,1703691780000,1703691840000
2023-12-27 15:44:00,107,1.6103,1.61,1.61,1.61,1.61,3,35.666666666666664,1703691840000,1703691900000
2023-12-27 15:46:00,2000,1.6148,1.615,1.615,1.615,1.615,3,666.6666666666666,1703691960000,1703692020000
2023-12-27 15:47:00,101,1.61,1.61,1.61,1.61,1.61,2,50.5,1703692020000,1703692080000
2023-12-27 15:48:00,294,1.615,1.615,1.615,1.615,1.615,4,73.5,1703692080000,1703692140000
