t,v,vw,o,c,h,l,n,z,s,e
2023-11-01 11:04:00,250,5.04,5.04,5.04,5.04,5.04,1,250.0,1698836640000,1698836700000
2023-11-01 13:28:00,1000,5.04,5.04,5.04,5.04,5.04,1,1000.0,1698845280000,1698845340000
2023-11-01 13:30:00,23881,5.0601,5.05,5.065,5.095,5.05,81,294.82716049382714,1698845400000,1698845460000
2023-11-01 13:31:00,21062,5.0636,5.065,5.055,5.075,5.055,102,206.49019607843138,1698845460000,1698845520000
2023-11-01 13:32:00,6463,5.0668,5.06,5.065,5.07,5.06,43,150.30232558139534,1698845520000,1698845580000
2023-11-01 13:33:00,8098,5.061,5.065,5.06,5.065,5.06,36,224.94444444444446,1698845580000,1698845640000
2023-11-01 13:34:00,15263,5.0673,5.06,5.085,5.085,5.06,67,227.80597014925374,1698845640000,1698845700000
2023-11-01 13:35:00,25357,5.0909,5.085,5.105,5.11,5.08,87,291.4597701149425,1698845700000,1698845760000
2023-11-01 13:36:00,8236,5.1038,5.105,5.105,5.108,5.1,56,147.07142857142858,1698845760000,1698845820000
2023-11-01 13:37:00,88662,5.1057,5.105,5.115,5.115,5.1002,63,1407.3333333333333,1698845820000,1698845880000
2023-11-01 13:38:00,33900,5.1056,5.115,5.095,5.12,5.095,97,349.4845360824742,1698845880000,1698845940000
2023-11-01 13:39:00,19597,5.0958,5.095,5.095,5.1,5.09,94,208.4787234042553,1698845940000,1698846000000
2023-11-01 13:40:00,26522,5.1001,5.095,5.105,5.11,5.095,114,232.64912280701753,1698846000000,1698846060000
2023-11-01 13:41:00,10313,5.0985,5.105,5.1,5.105,5.095,41,251.53658536585365,1698846060000,1698846120000
2023-11-01 13:42:00,19319,5.0974,5.1,5.09,5.105,5.09,88,219.5340909090909,1698846120000,1698846180000
2023-11-01 13:43:00,18404,5.0901,5.095,5.095,5.1,5.085,48,383.4166666666667,1698846180000,1698846240000
2023-11-01 13:44:00,5815,5.0958,5.1,5.095,5.1,5.09,39,149.10256410256412,1698846240000,1698846300000
2023-11-01 13:45:00,7601,5.1015,5.1,5.105,5.105,5.1,47,161.72340425531914,1698846300000,1698846360000
2023-11-01 13:46:00,15292,5.1008,5.1,5.105,5.105,5.095,54,283.18518518518516,1698846360000,1698846420000
2023-11-01 13:47:00,12018,5.1107,5.11,5.115,5.115,5.11,44,273.1363636363636,1698846420000,1698846480000
2023-11-01 13:48:00,7610,5.1195,5.115,5.13,5.13,5.115,27,281.85185185185185,1698846480000,1698846540000
2023-11-01 13:49:00,5521,5.1227,5.125,5.125,5.125,5.12,31,178.09677419354838,1698846540000,1698846600000
2023-11-01 13:50:00,20218,5.134,5.125,5.14,5.145,5.125,87,232.39080459770116,1698846600000,1698846660000
2023-11-01 13:51:00,9232,5.1396,5.13,5.135,5.145,5.13,48,192.33333333333334,1698846660000,1698846720000
2023-11-01 13:52:00,7803,5.1336,5.131,5.135,5.135,5.13,33,236.45454545454547,1698846720000,1698846780000
2023-11-01 13:53:00,2902,5.1338,5.135,5.135,5.135,5.13,19,152.73684210526315,1698846780000,1698846840000
2023-11-01 13:54:00,9663,5.1364,5.135,5.135,5.14,5.13,48,201.3125,1698846840000,1698846900000
2023-11-01 13:55:00,20878,5.1375,5.135,5.145,5.145,5.13,107,195.1214953271028,1698846900000,1698846960000
2023-11-01 13:56:00,36606,5.1407,5.145,5.15,5.15,5.14,81,451.9259259259259,1698846960000,1698847020000
2023-11-01 13:57:00,58180,5.141,5.145,5.145,5.15,5.14,38,1531.0526315789473,1698847020000,1698847080000
2023-11-01 13:58:00,6681,5.142,5.145,5.145,5.145,5.14,37,180.56756756756758,1698847080000,1698847140000
2023-11-01 13:59:00,52932,5.1404,5.145,5.14,5.15,5.14,26,2035.8461538461538,1698847140000,1698847200000
2023-11-01 14:00:00,37351,5.1471,5.15,5.145,5.16,5.14,150,249.00666666666666,1698847200000,1698847260000
2023-11-01 14:01:00,17201,5.1453,5.15,5.145,5.15,5.135,107,160.7570093457944,1698847260000,1698847320000
2023-11-01 14:02:00,9701,5.1405,5.145,5.145,5.145,5.135,42,230.97619047619048,1698847320000,1698847380000
2023-11-01 14:03:00,12956,5.1455,5.145,5.145,5.15,5.14,53,244.45283018867926,1698847380000,1698847440000
2023-11-01 14:04:00,16899,5.1397,5.145,5.145,5.145,5.135,65,259.9846153846154,1698847440000,1698847500000
2023-11-01 14:05:00,4941,5.1479,5.145,5.145,5.15,5.14,31,159.38709677419354,1698847500000,1698847560000
2023-11-01 14:06:00,18601,5.15,5.145,5.155,5.155,5.14,73,254.8082191780822,1698847560000,1698847620000
2023-11-01 14:07:00,15830,5.1606,5.155,5.165,5.165,5.155,50,316.6,1698847620000,1698847680000
2023-11-01 14:08:00,3190,5.1617,5.16,5.165,5.165,5.16,18,177.22222222222223,1698847680000,1698847740000
2023-11-01 14:09:00,11376,5.1711,5.165,5.175,5.18,5.165,28,406.2857142857143,1698847740000,1698847800000
2023-11-01 14:10:00,18770,5.1806,5.18,5.18,5.185,5.175,63,297.93650793650795,1698847800000,1698847860000
2023-11-01 14:11:00,3100,5.1831,5.18,5.185,5.185,5.18,23,134.7826086956522,1698847860000,1698847920000
2023-11-01 14:12:00,9748,5.1856,5.18,5.185,5.19,5.18,71,137.29577464788733,1698847920000,1698847980000
2023-11-01 14:13:00,18226,5.1899,5.185,5.195,5.195,5.185,56,325.4642857142857,1698847980000,1698848040000
2023-11-01 14:14:00,6429,5.1985,5.195,5.2,5.2,5.19,26,247.26923076923077,1698848040000,1698848100000
2023-11-01 14:15:00,14548,5.2006,5.195,5.2,5.205,5.1921,75,193.97333333333333,1698848100000,1698848160000
2023-11-01 14:16:00,55482,5.2114,5.205,5.22,5.225,5.2,156,355.65384615384613,1698848160000,1698848220000
2023-11-01 14:17:00,22490,5.2275,5.22,5.235,5.235,5.22,85,264.5882352941176,1698848220000,1698848280000
2023-11-01 14:18:00,4450,5.2364,5.235,5.2391,5.24,5.235,18,247.22222222222223,1698848280000,1698848340000
2023-11-01 14:19:00,8699,5.2345,5.235,5.24,5.24,5.23,39,223.05128205128204,1698848340000,1698848400000
2023-11-01 14:20:00,80744,5.2386,5.24,5.23,5.25,5.23,209,386.3349282296651,1698848400000,1698848460000
