t,v,vw,o,c,h,l,n,z,s,e
2024-02-13 14:29:00,1100,4.6345,4.64,4.61,4.64,4.61,5,220.0,1707834540000,1707834600000
2024-02-13 14:30:00,23850,4.5904,4.59,4.5618,4.61,4.5618,32,745.3125,1707834600000,1707834660000
2024-02-13 14:31:00,16500,4.5421,4.56,4.56,4.5675,4.52,73,226.02739726027397,1707834660000,1707834720000
2024-02-13 14:32:00,3241,4.5723,4.59,4.5627,4.59,4.5627,16,202.5625,1707834720000,1707834780000
2024-02-13 14:34:00,4024,4.6123,4.61,4.62,4.62,4.61,3,1341.3333333333333,1707834840000,1707834900000
2024-02-13 14:35:00,1632,4.6139,4.62,4.61,4.62,4.61,16,102.0,1707834900000,1707834960000
2024-02-13 14:36:00,4191,4.6224,4.62,4.63,4.632,4.62,48,87.3125,1707834960000,1707835020000
2024-02-13 14:37:00,1799,4.6343,4.6201,4.64,4.642,4.6201,15,119.93333333333334,1707835020000,1707835080000
2024-02-13 14:38:00,469,4.6473,4.645,4.65,4.65,4.645,8,58.625,1707835080000,1707835140000
2024-02-13 14:40:00,3134,4.6499,4.65,4.65,4.65,4.65,12,261.1666666666667,1707835200000,1707835260000
2024-02-13 14:41:00,680,4.6374,4.64,4.63,4.64,4.63,6,113.33333333333333,1707835260000,1707835320000
2024-02-13 14:42:00,1805,4.63,4.635,4.63,4.635,4.63,14,128.92857142857142,1707835320000,1707835380000
2024-02-13 14:43:00,1513,4.6298,4.63,4.63,4.63,4.63,22,68.77272727272727,1707835380000,1707835440000
2024-02-13 14:44:00,134,4.6337,4.635,4.635,4.635,4.635,3,44.666666666666664,1707835440000,1707835500000
2024-02-13 14:45:00,1656,4.6387,4.63,4.6404,4.6404,4.63,12,138.0,1707835500000,1707835560000
2024-02-13 14:46:00,733,4.6559,4.66,4.66,4.66,4.66,11,66.63636363636364,1707835560000,1707835620000
2024-02-13 14:47:00,818,4.66,4.66,4.66,4.66,4.66,10,81.8,1707835620000,1707835680000
2024-02-13 14:48:00,1071,4.6623,4.66,4.665,4.665,4.66,9,119.0,1707835680000,1707835740000
2024-02-13 14:49:00,416,4.665,4.665,4.665,4.665,4.665,5,83.2,1707835740000,1707835800000
2024-02-13 14:50:00,769,4.6703,4.67,4.67,4.67,4.67,11,69.9090909090909,1707835800000,1707835860000
2024-02-13 14:51:00,4418,4.6718,4.68,4.665,4.68,4.665,21,210.38095238095238,1707835860000,1707835920000
2024-02-13 14:52:00,1565,4.6539,4.66,4.645,4.66,4.645,17,92.05882352941177,1707835920000,1707835980000
2024-02-13 14:54:00,1750,4.6576,4.65,4.66,4.66,4.65,20,87.5,1707836040000,1707836100000
2024-02-13 14:55:00,417,4.6498,4.65,4.65,4.65,4.65,8,52.125,1707836100000,1707836160000
2024-02-13 14:56:00,1230,4.6537,4.65,4.665,4.665,4.65,14,87.85714285714286,1707836160000,1707836220000
2024-02-13 14:59:00,477,4.6679,4.66,4.67,4.67,4.66,6,79.5,1707836340000,1707836400000
2024-02-13 15:01:00,832,4.6791,4.68,4.68,4.68,4.68,19,43.78947368421053,1707836460000,1707836520000
2024-02-13 15:02:00,1030,4.68,4.68,4.68,4.68,4.68,6,171.66666666666666,1707836520000,1707836580000
2024-02-13 15:03:00,540,4.6766,4.675,4.675,4.68,4.675,7,77.14285714285714,1707836580000,1707836640000
2024-02-13 15:04:00,4158,4.6696,4.67,4.665,4.67,4.665,20,207.9,1707836640000,1707836700000
2024-02-13 15:05:00,2107,4.6526,4.66,4.655,4.66,4.65,17,123.94117647058823,1707836700000,1707836760000
2024-02-13 15:06:00,4611,4.6505,4.65,4.6507,4.6507,4.65,16,288.1875,1707836760000,1707836820000
2024-02-13 15:07:00,829,4.6688,4.67,4.675,4.675,4.67,15,55.266666666666666,1707836820000,1707836880000
2024-02-13 15:08:00,1300,4.6696,4.67,4.665,4.67,4.665,13,100.0,1707836880000,1707836940000
2024-02-13 15:09:00,201,4.665,4.665,4.665,4.665,4.665,3,67.0,1707836940000,1707837000000
2024-02-13 15:11:00,3052,4.6598,4.66,4.655,4.66,4.655,29,105.24137931034483,1707837060000,1707837120000
2024-02-13 15:12:00,209,4.6502,4.65,4.65,4.65,4.65,5,41.8,1707837120000,1707837180000
2024-02-13 15:13:00,210,4.6548,4.655,4.655,4.655,4.655,5,42.0,1707837180000,1707837240000
2024-02-13 15:14:00,3845,4.6494,4.65,4.65,4.65,4.645,21,183.0952380952381,1707837240000,1707837300000
2024-02-13 15:15:00,400,4.645,4.645,4.645,4.645,4.645,3,133.33333333333334,1707837300000,1707837360000
2024-02-13 15:16:00,4055,4.6485,4.64,4.64,4.655,4.64,34,119.26470588235294,1707837360000,1707837420000
2024-02-13 15:17:00,200,4.645,4.645,4.645,4.645,4.645,2,100.0,1707837420000,1707837480000
2024-02-13 15:18:00,1427,4.6533,4.65,4.66,4.66,4.65,14,101.92857142857143,1707837480000,1707837540000
2024-02-13 15:19:00,1280,4.6582,4.655,4.665,4.665,4.6501,11,116.36363636363636,1707837540000,1707837600000
2024-02-13 15:20:00,100,4.665,4.665,4.665,4.665,4.665,1,100.0,1707837600000,1707837660000
2024-02-13 15:23:00,865,4.6627,4.665,4.665,4.665,4.66,6,144.16666666666666,1707837780000,1707837840000
2024-02-13 15:25:00,1054,4.6701,4.67,4.67,4.67,4.67,16,65.875,1707837900000,1707837960000
2024-02-13 15:26:00,1777,4.68,4.68,4.68,4.68,4.68,14,126.92857142857143,1707837960000,1707838020000
2024-02-13 15:27:00,5652,4.6792,4.685,4.665,4.685,4.665,16,353.25,1707838020000,1707838080000
2024-02-13 15:28:00,1025,4.6649,4.665,4.665,4.665,4.665,2,512.5,1707838080000,1707838140000
2024-02-13 15:29:00,3058,4.6771,4.67,4.68,4.68,4.67,33,92.66666666666667,1707838140000,1707838200000
2024-02-13 15:30:00,772,4.6755,4.675,4.675,4.676,4.675,5,154.4,1707838200000,1707838260000
2024-02-13 15:31:00,600,4.67,4.67,4.67,4.67,4.67,9,66.66666666666667,1707838260000,1707838320000
2024-02-13 15:32:00,1450,4.66,4.66,4.66,4.66,4.66,20,72.5,1707838320000,1707838380000
2024-02-13 15:34:00,1050,4.67,4.67,4.67,4.67,4.67,13,80.76923076923077,1707838440000,1707838500000
2024-02-13 15:35:00,378,4.675,4.675,4.675,4.675,4.675,3,126.0,1707838500000,1707838560000
2024-02-13 15:36:00,1385,4.6796,4.675,4.68,4.68,4.675,4,346.25,1707838560000,1707838620000
2024-02-13 15:38:00,947,4.68,4.68,4.68,4.68,4.68,12,78.91666666666667,1707838680000,1707838740000
2024-02-13 15:40:00,4562,4.6894,4.69,4.68,4.69,4.68,27,168.96296296296296,1707838800000,1707838860000
2024-02-13 15:41:00,999,4.6801,4.68,4.68,4.68,4.68,11,90.81818181818181,1707838860000,1707838920000
2024-02-13 15:42:00,287,4.6868,4.685,4.69,4.69,4.685,5,57.4,1707838920000,1707838980000
2024-02-13 15:43:00,746,4.6893,4.69,4.69,4.69,4.685,5,149.2,1707838980000,1707839040000
2024-02-13 15:44:00,2350,4.6897,4.695,4.685,4.695,4.685,10,235.0,1707839040000,1707839100000
2024-02-13 15:45:00,810,4.6875,4.685,4.69,4.69,4.685,6,135.0,1707839100000,1707839160000
2024-02-13 15:46:00,300,4.685,4.685,4.685,4.685,4.685,1,300.0,1707839160000,1707839220000
2024-02-13 15:47:00,826,4.688,4.685,4.69,4.69,4.685,8,103.25,1707839220000,1707839280000
2024-02-13 15:48:00,515,4.693,4.69,4.695,4.695,4.69,10,51.5,1707839280000,1707839340000
2024-02-13 15:49:00,1525,4.69,4.695,4.685,4.695,4.685,11,138.63636363636363,1707839340000,1707839400000
2024-02-13 15:50:00,300,4.685,4.685,4.685,4.685,4.685,3,100.0,1707839400000,1707839460000
2024-02-13 15:51:00,1031,4.6869,4.685,4.69,4.69,4.685,10,103.1,1707839460000,1707839520000
2024-02-13 15:52:00,832,4.6906,4.69,4.695,4.695,4.69,13,64.0,1707839520000,1707839580000
2024-02-13 15:53:00,528,4.7,4.7,4.7,4.7,4.7,11,48.0,1707839580000,1707839640000
2024-02-13 15:55:00,2523,4.7004,4.705,4.7,4.705,4.7,9,280.3333333333333,1707839700000,1707839760000
2024-02-13 15:56:00,131,4.691,4.69,4.69,4.69,4.69,5,26.2,1707839760000,1707839820000
2024-02-13 15:57:00,100,4.685,4.685,4.685,4.685,4.685,1,100.0,1707839820000,1707839880000
2024-02-13 15:58:00,965,4.6867,4.68,4.69,4.69,4.68,7,137.85714285714286,1707839880000,1707839940000
2024-02-13 15:59:00,113,4.6844,4.685,4.685,4.685,4.685,5,22.6,1707839940000,1707840000000
2024-02-13 16:00:00,500,4.6836,4.685,4.685,4.685,4.6825,5,100.0,1707840000000,1707840060000
2024-02-13 16:01:00,669,4.6907,4.69,4.695,4.695,4.69,10,66.9,1707840060000,1707840120000
2024-02-13 16:02:00,900,4.6978,4.695,4.7,4.7,4.695,5,180.0,1707840120000,1707840180000
2024-02-13 16:03:00,409,4.7,4.7,4.7,4.7,4.7,7,58.42857142857143,1707840180000,1707840240000
2024-02-13 16:07:00,200,4.705,4.705,4.705,4.705,4.705,2,100.0,1707840420000,1707840480000
2024-02-13 16:09:00,100,4.705,4.705,4.705,4.705,4.705,1,100.0,1707840540000,1707840600000
2024-02-13 16:10:00,2382,4.7096,4.705,4.71,4.71,4.705,20,119.1,1707840600000,1707840660000
2024-02-13 16:11:00,4298,4.71,4.71,4.71,4.71,4.71,38,113.10526315789474,1707840660000,1707840720000
2024-02-13 16:12:00,2162,4.7099,4.71,4.71,4.71,4.71,54,40.03703703703704,1707840720000,1707840780000
2024-02-13 16:14:00,100,4.705,4.705,4.705,4.705,4.705,1,100.0,1707840840000,1707840900000
2024-02-13 16:15:00,703,4.7005,4.705,4.7,4.705,4.7,14,50.214285714285715,1707840900000,1707840960000
2024-02-13 16:17:00,922,4.6905,4.695,4.69,4.695,4.69,8,115.25,1707841020000,1707841080000
2024-02-13 16:19:00,3975,4.6905,4.69,4.69,4.695,4.69,44,90.3409090909091,1707841140000,1707841200000
2024-02-13 16:20:00,301,4.695,4.695,4.695,4.695,4.695,4,75.25,1707841200000,1707841260000
2024-02-13 16:21:00,357,4.6942,4.695,4.695,4.695,4.695,9,39.666666666666664,1707841260000,1707841320000
2024-02-13 16:23:00,1645,4.7006,4.7,4.7,4.705,4.7,21,78.33333333333333,1707841380000,1707841440000
2024-02-13 16:25:00,100,4.705,4.705,4.705,4.705,4.705,1,100.0,1707841500000,1707841560000
2024-02-13 16:28:00,100,4.7025,4.7025,4.7025,4.7025,4.7025,1,100.0,1707841680000,1707841740000
2024-02-13 16:29:00,105,4.7026,4.7025,4.7025,4.7025,4.7025,2,52.5,1707841740000,1707841800000
2024-02-13 16:30:00,100,4.705,4.705,4.705,4.705,4.705,1,100.0,1707841800000,1707841860000
2024-02-13 16:34:00,1957,4.7097,4.71,4.715,4.715,4.705,18,108.72222222222223,1707842040000,1707842100000
2024-02-13 16:35:00,9191,4.7093,4.71,4.7,4.715,4.7,67,137.17910447761193,1707842100000,1707842160000
2024-02-13 16:36:00,402,4.695,4.695,4.695,4.695,4.695,5,80.4,1707842160000,1707842220000
