t,v,vw,o,c,h,l,n,z,s,e
2023-05-25 08:00:00,198,1.1751,1.18,1.18,1.18,1.18,2,99.0,1685001600000,1685001660000
2023-05-25 08:04:00,507,1.16,1.16,1.16,1.16,1.16,5,101.4,1685001840000,1685001900000
2023-05-25 08:06:00,202,1.16,1.16,1.16,1.16,1.16,3,67.33333333333333,1685001960000,1685002020000
2023-05-25 08:11:00,10725,1.1209,1.13,1.12,1.13,1.12,44,243.75,1685002260000,1685002320000
2023-05-25 08:19:00,200,1.14,1.14,1.14,1.14,1.14,1,200.0,1685002740000,1685002800000
2023-05-25 08:22:00,331,1.14,1.14,1.14,1.14,1.14,2,165.5,1685002920000,1685002980000
2023-05-25 08:24:00,1050,1.1305,1.13,1.13,1.13,1.13,4,262.5,1685003040000,1685003100000
2023-05-25 08:30:00,200,1.15,1.15,1.15,1.15,1.15,1,200.0,1685003400000,1685003460000
2023-05-25 08:36:00,234,1.15,1.15,1.15,1.15,1.15,2,117.0,1685003760000,1685003820000
2023-05-25 08:38:00,663,1.1543,1.15,1.16,1.16,1.15,4,165.75,1685003880000,1685003940000
2023-05-25 08:40:00,100,1.15,1.15,1.15,1.15,1.15,1,100.0,1685004000000,1685004060000
2023-05-25 09:08:00,507,1.16,1.16,1.16,1.16,1.16,2,253.5,1685005680000,1685005740000
2023-05-25 09:15:00,100,1.15,1.15,1.15,1.15,1.15,1,100.0,1685006100000,1685006160000
2023-05-25 09:18:00,100,1.15,1.15,1.15,1.15,1.15,1,100.0,1685006280000,1685006340000
2023-05-25 10:02:00,600,1.15,1.15,1.15,1.15,1.15,2,300.0,1685008920000,1685008980000
2023-05-25 10:03:00,480,1.1483,1.15,1.15,1.15,1.15,3,160.0,1685008980000,1685009040000
2023-05-25 10:29:00,100,1.15,1.15,1.15,1.15,1.15,1,100.0,1685010540000,1685010600000
2023-05-25 10:30:00,234,1.14,1.14,1.14,1.14,1.14,4,58.5,1685010600000,1685010660000
2023-05-25 10:38:00,1000,1.15,1.15,1.15,1.15,1.15,7,142.85714285714286,1685011080000,1685011140000
2023-05-25 10:44:00,9945,1.1224,1.15,1.13,1.15,1.11,51,195.0,1685011440000,1685011500000
2023-05-25 10:45:00,535,1.1481,1.14,1.15,1.15,1.14,5,107.0,1685011500000,1685011560000
2023-05-25 10:53:00,346,1.14,1.14,1.14,1.14,1.14,4,86.5,1685011980000,1685012040000
2023-05-25 10:55:00,890,1.14,1.14,1.14,1.14,1.14,1,890.0,1685012100000,1685012160000
2023-05-25 11:00:00,210,1.1405,1.14,1.14,1.14,1.14,3,70.0,1685012400000,1685012460000
2023-05-25 11:01:00,3562,1.1328,1.14,1.13,1.14,1.13,17,209.52941176470588,1685012460000,1685012520000
2023-05-25 11:02:00,2600,1.1304,1.13,1.14,1.14,1.13,3,866.6666666666666,1685012520000,1685012580000
2023-05-25 11:05:00,1000,1.13,1.13,1.13,1.13,1.13,6,166.66666666666666,1685012700000,1685012760000
2023-05-25 11:14:00,100,1.15,1.15,1.15,1.15,1.15,1,100.0,1685013240000,1685013300000
2023-05-25 11:15:00,166,1.15,1.15,1.15,1.15,1.15,2,83.0,1685013300000,1685013360000
2023-05-25 11:32:00,100,1.14,1.14,1.14,1.14,1.14,1,100.0,1685014320000,1685014380000
2023-05-25 11:34:00,101,1.14,1.14,1.14,1.14,1.14,2,50.5,1685014440000,1685014500000
2023-05-25 11:35:00,400,1.1404,1.14,1.14,1.14,1.14,4,100.0,1685014500000,1685014560000
2023-05-25 12:00:00,1009,1.15,1.15,1.15,1.15,1.15,2,504.5,1685016000000,1685016060000
2023-05-25 12:01:00,6083,1.1488,1.1415,1.19,1.19,1.1415,46,132.2391304347826,1685016060000,1685016120000
2023-05-25 12:02:00,1349,1.1702,1.18,1.16,1.18,1.16,19,71.0,1685016120000,1685016180000
2023-05-25 12:03:00,371,1.1629,1.1485,1.1485,1.1485,1.1485,18,20.61111111111111,1685016180000,1685016240000
2023-05-25 12:05:00,200,1.1485,1.1485,1.1485,1.1485,1.1485,2,100.0,1685016300000,1685016360000
2023-05-25 12:06:00,107,1.1486,1.1485,1.1485,1.1485,1.1485,2,53.5,1685016360000,1685016420000
2023-05-25 12:07:00,100,1.15,1.15,1.15,1.15,1.15,1,100.0,1685016420000,1685016480000
