t,v,vw,o,c,h,l,n,z,s,e
2023-05-17 09:46:00,300,1.14,1.14,1.14,1.14,1.14,2,150.0,1684316760000,1684316820000
2023-05-17 09:47:00,2621,1.1581,1.15,1.16,1.16,1.15,2,1310.5,1684316820000,1684316880000
2023-05-17 09:49:00,296,1.17,1.17,1.17,1.17,1.17,2,148.0,1684316940000,1684317000000
2023-05-17 10:10:00,300,1.17,1.17,1.17,1.17,1.17,2,150.0,1684318200000,1684318260000
2023-05-17 10:23:00,672,1.18,1.18,1.18,1.18,1.18,4,168.0,1684318980000,1684319040000
2023-05-17 10:26:00,1065,1.17,1.17,1.17,1.17,1.17,1,1065.0,1684319160000,1684319220000
2023-05-17 11:03:00,787,1.1244,1.12,1.13,1.13,1.12,6,131.16666666666666,1684321380000,1684321440000
2023-05-17 11:11:00,426,1.1277,1.13,1.12,1.13,1.12,3,142.0,1684321860000,1684321920000
2023-05-17 11:13:00,100,1.12,1.12,1.12,1.12,1.12,1,100.0,1684321980000,1684322040000
2023-05-17 11:26:00,888,1.13,1.13,1.13,1.13,1.13,4,222.0,1684322760000,1684322820000
2023-05-17 11:46:00,115,1.13,1.13,1.13,1.13,1.13,2,57.5,1684323960000,1684324020000
2023-05-17 11:47:00,560,1.13,1.13,1.13,1.13,1.13,3,186.66666666666666,1684324020000,1684324080000
2023-05-17 11:52:00,100,1.13,1.13,1.13,1.13,1.13,1,100.0,1684324320000,1684324380000
2023-05-17 12:00:00,3470,1.1257,1.1386,1.12,1.14,1.12,27,128.5185185185185,1684324800000,1684324860000
2023-05-17 12:01:00,285,1.123,1.12,1.12,1.12,1.12,2,142.5,1684324860000,1684324920000
2023-05-17 12:11:00,364,1.1273,1.12,1.13,1.13,1.12,2,182.0,1684325460000,1684325520000
2023-05-17 12:14:00,150,1.13,1.13,1.13,1.13,1.13,1,150.0,1684325640000,1684325700000
2023-05-17 12:15:00,500,1.12,1.12,1.12,1.12,1.12,1,500.0,1684325700000,1684325760000
2023-05-17 12:19:00,513,1.1298,1.13,1.13,1.13,1.13,5,102.6,1684325940000,1684326000000
2023-05-17 12:21:00,1144,1.13,1.13,1.13,1.13,1.13,4,286.0,1684326060000,1684326120000
2023-05-17 12:27:00,290,1.13,1.13,1.13,1.13,1.13,2,145.0,1684326420000,1684326480000
2023-05-17 12:28:00,193,1.12,1.12,1.12,1.12,1.12,1,193.0,1684326480000,1684326540000
2023-05-17 12:29:00,434,1.1297,1.13,1.13,1.13,1.13,3,144.66666666666666,1684326540000,1684326600000
2023-05-17 12:31:00,100,1.12,1.12,1.12,1.12,1.12,1,100.0,1684326660000,1684326720000
2023-05-17 12:36:00,200,1.125,1.13,1.12,1.13,1.12,2,100.0,1684326960000,1684327020000
2023-05-17 12:42:00,210,1.1205,1.12,1.12,1.12,1.12,2,105.0,1684327320000,1684327380000
2023-05-17 12:49:00,330,1.1203,1.12,1.12,1.12,1.12,3,110.0,1684327740000,1684327800000
2023-05-17 12:57:00,106,1.1205,1.12,1.12,1.12,1.12,3,35.333333333333336,1684328220000,1684328280000
2023-05-17 13:03:00,688,1.13,1.13,1.13,1.13,1.13,5,137.6,1684328580000,1684328640000
2023-05-17 13:10:00,100,1.13,1.13,1.13,1.13,1.13,1,100.0,1684329000000,1684329060000
2023-05-17 13:11:00,500,1.13,1.13,1.13,1.13,1.13,1,500.0,1684329060000,1684329120000
2023-05-17 13:16:00,113,1.1212,1.12,1.12,1.12,1.12,3,37.666666666666664,1684329360000,1684329420000
2023-05-17 13:20:00,100,1.13,1.13,1.13,1.13,1.13,1,100.0,1684329600000,1684329660000
