t,v,vw,o,c,h,l,n,z,s,e
2023-06-20 08:21:00,173.3333,5.9015,6.057,5.883,6.057,5.883,5,1040.0,1687249260000,1687249320000
2023-06-20 09:08:00,96.1667,5.8837,5.886,5.88,5.895,5.88,11,262.27272727272725,1687252080000,1687252140000
2023-06-20 09:12:00,133.3333,5.8815,5.886,5.88,5.886,5.88,6,666.6666666666666,1687252320000,1687252380000
2023-06-20 09:49:00,6.6667,6.105,6.105,6.105,6.105,6.105,1,200.0,1687254540000,1687254600000
2023-06-20 09:50:00,16.6667,6.108,6.108,6.108,6.108,6.108,2,250.0,1687254600000,1687254660000
2023-06-20 09:51:00,78.2333,6.203,6.105,6.6,6.6,6.105,8,293.375,1687254660000,1687254720000
2023-06-20 09:53:00,7.8,6.5939,6.6,6.6,6.6,6.6,4,58.5,1687254780000,1687254840000
2023-06-20 09:54:00,3.6333,6.0875,6.063,6.063,6.063,6.063,2,54.5,1687254840000,1687254900000
2023-06-20 10:02:00,4.4667,6.0206,6.0,6.0,6.0,6.0,3,44.666666666666664,1687255320000,1687255380000
2023-06-20 10:17:00,27.5333,6.3246,6.345,6.363,6.363,6.345,5,165.2,1687256220000,1687256280000
2023-06-20 12:00:00,56.2667,6.1827,6.126,6.171,6.27,6.126,22,76.72727272727273,1687262400000,1687262460000
2023-06-20 12:06:00,96.7333,6.0039,6.009,6.0,6.021,6.0,10,290.2,1687262760000,1687262820000
2023-06-20 12:12:00,8.3333,6.0,6.0,6.0,6.0,6.0,1,250.0,1687263120000,1687263180000
2023-06-20 12:15:00,59.4667,6.168,6.168,6.168,6.168,6.168,1,1784.0,1687263300000,1687263360000
2023-06-20 12:19:00,135.8,6.1509,6.168,6.0,6.168,6.0,4,1018.5,1687263540000,1687263600000
2023-06-20 12:31:00,3.3333,6.09,6.09,6.09,6.09,6.09,1,100.0,1687264260000,1687264320000
2023-06-20 12:34:00,3.3333,6.126,6.126,6.126,6.126,6.126,1,100.0,1687264440000,1687264500000
2023-06-20 12:47:00,15.4333,6.087,6.087,6.087,6.087,6.087,1,463.0,1687265220000,1687265280000
2023-06-20 12:56:00,21.1333,6.0502,6.054,6.0,6.078,6.0,7,90.57142857142857,1687265760000,1687265820000
2023-06-20 13:03:00,9.3333,6.003,6.003,6.003,6.003,6.003,1,280.0,1687266180000,1687266240000
2023-06-20 13:04:00,13.3333,6.081,6.081,6.081,6.081,6.081,1,400.0,1687266240000,1687266300000
2023-06-20 13:05:00,16.6667,6.0216,6.078,6.0,6.078,6.0,4,125.0,1687266300000,1687266360000
2023-06-20 13:06:00,6.6667,6.042,6.081,6.003,6.081,6.003,2,100.0,1687266360000,1687266420000
2023-06-20 13:07:00,6.6667,6.003,6.003,6.003,6.003,6.003,1,200.0,1687266420000,1687266480000
2023-06-20 13:10:00,6.6667,6.081,6.081,6.081,6.081,6.081,1,200.0,1687266600000,1687266660000
2023-06-20 13:13:00,25.0,6.003,6.003,6.003,6.003,6.003,1,750.0,1687266780000,1687266840000
2023-06-20 13:17:00,3.3333,6.003,6.003,6.003,6.003,6.003,1,100.0,1687267020000,1687267080000
2023-06-20 13:28:00,134.7,5.9918,6.0,5.88,6.0,5.88,8,505.125,1687267680000,1687267740000
2023-06-20 13:30:00,522.5,5.9996,6.0,6.0,6.0,5.973,16,979.6875,1687267800000,1687267860000
2023-06-20 13:31:00,119.5,5.9646,5.913,5.88,5.994,5.88,13,275.7692307692308,1687267860000,1687267920000
2023-06-20 13:32:00,84.8333,5.9012,5.91,5.901,5.91,5.88,8,318.125,1687267920000,1687267980000
2023-06-20 13:33:00,23.3333,5.9942,5.997,5.997,5.997,5.997,9,77.77777777777777,1687267980000,1687268040000
2023-06-20 13:34:00,16.7,5.9491,5.937,5.997,5.997,5.937,3,167.0,1687268040000,1687268100000
2023-06-20 13:35:00,3.6,5.9922,5.997,5.997,5.997,5.997,3,36.0,1687268100000,1687268160000
2023-06-20 13:36:00,19.6,5.8996,5.994,5.88,5.994,5.88,5,117.6,1687268160000,1687268220000
2023-06-20 13:37:00,3.3667,5.9819,5.982,5.982,5.982,5.982,2,50.5,1687268220000,1687268280000
2023-06-20 13:38:00,296.7,5.963,5.973,5.973,5.973,5.88,5,1780.2,1687268280000,1687268340000
2023-06-20 13:39:00,17.7,5.9704,5.973,5.973,5.973,5.973,6,88.5,1687268340000,1687268400000
2023-06-20 13:40:00,461.3667,5.8845,5.913,5.88,5.973,5.88,70,197.72857142857143,1687268400000,1687268460000
2023-06-20 13:41:00,1466.3,5.8058,5.883,5.79,5.883,5.79,59,745.5762711864406,1687268460000,1687268520000
2023-06-20 13:42:00,419.1333,5.7703,5.79,5.754,5.799,5.754,29,433.58620689655174,1687268520000,1687268580000
2023-06-20 13:43:00,395.9333,5.7461,5.748,5.703,5.751,5.703,30,395.93333333333334,1687268580000,1687268640000
2023-06-20 13:44:00,118.5,5.7063,5.736,5.7347,5.736,5.703,15,237.0,1687268640000,1687268700000
2023-06-20 13:45:00,1663.7667,5.7238,5.739,5.736,5.793,5.7,186,268.3494623655914,1687268700000,1687268760000
2023-06-20 13:46:00,141.6667,5.7319,5.787,5.733,5.787,5.73,14,303.57142857142856,1687268760000,1687268820000
2023-06-20 13:47:00,18.0333,5.7317,5.7315,5.7315,5.7315,5.7315,8,67.625,1687268820000,1687268880000
2023-06-20 13:48:00,2342.8667,5.7097,5.73,5.7,5.73,5.7,43,1634.5581395348838,1687268880000,1687268940000
2023-06-20 13:49:00,219.0333,5.7006,5.703,5.703,5.703,5.7,9,730.1111111111111,1687268940000,1687269000000
2023-06-20 13:50:00,169.4667,5.7028,5.703,5.7,5.703,5.7,15,338.93333333333334,1687269000000,1687269060000
2023-06-20 13:51:00,1571.7667,5.7371,5.7,5.7,5.766,5.7,95,496.34736842105264,1687269060000,1687269120000
2023-06-20 13:52:00,23.3333,5.7193,5.7,5.727,5.727,5.7,3,233.33333333333334,1687269120000,1687269180000
2023-06-20 13:53:00,119.5,5.7189,5.754,5.7,5.754,5.7,17,210.88235294117646,1687269180000,1687269240000
2023-06-20 13:54:00,133.3333,5.7167,5.727,5.7,5.754,5.7,10,400.0,1687269240000,1687269300000
2023-06-20 13:55:00,244.6667,5.7033,5.7,5.7,5.706,5.7,31,236.7741935483871,1687269300000,1687269360000
2023-06-20 13:56:00,134.1,5.7012,5.703,5.703,5.703,5.7,17,236.64705882352942,1687269360000,1687269420000
2023-06-20 13:57:00,208.3333,5.6982,5.703,5.7,5.703,5.67,30,208.33333333333334,1687269420000,1687269480000
2023-06-20 13:58:00,1289.6333,5.6816,5.67,5.613,5.7,5.613,21,1842.3333333333333,1687269480000,1687269540000
2023-06-20 13:59:00,30.8,5.6253,5.616,5.7,5.7,5.616,5,184.8,1687269540000,1687269600000
2023-06-20 14:00:00,18.3333,5.6234,5.67,5.613,5.67,5.613,6,91.66666666666667,1687269600000,1687269660000
2023-06-20 14:01:00,199.7667,5.6145,5.616,5.61,5.622,5.61,19,315.42105263157896,1687269660000,1687269720000
2023-06-20 14:02:00,60.4,5.6525,5.655,5.655,5.655,5.61,7,258.85714285714283,1687269720000,1687269780000
2023-06-20 14:03:00,141.2667,5.6422,5.613,5.655,5.655,5.61,14,302.7142857142857,1687269780000,1687269840000
2023-06-20 14:05:00,914.6667,5.6846,5.655,5.679,5.7,5.655,12,2286.6666666666665,1687269900000,1687269960000
2023-06-20 14:06:00,605.0333,5.6725,5.679,5.67,5.691,5.667,10,1815.1,1687269960000,1687270020000
2023-06-20 14:07:00,145.7333,5.6641,5.67,5.67,5.67,5.61,14,312.2857142857143,1687270020000,1687270080000
2023-06-20 14:08:00,207.1667,5.6399,5.64,5.64,5.67,5.61,10,621.5,1687270080000,1687270140000
2023-06-20 14:10:00,353.7,5.6706,5.655,5.643,5.7,5.64,103,103.01941747572816,1687270200000,1687270260000
2023-06-20 14:11:00,180.0,5.6957,5.7,5.643,5.7,5.643,3,1800.0,1687270260000,1687270320000
2023-06-20 14:13:00,6.6667,5.6929,5.7,5.7,5.7,5.7,3,66.66666666666667,1687270380000,1687270440000
2023-06-20 14:15:00,1960.1667,5.6868,5.6715,5.643,5.7,5.643,45,1306.7777777777778,1687270500000,1687270560000
2023-06-20 14:16:00,14.5333,5.6751,5.6715,5.685,5.685,5.6715,4,109.0,1687270560000,1687270620000
2023-06-20 14:17:00,10.0,5.685,5.685,5.685,5.685,5.685,1,300.0,1687270620000,1687270680000
2023-06-20 14:18:00,303.3333,5.6712,5.673,5.643,5.685,5.643,17,535.2941176470588,1687270680000,1687270740000
2023-06-20 14:19:00,15.6,5.6599,5.6744,5.643,5.6744,5.643,3,156.0,1687270740000,1687270800000
2023-06-20 14:20:00,6.6667,5.646,5.646,5.646,5.646,5.646,2,100.0,1687270800000,1687270860000
2023-06-20 14:21:00,125.7667,5.6428,5.643,5.64,5.643,5.64,17,221.94117647058823,1687270860000,1687270920000
2023-06-20 14:22:00,163.5,5.6428,5.643,5.64,5.643,5.64,3,1635.0,1687270920000,1687270980000
2023-06-20 14:23:00,200.0667,5.6428,5.643,5.64,5.643,5.64,4,1500.5,1687270980000,1687271040000
2023-06-20 14:24:00,1232.4,5.6546,5.6415,5.7,5.7,5.6415,227,162.87224669603523,1687271040000,1687271100000
2023-06-20 14:25:00,1240.3333,5.6726,5.7,5.643,5.7,5.64,33,1127.5757575757575,1687271100000,1687271160000
2023-06-20 14:26:00,233.3333,5.6427,5.643,5.6415,5.643,5.64,6,1166.6666666666667,1687271160000,1687271220000
2023-06-20 14:27:00,37.2333,5.6427,5.643,5.64,5.643,5.64,4,279.25,1687271220000,1687271280000
2023-06-20 14:28:00,3.3667,5.6415,5.6415,5.6415,5.6415,5.6415,2,50.5,1687271280000,1687271340000
2023-06-20 14:31:00,247.9667,5.6402,5.643,5.64,5.643,5.64,10,743.9,1687271460000,1687271520000
2023-06-20 14:34:00,345.7333,5.6428,5.643,5.6415,5.643,5.64,12,864.3333333333334,1687271640000,1687271700000
2023-06-20 14:35:00,123.3333,5.6414,5.6415,5.64,5.6415,5.64,10,370.0,1687271700000,1687271760000
2023-06-20 14:36:00,726.5333,5.6429,5.6415,5.643,5.643,5.6415,16,1362.25,1687271760000,1687271820000
2023-06-20 14:37:00,17.8,5.6418,5.6415,5.643,5.643,5.6415,8,66.75,1687271820000,1687271880000
2023-06-20 14:39:00,66.6667,5.6399,5.64,5.6385,5.6415,5.6385,17,117.6470588235294,1687271940000,1687272000000
2023-06-20 14:40:00,382.2,5.619,5.6355,5.616,5.6355,5.613,64,179.15625,1687272000000,1687272060000
2023-06-20 14:41:00,983.7,5.6137,5.616,5.616,5.619,5.61,160,184.44375,1687272060000,1687272120000
2023-06-20 14:42:00,27.9667,5.6131,5.613,5.613,5.613,5.613,6,139.83333333333334,1687272120000,1687272180000
2023-06-20 14:43:00,3.5333,5.6108,5.6108,5.6108,5.6108,5.6108,1,106.0,1687272180000,1687272240000
2023-06-20 14:46:00,205.9,5.6152,5.616,5.613,5.616,5.61,15,411.8,1687272360000,1687272420000
2023-06-20 14:48:00,12.1333,5.6111,5.6115,5.61,5.6115,5.61,4,91.0,1687272480000,1687272540000
2023-06-20 14:49:00,52.8,5.6121,5.6115,5.61,5.613,5.61,13,121.84615384615384,1687272540000,1687272600000
2023-06-20 14:51:00,1279.2333,5.6077,5.6115,5.58,5.6115,5.58,43,892.4883720930233,1687272660000,1687272720000
2023-06-20 14:52:00,471.7667,5.5801,5.58,5.58,5.592,5.58,17,832.5294117647059,1687272720000,1687272780000
2023-06-20 14:53:00,32.2333,5.5827,5.583,5.58,5.583,5.58,4,241.75,1687272780000,1687272840000
2023-06-20 14:55:00,787.8667,5.5828,5.583,5.583,5.583,5.58,11,2148.7272727272725,1687272900000,1687272960000
2023-06-20 14:56:00,98.0667,5.5828,5.583,5.58,5.583,5.58,5,588.4,1687272960000,1687273020000
2023-06-20 14:57:00,238.8,5.5815,5.583,5.58,5.583,5.58,22,325.6363636363636,1687273020000,1687273080000
2023-06-20 14:58:00,5.0,5.583,5.583,5.583,5.583,5.583,2,75.0,1687273080000,1687273140000
2023-06-20 14:59:00,48.5667,5.5808,5.583,5.58,5.583,5.58,4,364.25,1687273140000,1687273200000
2023-06-20 15:00:00,356.6667,5.58,5.58,5.58,5.58,5.58,10,1070.0,1687273200000,1687273260000
2023-06-20 15:02:00,602.1,5.5828,5.583,5.58,5.583,5.58,18,1003.5,1687273320000,1687273380000
2023-06-20 15:03:00,23.4667,5.5815,5.5815,5.5815,5.5815,5.5815,1,704.0,1687273380000,1687273440000
2023-06-20 15:04:00,147.9667,5.5828,5.583,5.58,5.583,5.58,6,739.8333333333334,1687273440000,1687273500000
2023-06-20 15:05:00,45.2333,5.5818,5.58,5.58,5.583,5.58,4,339.25,1687273500000,1687273560000
2023-06-20 15:06:00,34.4667,5.5827,5.583,5.58,5.583,5.58,5,206.8,1687273560000,1687273620000
2023-06-20 15:07:00,958.5333,5.6267,5.583,5.655,5.661,5.5815,149,192.99328859060404,1687273620000,1687273680000
2023-06-20 15:08:00,178.0333,5.6552,5.655,5.652,5.661,5.652,41,130.26829268292684,1687273680000,1687273740000
2023-06-20 15:09:00,412.0,5.652,5.652,5.652,5.652,5.652,43,287.4418604651163,1687273740000,1687273800000
2023-06-20 15:12:00,263.2333,5.6389,5.643,5.58,5.6513,5.58,36,219.36111111111111,1687273920000,1687273980000
2023-06-20 15:13:00,3.3333,5.652,5.652,5.652,5.652,5.652,1,100.0,1687273980000,1687274040000
2023-06-20 15:14:00,10.0,5.587,5.583,5.595,5.595,5.583,2,150.0,1687274040000,1687274100000
2023-06-20 15:16:00,190.0,5.5843,5.583,5.61,5.61,5.58,5,1140.0,1687274160000,1687274220000
2023-06-20 15:19:00,7.5,5.6032,5.6025,5.6025,5.6025,5.6025,5,45.0,1687274340000,1687274400000
