t,v,vw,o,c,h,l,n,z,s,e
2023-06-20 13:04:00,183,96.8055,96.81,96.81,96.81,96.81,2,91.5,1687266240000,1687266300000
2023-06-20 13:08:00,917,96.7727,96.8,96.75,96.8,96.75,15,61.13333333333333,1687266480000,1687266540000
2023-06-20 13:09:00,172,96.6514,96.63,96.63,96.63,96.63,4,43.0,1687266540000,1687266600000
2023-06-20 13:10:00,269,96.6249,96.63,96.62,96.63,96.62,5,53.8,1687266600000,1687266660000
2023-06-20 13:19:00,130,96.5657,96.6104,96.6104,96.6104,96.6104,4,32.5,1687267140000,1687267200000
2023-06-20 13:30:00,31529,96.2842,96.8,95.46,96.8,95.45,286,110.24125874125875,1687267800000,1687267860000
2023-06-20 13:31:00,22030,95.7357,95.585,95.76,95.91,95.585,349,63.12320916905444,1687267860000,1687267920000
2023-06-20 13:32:00,18198,95.8421,95.855,96.02,96.12,95.46,192,94.78125,1687267920000,1687267980000
2023-06-20 13:33:00,5409,96.2899,96.0,96.43,96.44,96.0,122,44.33606557377049,1687267980000,1687268040000
2023-06-20 13:34:00,11440,96.7807,96.55,96.61,96.96,96.55,179,63.910614525139664,1687268040000,1687268100000
2023-06-20 13:35:00,8464,96.7583,96.61,96.55,96.92,96.55,127,66.64566929133858,1687268100000,1687268160000
2023-06-20 13:36:00,3571,96.6944,96.4822,96.4822,96.78,96.4822,45,79.35555555555555,1687268160000,1687268220000
2023-06-20 13:37:00,1401,96.387,96.34,96.57,96.57,96.3,33,42.45454545454545,1687268220000,1687268280000
2023-06-20 13:38:00,2538,96.5447,96.51,96.59,96.65,96.48,50,50.76,1687268280000,1687268340000
2023-06-20 13:39:00,1021,96.3664,96.43,96.31,96.43,96.31,22,46.40909090909091,1687268340000,1687268400000
2023-06-20 13:40:00,7068,96.1919,96.21,96.17,96.32,96.07,85,83.15294117647059,1687268400000,1687268460000
2023-06-20 13:41:00,5754,96.2478,96.22,96.2,96.3,96.16,83,69.32530120481928,1687268460000,1687268520000
2023-06-20 13:42:00,2060,96.0658,96.2,95.98,96.215,95.98,43,47.906976744186046,1687268520000,1687268580000
2023-06-20 13:43:00,5305,95.9734,96.04,96.045,96.07,95.77,106,50.04716981132076,1687268580000,1687268640000
2023-06-20 13:44:00,4817,96.1219,96.0093,96.11,96.2,96.0093,101,47.693069306930695,1687268640000,1687268700000
2023-06-20 13:45:00,1405,95.9013,96.03,95.835,96.03,95.78,42,33.45238095238095,1687268700000,1687268760000
2023-06-20 13:46:00,3534,95.9769,95.91,96.06,96.07,95.91,68,51.970588235294116,1687268760000,1687268820000
2023-06-20 13:47:00,5073,96.2436,96.21,96.26,96.35,96.18,87,58.310344827586206,1687268820000,1687268880000
2023-06-20 13:48:00,4798,96.4064,96.35,96.41,96.51,96.31,86,55.7906976744186,1687268880000,1687268940000
2023-06-20 13:49:00,1987,96.4324,96.46,96.55,96.55,96.36,45,44.15555555555556,1687268940000,1687269000000
2023-06-20 13:50:00,2776,96.5587,96.65,96.55,96.65,96.48,60,46.266666666666666,1687269000000,1687269060000
2023-06-20 13:51:00,2325,96.4608,96.49,96.47,96.49,96.43,37,62.83783783783784,1687269060000,1687269120000
2023-06-20 13:52:00,2106,96.6566,96.55,96.76,96.76,96.55,43,48.97674418604651,1687269120000,1687269180000
2023-06-20 13:53:00,2895,96.7307,96.78,96.65,96.79,96.65,57,50.78947368421053,1687269180000,1687269240000
2023-06-20 13:54:00,2444,96.6835,96.68,96.68,96.74,96.63,62,39.41935483870968,1687269240000,1687269300000
2023-06-20 13:55:00,2120,96.6171,96.68,96.57,96.68,96.57,36,58.888888888888886,1687269300000,1687269360000
2023-06-20 13:56:00,3195,96.5548,96.55,96.51,96.595,96.51,46,69.45652173913044,1687269360000,1687269420000
2023-06-20 13:57:00,3302,96.4462,96.56,96.22,96.57,96.22,64,51.59375,1687269420000,1687269480000
2023-06-20 13:58:00,2811,96.247,96.29,96.22,96.29,96.22,41,68.5609756097561,1687269480000,1687269540000
2023-06-20 13:59:00,3818,96.2215,96.215,96.22,96.25,96.19,78,48.94871794871795,1687269540000,1687269600000
2023-06-20 14:00:00,6984,96.1739,96.2,96.17,96.21,96.135,117,59.69230769230769,1687269600000,1687269660000
2023-06-20 14:01:00,7851,96.1069,96.13,96.09,96.14,96.07,114,68.86842105263158,1687269660000,1687269720000
2023-06-20 14:02:00,4367,96.1407,96.1,96.095,96.21,96.09,91,47.989010989010985,1687269720000,1687269780000
2023-06-20 14:03:00,5919,95.904,96.04,95.83,96.05,95.81,106,55.839622641509436,1687269780000,1687269840000
2023-06-20 14:04:00,4154,95.912,95.88,96.03,96.03,95.855,68,61.088235294117645,1687269840000,1687269900000
2023-06-20 14:05:00,2456,95.9454,96.03,95.8,96.035,95.8,44,55.81818181818182,1687269900000,1687269960000
