t,v,vw,o,c,h,l,n,z,s,e
2024-05-03 08:01:00,400,78.96,78.96,78.96,78.96,78.96,1,400.0,1714723260000,1714723320000
2024-05-03 08:08:00,421,79.101,79.1,79.1,79.1,79.1,3,140.33333333333334,1714723680000,1714723740000
2024-05-03 08:12:00,379,79.12,79.12,79.12,79.12,79.12,9,42.111111111111114,1714723920000,1714723980000
2024-05-03 08:15:00,450,79.0778,79.08,79.08,79.08,79.08,4,112.5,1714724100000,1714724160000
2024-05-03 08:36:00,405,78.9277,78.92,78.93,78.93,78.92,9,45.0,1714725360000,1714725420000
2024-05-03 10:04:00,220,78.8182,78.82,78.82,78.82,78.82,8,27.5,1714730640000,1714730700000
2024-05-03 10:10:00,365,78.85,78.85,78.85,78.85,78.85,5,73.0,1714731000000,1714731060000
2024-05-03 10:29:00,266,78.86,78.86,78.86,78.86,78.86,9,29.555555555555557,1714732140000,1714732200000
2024-05-03 10:34:00,170,78.82,78.82,78.82,78.82,78.82,2,85.0,1714732440000,1714732500000
2024-05-03 11:18:00,839,78.8,78.8,78.8,78.8,78.8,6,139.83333333333334,1714735080000,1714735140000
2024-05-03 12:01:00,740,78.7246,78.79,78.79,78.79,78.79,8,92.5,1714737660000,1714737720000
2024-05-03 12:03:00,197,78.6169,78.76,78.76,78.76,78.76,5,39.4,1714737780000,1714737840000
2024-05-03 12:04:00,137,78.7301,78.79,78.79,78.79,78.79,2,68.5,1714737840000,1714737900000
2024-05-03 12:35:00,100,79.79,79.79,79.79,79.79,79.79,1,100.0,1714739700000,1714739760000
2024-05-03 12:37:00,377,79.82,79.82,79.82,79.82,79.82,4,94.25,1714739820000,1714739880000
2024-05-03 13:30:00,7434,79.5953,79.58,79.615,79.67,79.54,69,107.73913043478261,1714743000000,1714743060000
2024-05-03 13:31:00,2602,79.6022,79.64,79.56,79.64,79.56,30,86.73333333333333,1714743060000,1714743120000
2024-05-03 13:32:00,1308,79.449,79.48,79.42,79.48,79.415,18,72.66666666666667,1714743120000,1714743180000
2024-05-03 13:33:00,509,79.4299,79.44,79.42,79.44,79.42,6,84.83333333333333,1714743180000,1714743240000
2024-05-03 13:34:00,213,79.3952,79.4,79.39,79.4,79.39,4,53.25,1714743240000,1714743300000
2024-05-03 13:35:00,887,79.3811,79.38,79.41,79.41,79.36,11,80.63636363636364,1714743300000,1714743360000
2024-05-03 13:36:00,197,79.469,79.48,79.48,79.48,79.48,3,65.66666666666667,1714743360000,1714743420000
2024-05-03 13:37:00,200,79.45,79.46,79.44,79.46,79.44,2,100.0,1714743420000,1714743480000
2024-05-03 13:38:00,1175,79.4951,79.42,79.54,79.55,79.42,12,97.91666666666667,1714743480000,1714743540000
2024-05-03 13:39:00,865,79.5488,79.55,79.55,79.55,79.55,11,78.63636363636364,1714743540000,1714743600000
2024-05-03 13:40:00,501,79.5956,79.607,79.5922,79.61,79.5922,5,100.2,1714743600000,1714743660000
2024-05-03 13:41:00,728,79.6179,79.62,79.61,79.62,79.61,10,72.8,1714743660000,1714743720000
2024-05-03 13:42:00,101,79.6496,79.65,79.65,79.65,79.65,2,50.5,1714743720000,1714743780000
